product_id,residual_median,residual_robust_std,residual_pct_median,residual_pct_robust_std,historical_residual_count
P00157,8.0,11.8608,0.09069448674992385,0.14136891208409777,90
P00158,3.5,15.5673,0.014130081300813009,0.06492547184119081,90
P00159,1.0,2.9652,0.0625,0.17987426470588233,90
P00160,0.0,106.74719999999999,0.0,0.2539269507976168,90
P00161,1.0,1.4826,0.125,0.185325,90
P00162,7.5,24.462899999999998,0.02835414102338667,0.0928441327053041,90
P00163,6.0,24.462899999999998,0.021441972661484857,0.09440065755334692,90
P00164,5.5,11.8608,0.053790165098526535,0.11748281249999999,90
P00165,0.0,1.4826,0.0,0.14826,90
P00166,15.5,40.0302,0.0459830866807611,0.12373410338334363,90
P00167,1.5,8.1543,0.0625,0.30446249999999997,90
P00168,0.0,1.4826,0.0,0.11404615384615385,90
P00169,1.0,2.2239,0.08712121212121213,0.1580878409090909,90
P00170,9.5,22.238999999999997,0.04860947904426165,0.10884477145408784,90
P00171,10.0,25.2042,0.03038125089627763,0.07838676470588234,90
P00172,1.0,1.4826,0.1111111111111111,0.16473333333333331,90
P00173,2.5,11.119499999999999,0.012235449735449735,0.05241355289780952,90
P00174,0.0,1.4826,0.0,0.4942,90
P00175,1.0,2.2239,0.03333333333333333,0.07089993464052287,90
P00176,0.0,1.4826,0.0,0.13478181818181817,90
P00177,3.0,13.343399999999999,0.015354484919702312,0.07436296902215808,90
P00178,0.5,1.0,0.045454545454545456,0.09734242424242423,90
P00179,13.5,25.9455,0.08037267080745342,0.1577173173974598,90
P00180,1.0,1.4826,0.08333333333333333,0.12355,90
P00181,0.0,1.0,0.0,0.01,90
P00182,1.0,1.4826,0.09090909090909091,0.13478181818181817,90
P00183,46.5,62.2692,0.13548046821832038,0.18771796668211177,90
P00184,9.0,30.3933,0.0590410905851826,0.20178250139195947,90
P00185,1.0,1.4826,0.08333333333333333,0.12355,90
P00186,23.5,41.5128,0.058684149988497816,0.1047826621898475,90
P00187,29.0,42.9954,0.08840811965811965,0.12664820656333714,90
P00188,3.0,5.9304,0.034523809523809526,0.0689304054054054,90
P00189,9.5,25.9455,0.03787590407308718,0.10298800046257703,90
P00190,2.0,2.9652,0.07142857142857142,0.12975536842105262,90
P00191,1.0,1.4826,0.07142857142857142,0.1059,90
P00192,1.0,2.9652,0.03774928774928775,0.11852352136752137,90
P00193,3.0,11.8608,0.02097902097902098,0.06961343160377359,90
P00194,1.0,2.9652,0.027402402402402402,0.08014054054054054,90
P00195,0.0,1.4826,0.0,0.08721176470588235,90
P00196,1.0,1.4826,0.05131578947368421,0.08721176470588235,90
P00197,6.5,17.7912,0.03902518454190186,0.10051525423728813,90
P00198,13.0,75.6126,0.050972222222222224,0.3100425727010741,90
P00199,0.5,6.6716999999999995,0.02,0.29007391304347824,90
P00200,6.0,24.462899999999998,0.014514803350646172,0.06409968179302712,90
P00201,10.0,13.343399999999999,0.08125750300120048,0.10906775856496444,90
P00202,0.0,2.9652,0.0,0.3500583333333333,90
P00203,0.0,1.4826,0.0,0.29652,90
P00204,10.0,23.7216,0.0416205177903918,0.10001895948372717,90
P00205,1.0,2.9652,0.02631578947368421,0.07655598178137651,90
P00206,0.0,1.4826,0.0,0.29652,90
P00207,1.0,1.4826,0.09545454545454546,0.14152090909090909,90
P00208,14.0,50.4084,0.036949583818519,0.13151349466776044,90
P00209,0.5,2.2239,0.03125,0.14208249999999997,90
P00210,0.0,1.0,0.0,0.01,90
P00211,3.0,15.5673,0.024917287014061207,0.11594692307692307,90
P00212,11.0,20.7564,0.06294014084507042,0.11335206259943022,90
P00213,2.0,8.8956,0.015936507936507936,0.07014112316272965,90
P00214,0.0,1.4826,0.0,0.11404615384615385,90
P00215,0.0,17.049899999999997,0.0,0.0439485634748325,90
P00216,1.0,1.4826,0.1111111111111111,0.16473333333333331,90
P00217,1.0,1.4826,0.08333333333333333,0.12355,90
P00218,0.0,152.7078,0.0,0.8766972602739725,90
P00219,16.5,49.6671,0.04181114903299203,0.13652120437789722,90
P00220,6.5,114.9015,0.024548422849953566,0.3764327182718271,90
P00221,6.0,28.9107,0.01614204002630371,0.07824643975072734,90
P00222,1.0,5.9304,0.011561079925153702,0.07690977527885105,90
P00223,0.0,1.4826,0.0,0.29652,90
P00224,0.0,2.9652,0.0,0.3129933333333333,90
P00225,0.0,1.4826,0.0,0.16473333333333331,90
P00226,1.0,1.4826,0.06666666666666667,0.09884,90
P00227,8.0,11.8608,0.04129124558626568,0.06673611296791443,90
P00228,0.0,5.9304,0.0,0.24059736842105262,90
P00229,20.5,69.6822,0.08348565804274466,0.2950939937509411,90
P00230,4.5,9.636899999999999,0.03888888888888889,0.09334888888888887,90
P00231,18.0,55.5975,0.037838192802731804,0.11186894309162514,90
P00232,5.0,7.412999999999999,0.05366743471582181,0.07956733870967742,90
P00233,2.0,2.9652,0.07407407407407407,0.0694481052631579,90
P00234,5.0,14.825999999999999,0.025695762175838077,0.07773473012231916,90
P00235,0.0,1.0,0.0,0.01,90
P00236,0.0,62.2692,0.0,0.29551121071389996,90
P00237,-0.5,2.2239,-0.041666666666666664,0.2618083333333333,90
P00238,1.0,1.4826,0.05263157894736842,0.07803157894736841,90
P00239,17.5,20.0151,0.08801964446288996,0.09691364275668073,90
P00240,1.0,1.4826,0.09090909090909091,0.1617381818181818,90
P00241,6.0,35.5824,0.02040276179516686,0.1166855020227065,90
P00242,6.0,14.825999999999999,0.05386473429951691,0.13240145383693044,90
P00243,5.0,34.099799999999995,0.037315510999721524,0.2590422563490353,90
P00244,0.5,2.2239,0.022727272727272728,0.10429545454545455,90
P00245,1.0,1.4826,0.06458333333333333,0.10192875,90
P00246,12.5,91.17989999999999,0.041503738766550044,0.2827342023807249,90
P00247,0.0,1.0,0.0,0.08236666666666666,90
P00248,6.0,16.3086,0.036269997808459346,0.09750879259001431,90
P00249,4.0,11.8608,0.02667733760170735,0.07778250122769684,90
P00250,21.5,51.149699999999996,0.05823990127404166,0.16271605118744234,90
P00251,0.0,1.4826,0.0,0.29652,90
P00252,0.0,1.4826,0.0,0.0743157894736842,90
P00253,14.5,57.8214,0.09704858363665136,0.3670170668953688,90
P00254,1.0,1.4826,0.10555555555555556,0.15649666666666665,90
P00255,1.0,2.9652,0.06971153846153846,0.17234978146853147,90
P00256,4.0,8.8956,0.0372359470103831,0.08740441781479225,90
P00257,6.5,13.343399999999999,0.043151595744680846,0.09717235561323814,90
P00258,0.0,46.701899999999995,0.0,0.1046872196666918,90
P00259,3.0,11.8608,0.017003426302475262,0.0735311633549252,90
P00260,2.0,4.4478,0.1125,0.3315258333333333,90
P00261,6.0,10.3782,0.04432166973603438,0.06786549295774648,90
P00262,1.0,1.4826,0.043478260869565216,0.08770070938215102,90
P00263,0.0,1.4826,0.0,0.2471,90
P00264,8.5,9.636899999999999,0.0625,0.07370880681818182,90
P00265,8.5,22.9803,0.09743679775280899,0.24410484848484848,90
P00266,0.0,46.701899999999995,0.0,0.4213705263157894,90
P00267,0.0,61.527899999999995,0.0,0.22652816161129835,90
P00268,13.5,21.4977,0.05922581984225819,0.09391253026634383,90
P00269,0.0,2.9652,0.0,0.29652,90
P00270,0.0,1.4826,0.0,0.1059,90
P00271,2.0,8.8956,0.035098522167487683,0.1637349494949495,90
P00272,21.0,38.547599999999996,0.06574718275355218,0.12114679790760556,90
P00273,-3.5,81.54299999999999,-0.016666666666666666,0.2963575704066507,90
P00274,25.0,44.477999999999994,0.1088888888888889,0.19273707349081365,90
P00275,2.0,2.9652,0.04772727272727273,0.07749954545454546,90
P00276,5.0,15.5673,0.022374164097225,0.0719054457193292,90
P00277,0.0,552.2685,0.0,1.4826,90
P00278,15.0,28.1694,0.04849498327759197,0.09263397406691376,90
P00279,2.0,4.4478,0.027783137179239824,0.05446431522365343,90
P00280,0.0,89.6973,0.0,0.24976537753222836,90
P00281,7.0,20.7564,0.03607578166401696,0.10411613880261777,90
P00282,1.0,1.4826,0.05555555555555555,0.08236666666666666,90
P00283,1.0,1.4826,0.058823529411764705,0.08721176470588235,90
P00284,1.0,1.4826,0.06666666666666667,0.09884,90
P00285,8.0,25.2042,0.040961270249973175,0.13144158653846152,90
P00286,0.0,1.4826,0.0,0.4942,90
P00287,6.0,13.343399999999999,0.03184713375796178,0.07485619622304167,90
P00288,2.0,4.4478,0.05012531328320802,0.11414193729003358,90
P00289,0.0,1.4826,0.0,0.1059,90
P00290,2.0,7.412999999999999,0.03128054740957967,0.08918063636363635,90
P00291,0.0,4.4478,0.0,0.30710999999999994,90
P00292,0.0,1.0,0.0,0.01,90
P00293,7.0,10.3782,0.03933701657458563,0.06790163101956126,90
P00294,0.0,5.9304,0.0,0.26965277777777774,90
P00295,0.0,1.4826,0.0,0.37065,90
P00296,0.5,3.7064999999999997,0.01,0.08401399999999999,90
P00297,3.5,8.1543,0.03684922244759973,0.0880815843915016,90
P00298,1.0,2.2239,0.047619047619047616,0.10214638009049774,90
P00299,9.5,16.3086,0.06150822893637927,0.11022473905300109,90
P00300,1.0,2.2239,0.06666666666666667,0.13225352226720646,90
P00301,0.0,1.0,0.0,0.01,90
P00302,16.0,32.6172,0.06570288056964074,0.14212411621425905,90
P00303,14.0,23.7216,0.055970928532642746,0.10037586048957572,90
P00304,6.0,17.049899999999997,0.027565818024012728,0.07734291729449862,90
P00305,0.0,1.0,0.0,0.01,90
P00306,1.0,2.9652,0.037037037037037035,0.1043311111111111,90
P00307,1.0,4.4478,0.02,0.08667507692307692,90
P00308,0.0,1.0,0.0,0.01,90
P00309,5.5,20.7564,0.027216748768472906,0.09926626033508504,90
P00310,0.5,2.2239,0.08333333333333333,0.37065,90
P00311,0.0,1.4826,0.0,0.14826,90
P00312,0.0,1.4826,0.0,0.12355,90
P00313,1.0,4.4478,0.028991596638655463,0.16943999999999998,90
P00314,16.5,57.080099999999995,0.09621112060704945,0.3553833223700474,90
P00315,32.0,82.2843,0.13783484325099393,0.3624453768441943,90
P00316,11.5,53.373599999999996,0.025150322009583982,0.10751134437596302,90
P00317,0.0,1.0,0.0,0.01,90
P00318,1.5,6.6716999999999995,0.09185606060606061,0.3580142045454545,90
P00319,0.0,1.4826,0.0,0.185325,90
P00320,1.0,1.4826,0.05131578947368421,0.12777671052631578,90
P00321,3.5,8.8956,0.0332093151439989,0.09216053629469123,90
P00322,0.0,12.6021,0.0,0.025775185625185625,90
P00323,1.5,9.636899999999999,0.010157305539471145,0.06893860057265569,90
P00324,0.0,1.4826,0.0,0.14826,90
P00325,29.0,83.0256,0.11645704506191776,0.3515862968353102,90
P00326,0.0,1.0,0.0,0.01,90
P00327,11.5,14.0847,0.06170032779951359,0.07852216589861752,90
P00328,8.0,18.5325,0.036764705882352935,0.08448639705882353,90
P00329,2.0,6.6716999999999995,0.09610983981693363,0.32747047014770125,90
P00330,1.0,2.9652,0.038461538461538464,0.11518661538461539,90
P00331,1.5,2.2239,0.06226053639846743,0.09230747126436781,90
P00332,0.0,76.3539,0.0,1.4826,90
P00333,1.0,4.4478,0.03571428571428571,0.15519827586206894,90
P00334,1.0,4.4478,0.041666666666666664,0.185325,90
P00335,1.0,1.4826,0.0625,0.0926625,90
P00336,0.0,1.0,0.0,0.01,90
P00337,16.0,36.323699999999995,0.07318787229770429,0.1672774881199384,90
P00338,20.0,81.54299999999999,0.0313491332555617,0.12906895443709895,90
P00339,10.0,22.238999999999997,0.03752464094621233,0.09542852781556056,90
P00340,0.0,1.4826,0.0,0.11879807692307691,90
P00341,2.0,4.4478,0.043055555555555555,0.1279851282051282,90
P00342,5.0,12.6021,0.03215467328370554,0.09046025408348457,90
P00343,3.0,7.412999999999999,0.13392857142857142,0.39447750000000004,90
P00344,1.0,1.4826,0.054093567251461985,0.08236666666666666,90
P00345,0.0,1.4826,0.0,0.1059,90
P00346,1.0,4.4478,0.018424611223799865,0.09709539836784753,90
P00347,4.0,10.3782,0.029197080291970802,0.08505304281058279,90
P00348,1.0,1.4826,0.08712121212121213,0.12916590909090908,90
P00349,1.0,8.8956,0.045548654244306416,0.3501216923076923,90
P00350,11.0,28.1694,0.04320369657296881,0.1179080108359133,90
P00351,4.0,10.3782,0.039994685091682164,0.110364504883072,90
P00352,8.5,40.0302,0.0487192118226601,0.2699092307692308,90
P00353,0.0,2.2239,0.0,0.036403124999999995,90
P00354,2.0,2.9652,0.08,0.11860799999999999,90
P00355,1.0,1.4826,0.08333333333333333,0.12355,90
P00356,6.0,9.636899999999999,0.042950255180471006,0.06683852459016393,90
P00357,1.0,2.9652,0.125,0.3500583333333333,90
P00358,14.5,34.099799999999995,0.06006310570205094,0.12922963393722506,90
P00359,13.0,42.2541,0.056982529214393146,0.17506654427523063,90
P00360,12.5,37.8063,0.04520426794476777,0.13441021172638434,90
P00361,0.0,2.9652,0.0,0.29652,90
P00362,7.0,7.412999999999999,0.07349537037037038,0.07212803240740742,90
P00363,1.0,4.4478,0.020833333333333332,0.09014107142857142,90
P00364,1.5,11.119499999999999,0.006944444444444444,0.06702337004639303,90
P00365,2.0,4.4478,0.0754985754985755,0.1626213675213675,90
P00366,1.0,1.4826,0.058823529411764705,0.08721176470588235,90
P00367,11.5,22.9803,0.05554516769895992,0.11006583586108594,90
P00368,11.5,22.238999999999997,0.06347194050033807,0.11675934263727661,90
P00369,1.0,1.4826,0.07692307692307693,0.11404615384615385,90
P00370,1.0,1.4826,0.07142857142857142,0.13169615384615385,90
P00371,0.0,1.0,0.0,0.01,90
P00372,0.5,2.2239,0.02,0.10857424242424242,90
P00373,0.0,1.4826,0.0,0.07803157894736841,90
P00374,3.5,21.4977,0.01735294117647059,0.11598571428571429,90
P00375,1.0,2.9652,0.1,0.29652,90
P00376,0.5,5.1891,0.018518518518518517,0.2849848970251716,90
P00377,9.5,28.9107,0.047786040223086024,0.13779290135396519,90
P00378,0.0,1.0,0.0,0.01,90
P00379,8.5,31.1346,0.043114111947221936,0.16346615384615384,90
P00380,0.0,1.4826,0.0,0.19856249999999998,90
P00381,0.0,1.0,0.0,0.01,90
P00382,16.5,66.717,0.024849397590361446,0.11681048463511345,90
P00383,5.0,15.5673,0.020127324564245447,0.07006802692085443,90
P00384,7.0,60.7866,0.028757359166715894,0.2824821095696972,90
P00385,1.0,2.9652,0.021749408983451537,0.06189767375886525,90
P00386,18.0,65.2344,0.0760721789642813,0.3211811320822065,90
P00387,1.0,1.4826,0.06666666666666667,0.09884,90
P00388,0.0,2.9652,0.0,0.37065,90
P00389,0.0,407.715,0.0,1.4826,90
P00390,1.0,8.8956,0.021315192743764172,0.2635733333333333,90
P00391,6.5,17.049899999999997,0.035274621212121215,0.10028926686217007,90
P00392,1.0,1.4826,0.06666666666666667,0.09884,90
P00393,0.0,1.0,0.0,0.01,90
P00394,9.0,20.7564,0.055094225154514086,0.13865443663280905,90
P00395,0.0,1.0,0.0,0.01,90
P00396,3.5,9.636899999999999,0.12007168458781362,0.351588,90
P00397,-1.0,13.343399999999999,-0.0063898415809243835,0.09406381560248347,90
P00398,1.0,2.2239,0.05263157894736842,0.09699758771929824,90
P00399,3.0,5.9304,0.06581319870176704,0.13142855072463766,90
P00400,0.0,11.119499999999999,0.0,0.2056509677419355,90
P00401,1.0,2.9652,0.04880952380952381,0.13682586956521736,90
P00402,9.0,26.686799999999998,0.04648782589959061,0.136503187144583,90
P00403,4.0,10.3782,0.041237113402061855,0.10272089662347487,90
P00404,6.0,19.273799999999998,0.044295521412226216,0.1379080344332855,90
P00405,1.0,1.4826,0.07142857142857142,0.1059,90
P00406,0.0,7.412999999999999,0.0,0.09398438818565401,90
P00407,0.0,1.0,0.0,0.01,90
P00408,0.5,2.2239,0.021739130434782608,0.11459710144927535,90
P00409,8.5,31.875899999999998,0.03315730767890132,0.13730692562293137,90
P00410,1.0,5.9304,0.08712121212121213,0.39080120320855616,90
P00411,1.0,1.4826,0.046536796536796536,0.10058297682709445,90
P00412,9.5,48.1845,0.054058441558441556,0.23334904545454543,90
P00413,6.0,10.3782,0.06737749546279492,0.12383509074410164,90
P00414,6.0,16.3086,0.04232909379968204,0.1114372549019608,90
P00415,0.0,5.9304,0.0,0.10586407734056986,90
P00416,0.0,1.4826,0.0,0.29652,90
P00417,1.0,1.4826,0.05,0.07413,90
P00418,2.0,2.9652,0.07692307692307693,0.11404615384615385,90
P00419,11.5,63.01049999999999,0.018092357081121127,0.11103860759493671,90
P00420,18.5,51.891,0.041611164275856094,0.11687140819277998,90
P00421,0.0,48.1845,0.0,0.45385714285714285,90
P00422,2.0,5.9304,0.025974025974025976,0.08042964782964783,90
P00423,1.0,4.4478,0.043478260869565216,0.1590208064516129,90
P00424,5.0,21.4977,0.03361344537815126,0.12718151633986927,90
P00425,1.0,2.9652,0.04904306220095694,0.16537374401913876,90
P00426,2.0,14.825999999999999,0.00904995904995905,0.06665942417468733,90
P00427,2.0,1.4826,0.1,0.08615986842105262,90
P00428,7.0,17.049899999999997,0.03538324420677362,0.0855296257406435,90
P00429,0.0,1.0,0.0,0.01,90
P00430,1.0,4.4478,0.043478260869565216,0.17850702341137123,90
P00431,1.0,2.9652,0.037037037037037035,0.10884166666666664,90
P00432,-1.0,11.8608,-0.006414473684210526,0.0733713596491228,90
P00433,7.0,14.825999999999999,0.04033624838993967,0.08836688741721854,90
P00434,0.5,3.7064999999999997,0.038461538461538464,0.366576923076923,90
P00435,1.5,3.7064999999999997,0.04772727272727273,0.12371045454545454,90
P00436,1.0,5.9304,0.01639344262295082,0.09782729508196722,90
P00437,1.0,2.9652,0.05263157894736842,0.14489045454545452,90
P00438,3.5,21.4977,0.059027777777777776,0.39102260638297875,90
P00439,0.0,27.428099999999997,7.3517999656916e-05,0.08463875826533325,90
P00440,0.0,1.0,0.0,0.01,90
P00441,1.0,2.9652,0.16666666666666666,0.4138925,90
P00442,3.5,9.636899999999999,0.028304405874499332,0.07557117761486118,90
P00443,1.0,2.9652,0.04083333333333333,0.11190795878136199,90
P00444,0.0,1.4826,0.0,0.185325,90
P00445,2.0,17.049899999999997,0.038926681783824635,0.3400853658536585,90
