product_id,date,category,demand_class,base_daily_demand,annual_growth_rate,noise_std,seasonality_strength,year,month,quarter,week,day_of_week,day_of_month,days_since_start,is_weekend,month_name,weekday_multiplier,day_of_year,annual_seasonality,combined_seasonality,product_trend_multiplier,product_seasonality_multiplier,expected_demand,event_multiplier,event_adjusted_demand,noise_factor,actual,rolling_mean_28,rolling_std_28,rolling_mean_7,rolling_std_7,residual_median,residual_robust_std,residual_pct_median,residual_pct_robust_std,historical_residual_count,current_baseline,current_residual,current_deviation_pct,current_z_score,abs_z_score,anomaly_direction,anomaly_severity,is_anomaly,recommended_action,business_impact_score,severity_weight,priority_score,priority_rank
P00891,2026-12-31,Office Supplies,Intermittent,206.71,0.0222266931855659,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0448844788904117,1.006,217.2839990552256,1.0,217.2839990552256,0.9524053311897396,207,77.39285714285714,106.47738041331846,30.0,79.37253933193794,0.0,14.825999999999999,0.0,0.07497249393436342,90,77.39285714285714,129.60714285714286,1.674665436086756,8.741882021930586,8.741882021930586,Demand Spike,Critical,True,Immediate supply review; assess stockout exposure,46.66012818031085,4,186.6405127212434,11
P01007,2026-12-31,Office Supplies,Intermittent,108.39,0.0192276564517852,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0387708127922033,1.006,113.2679226089382,1.0,113.2679226089382,1.0252636029644635,116,31.642857142857142,51.26995675450164,15.714285714285714,41.57609203101508,0.0,10.3782,0.0,0.09225583072100312,90,31.642857142857142,84.35714285714286,2.6659142212189617,8.12830190756999,8.12830190756999,Demand Spike,Critical,True,Immediate supply review; assess stockout exposure,38.70838747839669,4,154.83354991358675,12
P00882,2026-12-31,Office Supplies,Intermittent,83.41,0.0171892743598728,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.034625708214831,1.006,86.81591910413223,1.0,86.81591910413223,0.9299285003818248,81,10.75,26.833678396677108,32.142857142857146,40.14319606703224,0.0,11.119499999999999,0.0,0.13833404983570646,90,10.75,70.25,6.534883720930233,6.317730113764109,6.317730113764109,Demand Spike,Critical,True,Immediate supply review; assess stockout exposure,27.840462891345283,4,111.36185156538113,13
P01633,2026-12-31,Office Supplies,Intermittent,321.4,0.0164911724487218,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0332080016914489,1.006,334.06549005409346,1.0,334.06549005409346,1.1098808350282952,371,168.35714285714286,172.7310506915764,94.57142857142857,162.56471238951514,0.0,48.1845,0.0,0.16090219787546112,90,168.35714285714286,202.64285714285714,1.2036487059821808,4.2055610651320885,4.2055610651320885,Demand Spike,Critical,True,Immediate supply review; assess stockout exposure,24.892269542180745,4,99.56907816872298,14
P01458,2026-12-31,Office Supplies,Intermittent,197.1,0.0176513385777246,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.035564602843119,1.006,205.33444191970105,1.0,205.33444191970105,1.1298149733146112,232,68.0,93.3563463692074,80.71428571428571,100.77816278955532,0.0,37.8063,0.0,0.18928267816954233,90,68.0,164.0,2.411764705882353,4.337901355065161,4.337901355065161,Demand Spike,Critical,True,Immediate supply review; assess stockout exposure,23.64606709423495,4,94.5842683769398,15
P01591,2026-12-31,Office Supplies,Intermittent,467.83,0.0192436151324369,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0388032978450417,1.006,488.8992469118309,1.0,488.8992469118309,1.031547408281494,504,131.21428571428572,232.7981731414348,151.28571428571428,258.40582700196876,0.0,100.07549999999999,0.0,0.2243573122529644,90,131.21428571428572,372.7857142857143,2.8410451823625475,3.7250447340829105,3.7250447340829105,Demand Spike,High,True,Review replenishment and near-term inventory position,23.18675859896357,3,69.56027579689072,16
P00724,2026-12-31,Office Supplies,Intermittent,392.76,0.0241120649290059,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.04873706130899,1.006,414.3733800089172,1.0,414.3733800089172,0.8082078490565914,335,130.28571428571428,194.24075499099285,229.85714285714286,215.60722666570388,0.0,55.5975,0.0,0.14521706555957276,90,130.28571428571428,204.71428571428572,1.5712719298245617,3.6820771745903276,3.6820771745903276,Demand Spike,High,True,Review replenishment and near-term inventory position,21.419052224155177,3,64.25715667246553,17
P00039,2026-12-31,Office Supplies,Intermittent,471.76,0.0184233026512156,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0371341493250883,1.006,492.21407672331736,1.0,492.21407672331736,1.0771511528206137,530,133.71428571428572,216.49169980545696,147.28571428571428,252.2371333261054,0.0,119.3493,0.0,0.2634765990107453,90,133.71428571428572,396.2857142857143,2.9636752136752134,3.3203857440782163,3.3203857440782163,Demand Spike,High,True,Review replenishment and near-term inventory position,20.834630362815147,3,62.50389108844544,18
P01099,2026-12-31,Office Supplies,Intermittent,246.53,0.0279584473566753,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0566187418389463,1.006,262.0511477361088,1.0,262.0511477361088,0.9434030063363088,247,73.67857142857143,119.16967473170932,33.142857142857146,87.68775773814086,0.0,48.1845,0.0,0.21691448863636362,90,73.67857142857143,173.32142857142856,2.3523994183228307,3.597036984329578,3.597036984329578,Demand Spike,High,True,Review replenishment and near-term inventory position,19.832007110421294,3,59.49602133126388,19
P00414,2026-12-31,Personal Care,Trending,118.69,0.2146875776246572,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.4746799321621429,1.0140000000000002,177.4801778044013,1.0,177.4801778044013,1.3154413433509096,233,172.21428571428572,22.846277179278363,173.42857142857142,24.703961509962774,6.0,16.3086,0.04232909379968204,0.1114372549019608,90,172.21428571428572,60.78571428571428,0.3529655744504354,3.3593143670035617,3.3593143670035617,Demand Spike,High,True,Review replenishment and near-term inventory position,18.326138599439023,3,54.97841579831707,20
P01060,2026-12-31,Personal Care,Seasonal,107.22,0.0441258194827555,0.06,1.0,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0900697625393525,1.0200000000000002,119.21482553825876,1.0,119.21482553825876,1.2388717073344988,148,110.25,17.272596579338828,118.28571428571429,13.511899517515758,3.5,9.636899999999999,0.0395010395010395,0.0963342662984454,90,110.25,37.75,0.3424036281179138,3.554047463395906,3.554047463395906,Demand Spike,High,True,Review replenishment and near-term inventory position,17.784262675614773,3,53.35278802684432,21
P00400,2026-12-31,Office Supplies,Intermittent,53.03,0.0254542874084682,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0514840826294354,1.006,56.09476210724999,1.0,56.09476210724999,1.1760719982960766,66,26.035714285714285,28.743414244551083,17.285714285714285,29.836857998758813,0.0,11.119499999999999,0.0,0.2056509677419355,90,26.035714285714285,39.964285714285715,1.5349794238683128,3.594072189782429,3.594072189782429,Demand Spike,High,True,Review replenishment and near-term inventory position,15.111968809936506,3,45.33590642980952,22
P01000,2026-12-31,Home Appliances,Volatile,27.03,0.0115014432394889,0.2,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0231031143592897,1.0100000000000002,27.931021952942924,1.0,27.931021952942924,1.9157995991216747,54,27.107142857142858,5.586619502017102,26.428571428571427,8.223080178318076,-1.0,8.8956,-0.03229166666666666,0.303509821985447,90,27.107142857142858,26.892857142857142,0.992094861660079,3.1355790663763146,3.1355790663763146,Demand Spike,High,True,Review replenishment and near-term inventory position,12.565310047610055,3,37.695930142830164,23
P01206,2026-12-31,Office Supplies,Trending,283.42,0.2540814835615586,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.5717451376605875,1.0140000000000002,451.7005030125845,1.0,451.7005030125845,1.1717172781502507,529,426.2857142857143,48.82307980548784,449.14285714285717,45.18638648763141,0.5,35.5824,0.0015015015015015015,0.09459477124183006,90,426.2857142857143,102.71428571428572,0.24095174262734587,2.872607966699428,2.872607966699428,Demand Spike,Moderate,True,Monitor demand deviation,18.01951646313018,2,36.03903292626036,24
P01385,2026-12-31,Office Supplies,Trending,414.63,0.2313473329082584,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.5153520124662971,1.0140000000000002,637.1067505979055,1.0,637.1067505979055,1.2109771381896526,772,599.25,63.784721844190265,605.8571428571429,74.66911135453768,21.0,59.303999999999995,0.03877865178042798,0.11423980824561228,90,599.25,172.75,0.2882770129328327,2.558849318764333,2.558849318764333,Demand Spike,Moderate,True,Monitor demand deviation,17.017062013070642,2,34.034124026141285,25
P00624,2026-12-31,Personal Care,Seasonal,138.35,0.0226784477786532,0.06,1.0,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0458069525882527,1.0200000000000002,147.5811397283965,1.0,147.5811397283965,1.1686354002806054,172,137.32142857142858,21.411408470682066,143.42857142857142,17.84990329438892,3.5,11.119499999999999,0.035508142650999795,0.08661526091018283,90,137.32142857142858,34.678571428571416,0.2525357607282184,2.8039544429669876,2.8039544429669876,Demand Spike,Moderate,True,Monitor demand deviation,14.44959486229648,2,28.89918972459296,26
P01785,2026-12-31,Office Supplies,Stable,313.79,0.0063741568882313,0.05,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0127713131541958,1.0100000000000002,320.9754854582017,1.0,320.9754854582017,1.1241689613673145,361,306.82142857142856,28.496983039052914,305.7142857142857,29.86477459993146,7.0,19.273799999999998,0.02374360167519777,0.06725100222862546,90,306.82142857142856,54.178571428571445,0.17658014200907934,2.4478084979906116,2.4478084979906116,Demand Spike,Moderate,True,Monitor demand deviation,14.421616768844322,2,28.843233537688644,27
P00267,2026-12-31,Office Supplies,Intermittent,266.94,0.0197015740995268,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.039735722696176,1.006,279.21233613941627,1.0,279.21233613941627,0.90621217507546,253,98.57142857142857,135.60821251527236,44.0,116.41305768684221,0.0,61.527899999999995,0.0,0.22652816161129835,90,98.57142857142857,154.42857142857144,1.5666666666666669,2.5098950464516334,2.5098950464516334,Demand Spike,Moderate,True,Monitor demand deviation,13.898127847336712,2,27.796255694673423,28
P00887,2026-12-31,Office Supplies,Trending,269.57,0.2305492215703749,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.5133909532098524,1.0140000000000002,413.6763064463749,1.0,413.6763064463749,1.1640283888457723,482,376.2857142857143,48.23619137877771,370.0,34.34627587769349,9.0,44.477999999999994,0.026322390900047576,0.12351860929810107,90,376.2857142857143,105.71428571428572,0.28094153378891423,2.174429734122167,2.174429734122167,Demand Spike,Moderate,True,Monitor demand deviation,13.438011969072328,2,26.876023938144655,29
P00164,2026-12-31,Personal Care,Trending,89.34,0.2071549368149516,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.4564716024422784,1.0140000000000002,131.9428693836639,1.0,131.9428693836639,1.2150742922333495,160,123.67857142857143,14.966762116569134,129.14285714285714,17.73347654793597,5.5,11.8608,0.053790165098526535,0.11748281249999999,90,123.67857142857143,36.32142857142857,0.29367600346520356,2.5985960956620606,2.5985960956620606,Demand Spike,Moderate,True,Monitor demand deviation,13.204517543328778,2,26.409035086657557,30
P01946,2026-12-31,Personal Care,Seasonal,278.22,0.0275903584662414,0.06,1.0,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.055863210341771,1.0200000000000002,299.6375076289134,1.0,299.6375076289134,1.1329717371239971,339,278.5357142857143,40.73262605574063,292.2857142857143,45.58769675294087,5.5,24.462899999999998,0.02180524701153073,0.09474489695946389,90,278.5357142857143,60.46428571428572,0.2170791127067573,2.246842594879827,2.246842594879827,Demand Spike,Moderate,True,Monitor demand deviation,13.096723296884715,2,26.19344659376943,31
P00148,2026-12-31,Personal Care,Stable,290.75,0.0001071609291544,0.05,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0002140397030368,1.0100000000000002,293.7203543640946,1.0,293.7203543640946,1.0982943598982402,323,281.5357142857143,21.622145956568634,284.42857142857144,22.240032545369097,5.0,16.3086,0.018655811536462844,0.06133172819227111,90,281.5357142857143,41.46428571428572,0.14727895471267288,2.235893069563649,2.235893069563649,Demand Spike,Moderate,True,Monitor demand deviation,12.92512436388507,2,25.85024872777014,32
P01916,2026-12-31,Office Supplies,Intermittent,416.7,0.0222070938202737,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0448444665845626,1.006,437.99900936114193,1.0,437.99900936114193,0.9168265682728032,402,132.60714285714286,198.10646955721396,233.0,221.2381823585914,-11.5,134.9166,-0.02595184194278658,0.31594603326660997,90,132.60714285714286,269.3928571428571,2.0315109076218687,2.0819740279762247,2.0819740279762247,Demand Spike,Moderate,True,Monitor demand deviation,12.489630117449979,2,24.979260234899957,33
P00339,2026-12-31,Personal Care,Seasonal,275.31,0.0211260743630987,0.06,1.0,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0426387390781755,1.0200000000000002,292.78984868072484,1.0,292.78984868072484,1.141551524474647,334,276.57142857142856,41.00625839446077,286.7142857142857,43.85853883306414,10.0,22.238999999999997,0.03752464094621233,0.09542852781556056,90,276.57142857142856,57.428571428571445,0.2076446280991736,2.132675544249807,2.132675544249807,Demand Spike,Moderate,True,Monitor demand deviation,12.399653996299442,2,24.799307992598884,34
P01305,2026-12-31,Office Supplies,Intermittent,262.57,0.0209060519450916,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.042190087267363,1.006,275.28973832107425,1.0,275.28973832107425,0.9012690943193836,248,102.67857142857143,130.87201935377723,112.28571428571429,141.47639883942284,0.0,68.19959999999999,0.0,0.26575438839925586,90,102.67857142857143,145.32142857142856,1.4153043478260867,2.1308252331601443,2.1308252331601443,Demand Spike,Moderate,True,Monitor demand deviation,11.756727854559523,2,23.513455709119047,35
P00687,2026-12-31,Personal Care,Seasonal,237.51,0.0357419034204849,0.06,1.0,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0726580811793291,1.0200000000000002,259.86236127812055,1.0,259.86236127812055,1.121163545982739,291,240.0,32.208809468954854,244.57142857142858,37.07585531877879,5.0,22.238999999999997,0.024396273807875637,0.11273874496714524,90,240.0,51.0,0.2125,2.068438329061559,2.068438329061559,Demand Spike,Moderate,True,Monitor demand deviation,11.742015149257655,2,23.48403029851531,36
P00170,2026-12-31,Personal Care,Trending,167.31,0.2181785886376483,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.4831569088138958,1.0140000000000002,251.6210401674441,1.0,251.6210401674441,1.1638344532347105,293,237.64285714285714,32.6691770982241,244.85714285714286,47.42512896284978,9.5,22.238999999999997,0.04860947904426165,0.10884477145408784,90,237.64285714285714,55.35714285714286,0.23294259092275324,2.0620146075427344,2.0620146075427344,Demand Spike,Moderate,True,Monitor demand deviation,11.719624503386697,2,23.439249006773395,37
P00759,2026-12-31,Accessories,Volatile,126.47,0.1234731457627394,0.2,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.26178936912561,1.0100000000000002,161.1742865284491,1.0,161.1742865284491,1.6553354588614673,267,158.60714285714286,36.98181663878575,150.0,18.645821694596474,9.0,47.4432,0.06261626756382348,0.3249534246575342,90,158.60714285714286,108.39285714285714,0.683404638594911,2.0949863656510765,2.0949863656510765,Demand Spike,Moderate,True,Monitor demand deviation,11.713041494702926,2,23.426082989405852,38
P01016,2026-12-31,Accessories,Trending,141.97,0.2850496634831331,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.6502183564165631,1.0140000000000002,237.56144106130597,1.0,237.56144106130597,1.234740864307616,293,218.53571428571428,24.011543740548063,222.57142857142858,28.663897983683807,10.5,31.1346,0.051674960553465224,0.15229186373006925,90,218.53571428571428,74.46428571428572,0.34074195129923196,2.054443792895548,2.054443792895548,Demand Spike,Moderate,True,Monitor demand deviation,11.676595174435676,2,23.35319034887135,39
P00413,2026-12-31,Accessories,Trending,59.41,0.2901214293875112,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.6632521007995782,1.0140000000000002,100.197200610822,1.0,100.197200610822,1.2286679379965015,123,93.10714285714286,9.818121136220741,95.85714285714286,10.318730080595873,6.0,10.3782,0.06737749546279492,0.12383509074410164,90,93.10714285714286,29.89285714285714,0.3210586881472957,2.3022159086216436,2.3022159086216436,Demand Spike,Moderate,True,Monitor demand deviation,11.09732890437156,2,22.19465780874312,40
P01715,2026-12-31,Electronics,Trending,24.94,0.1116327591010951,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.2353691501888489,1.0140000000000002,31.241448098189835,1.0,31.241448098189835,1.2583383988211354,39,29.25,3.1928740101112965,30.571428571428573,4.237025012008004,1.0,2.9652,0.039230769230769236,0.13558532517482516,90,29.25,9.75,0.3333333333333333,2.950897072710104,2.950897072710104,Demand Spike,Moderate,True,Monitor demand deviation,10.885503582725262,2,21.771007165450524,41
P00825,2026-12-31,Personal Care,Seasonal,86.73,0.0306093404406884,0.06,1.0,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0620678786234377,1.0200000000000002,93.955410055271,1.0,93.955410055271,1.106574075737484,104,88.14285714285714,14.723914248380078,93.42857142857143,18.374412851001498,2.0,5.9304,0.02381289865343728,0.09513591781379771,90,88.14285714285714,15.857142857142861,0.17990275526742308,2.3366287024724914,2.3366287024724914,Demand Spike,Moderate,True,Monitor demand deviation,10.874577334346995,2,21.74915466869399,42
P00073,2026-12-31,Electronics,Volatile,27.95,-0.0986194707190994,0.2,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,0.812718011163225,1.0100000000000002,22.942623096132262,1.0,22.942623096132262,1.8844726067065836,43,22.107142857142858,4.954154902064645,21.142857142857142,3.804758924845159,0.0,7.412999999999999,0.0,0.30780991379310346,90,22.107142857142858,20.892857142857142,0.9450726978998384,2.8184078163843442,2.8184078163843442,Demand Spike,Moderate,True,Monitor demand deviation,10.665389642915837,2,21.330779285831674,43
P01687,2026-12-31,Accessories,Trending,106.73,0.2845514381026788,0.08,0.7,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.6489407471726534,1.0140000000000002,178.45532618897766,1.0,178.45532618897766,0.8394998005788471,150,171.25,16.82728164046144,179.42857142857142,18.581865199321346,12.0,16.3086,0.07742257742257742,0.11032507122507121,90,171.25,-21.25,-0.12408759124087591,-2.0388016138724354,2.0388016138724354,Demand Drop,Moderate,True,Monitor demand deviation,10.229238228547898,2,20.458476457095795,44
P00803,2026-12-31,Personal Care,Stable,139.71,0.0030515344066725,0.05,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0061039820485398,1.0100000000000002,141.96841520532155,1.0,141.96841520532155,1.0627987119633309,151,135.46428571428572,11.729930513061719,137.71428571428572,13.325592991361697,0.5,7.412999999999999,0.0032679738562091504,0.05691620820990266,90,135.46428571428572,15.535714285714278,0.11468494595307138,2.0282900695689032,2.0282900695689032,Demand Spike,Moderate,True,Monitor demand deviation,10.189886971133152,2,20.379773942266304,45
P01787,2026-12-31,Personal Care,Stable,31.22,0.0054667872866882,0.05,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.0109483599827676,1.0100000000000002,31.87742587664863,1.0,31.87742587664863,1.106648440441223,35,30.785714285714285,2.250220447754277,31.285714285714285,1.9760470401187387,0.0,1.4826,0.0,0.055967094017094016,90,30.785714285714285,4.214285714285715,0.13689095127610212,2.8424967720799375,2.8424967720799375,Demand Spike,Moderate,True,Monitor demand deviation,10.186141015248817,2,20.372282030497633,46
P01271,2026-12-31,Office Supplies,Intermittent,54.6,0.0194981886126542,0.1,0.3,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.039321569226363,1.006,57.08743942583799,1.0,57.08743942583799,0.8555993456964577,49,15.571428571428571,25.30031264838083,39.714285714285715,27.530070139844568,0.0,13.343399999999999,0.0,0.22641949956859359,90,15.571428571428571,33.42857142857143,2.146788990825688,2.5052513923416395,2.5052513923416395,Demand Spike,Moderate,True,Monitor demand deviation,9.800601081221387,2,19.601202162442775,47
P01323,2026-12-31,Accessories,Volatile,54.12,0.1179458916480504,0.2,0.5,2026,12,4,53,3,31,729,False,December,1.02,365,1.0000000000000002,1.0200000000000002,1.2494213098637668,1.0100000000000002,68.29486810272533,1.0,68.29486810272533,1.7177429264024613,117,68.35714285714286,18.746287110339505,73.85714285714286,12.58873267951116,0.0,23.7216,0.0,0.3559637649138312,90,68.35714285714286,48.64285714285714,0.7115987460815046,2.0505723535873273,2.0505723535873273,Demand Spike,Moderate,True,Monitor demand deviation,9.782633998613433,2,19.565267997226865,48
