product_id,model_version,demand_class,selected_model,simulations,optimized_reorder_point,mean_simulated_lead_time,mean_lead_time_demand,p50_lead_time_demand,p90_lead_time_demand,p95_lead_time_demand,p99_lead_time_demand,stockout_probability,expected_shortage_units,shortage_units_p95,policy_robustness,simulated_at_utc
P01991,4f1203a5f281a3f8,Intermittent,Naive,5000,406.0,18.4186,644.038755,637.24297,871.894643,928.336496,1031.882329,0.9278,241.975111,522.336496,Fragile,2026-08-28T10:58:41.807024+00:00
P00759,a1b4607d93eec97c,Volatile,Naive,5000,2766.0,15.0368,4014.045913,4023.846441,5194.19474,5336.974249,5552.246204,0.9194,1258.225664,2570.974249,Fragile,2026-08-28T10:58:41.807024+00:00
P01860,d19b10a0cd6f902e,Intermittent,Naive,5000,5306.0,18.5244,8114.621248,8046.829956,11050.721484,11838.469519,13168.771341,0.8974,2880.6805,6532.469519,Fragile,2026-08-28T10:58:41.807024+00:00
P01271,e3448b027fd51490,Intermittent,Naive,5000,602.0,18.5202,905.674391,894.490324,1233.400015,1313.134406,1445.560436,0.8922,312.505823,711.134406,Fragile,2026-08-28T10:58:41.807024+00:00
P01177,20ec50ccc812f078,Intermittent,Naive,5000,2504.0,18.4974,3709.367414,3657.169946,5033.595103,5347.399822,5933.920604,0.8864,1243.172689,2843.399822,Fragile,2026-08-28T10:58:41.807024+00:00
P01424,82130bbede903c53,Volatile,Naive,5000,424.0,15.0568,572.710846,574.314247,737.475404,762.983915,799.51841,0.8556,153.690081,338.983915,Fragile,2026-08-28T10:58:41.807024+00:00
P00648,26109c17bb7c0dd3,Intermittent,Naive,5000,5408.0,18.5012,7576.29894,7492.72648,10228.984852,10992.442503,12171.513656,0.848,2282.586794,5584.442503,Fragile,2026-08-28T10:58:41.807024+00:00
P01862,329c8db9ffd3ae87,Intermittent,Naive,5000,1396.0,18.4058,1786.341407,1756.529474,2479.961629,2661.276562,3028.886118,0.7628,451.607541,1265.276562,Fragile,2026-08-28T10:58:41.807024+00:00
P00857,6b43d090b3a8402e,Volatile,Naive,5000,62.0,14.9294,74.673705,74.312559,97.045608,100.780949,106.366169,0.7254,14.734724,38.780949,Fragile,2026-08-28T10:58:41.807024+00:00
P00676,d48ad13a84ffd466,Trending,Naive,5000,438.0,8.5534,487.919555,490.998027,666.89452,692.492658,718.15674,0.6172,84.994701,254.492658,Fragile,2026-08-28T10:58:41.807024+00:00
P00365,26331e6d38024bf7,Trending,HoltWinters7,5000,282.0,8.5478,309.194208,309.607764,425.307862,438.578271,454.798815,0.5968,51.031124,156.578271,Fragile,2026-08-28T10:58:41.807024+00:00
P00489,e259c2d88953e549,Trending,HoltWinters7,5000,720.0,8.5298,762.303639,765.833913,1044.567161,1085.20442,1132.22758,0.566,112.5805,365.20442,Fragile,2026-08-28T10:58:41.807024+00:00
P00035,5c0dbbd00cb944b4,Volatile,Naive,5000,2695.0,14.9354,2836.316937,2819.766286,3672.445145,3807.288599,3989.519617,0.564,338.915473,1112.288599,Fragile,2026-08-28T10:58:41.807024+00:00
P01368,95f78bd3f1224b97,Trending,Naive,5000,1977.0,8.5484,2086.023952,2102.753803,2855.178241,2956.737689,3086.757429,0.5588,302.641987,979.737689,Fragile,2026-08-28T10:58:41.807024+00:00
P00689,4480dfcda7dbb630,Trending,HoltWinters7,5000,4388.0,8.491,4630.630939,4641.826119,6387.358217,6581.715243,6778.693694,0.5536,666.037461,2193.715243,Fragile,2026-08-28T10:58:41.807024+00:00
P00413,8a16574cd6a2c676,Trending,HoltWinters7,5000,852.0,8.5134,897.497957,893.989855,1233.991893,1278.964606,1336.880153,0.553,129.527901,426.964606,Fragile,2026-08-28T10:58:41.807024+00:00
P01121,1bf308efc6c1d1b8,Trending,HoltWinters7,5000,364.0,8.4894,382.374789,379.618192,525.967915,544.201761,565.07223,0.55,54.296558,180.201761,Fragile,2026-08-28T10:58:41.807024+00:00
P01025,a35e2065daec2032,Trending,HoltWinters7,5000,3062.0,8.4744,3218.739258,3206.252977,4440.716241,4601.821564,4781.039609,0.5472,463.154754,1539.821564,Fragile,2026-08-28T10:58:41.807024+00:00
P01699,79bdc74577973e84,Trending,HoltWinters7,5000,1876.0,8.5168,1958.615465,1964.102088,2694.82454,2789.317206,2897.08306,0.5452,272.905165,913.317206,Fragile,2026-08-28T10:58:41.807024+00:00
P01903,81c793dd7e7b4245,Trending,HoltWinters7,5000,5421.0,8.5414,5683.726962,5739.625064,7853.602134,8048.652272,8260.147628,0.543,811.915912,2627.652272,Fragile,2026-08-28T10:58:41.807024+00:00
P00837,02a37cc83f246eff,Trending,HoltWinters7,5000,1256.0,8.439,1316.91954,1303.881541,1817.44952,1888.325154,1983.695871,0.5422,189.541239,632.325154,Fragile,2026-08-28T10:58:41.807024+00:00
P01016,22f50af000500887,Trending,HoltWinters7,5000,2043.0,8.6096,2100.021333,2125.962765,2857.204544,2959.56519,3079.012106,0.5374,273.87325,916.56519,Fragile,2026-08-28T10:58:41.807024+00:00
P01137,932dfb5f322e608a,Trending,HoltWinters7,5000,2666.0,8.5204,2761.674708,2770.52965,3808.958181,3935.728434,4081.01616,0.537,380.579758,1269.728434,Fragile,2026-08-28T10:58:41.807024+00:00
P00500,72239d27a771f615,Trending,HoltWinters7,5000,1734.0,8.467,1808.211737,1799.589525,2500.683328,2586.114091,2685.105486,0.537,254.048223,852.114091,Fragile,2026-08-28T10:58:41.807024+00:00
P00274,01a2e846cbe89010,Trending,HoltWinters7,5000,2575.0,8.4558,2677.091716,2661.432084,3697.274469,3830.324805,4004.443635,0.536,372.188759,1255.324805,Fragile,2026-08-28T10:58:41.807024+00:00
P01129,77d81a149b9b424c,Volatile,Naive,5000,308.0,14.994,314.477317,315.290172,406.665112,420.034776,438.831533,0.5336,32.605847,112.034776,Fragile,2026-08-28T10:58:41.807024+00:00
P01554,8039378c3b21fa46,Trending,HoltWinters7,5000,1231.0,8.484,1279.176851,1271.897803,1763.783202,1827.579548,1914.625432,0.532,176.417069,596.579548,Fragile,2026-08-28T10:58:41.807024+00:00
P00241,57621c83356077f8,Trending,HoltWinters7,5000,2936.0,8.4734,3046.219158,3022.06301,4203.265004,4350.826032,4509.386707,0.5304,416.82935,1414.826032,Fragile,2026-08-28T10:58:41.807024+00:00
P00409,eb3c17625315a193,Trending,HoltWinters7,5000,2279.0,8.5134,2344.35416,2344.488636,3222.621824,3331.815546,3457.01144,0.5252,308.193176,1052.815546,Fragile,2026-08-28T10:58:41.807024+00:00
P00708,4d96acb539fed528,Trending,HoltWinters7,5000,165.0,8.5248,169.042116,170.305444,231.894347,239.625521,249.567515,0.5244,22.03544,74.625521,Fragile,2026-08-28T10:58:41.807024+00:00
P01441,b91a2be3d091d3a3,Trending,HoltWinters7,5000,2404.0,8.496,2462.625838,2463.783763,3395.73611,3515.345734,3657.684881,0.5232,321.086232,1111.345734,Fragile,2026-08-28T10:58:41.807024+00:00
P00906,e79008c971af3927,Trending,HoltWinters7,5000,718.0,8.515,733.923468,736.236179,1007.674715,1045.581637,1083.551581,0.5228,94.304421,327.581637,Fragile,2026-08-28T10:58:41.807024+00:00
P00479,12f8bc12d1b64e57,Trending,HoltWinters7,5000,467.0,8.516,479.15941,480.937,661.14871,682.48483,703.340185,0.5216,62.850405,215.48483,Fragile,2026-08-28T10:58:41.807024+00:00
P00309,f0f2dbf3eab1ad11,Trending,HoltWinters7,5000,2077.0,8.5486,2126.818391,2161.53151,2928.014497,3000.057233,3076.737523,0.521,269.820543,923.057233,Fragile,2026-08-28T10:58:41.807024+00:00
P01488,9bd2c2caef27b4a5,Trending,HoltWinters7,5000,974.0,8.5424,999.619069,1002.810483,1373.957593,1410.712134,1454.403042,0.5208,130.046887,436.712134,Fragile,2026-08-28T10:58:41.807024+00:00
P01870,2bfd085b354557aa,Trending,HoltWinters7,5000,3082.0,8.5632,3120.809353,3172.517435,4295.516465,4412.932829,4531.681851,0.518,389.757615,1330.932829,Fragile,2026-08-28T10:58:41.807024+00:00
P01979,e1cef7b2030bbca0,Trending,HoltWinters7,5000,3329.0,8.4868,3401.465405,3388.196199,4685.653665,4850.258607,5052.243487,0.5168,437.304064,1521.258607,Fragile,2026-08-28T10:58:41.807024+00:00
P00447,7d4b31129afa892a,Trending,HoltWinters7,5000,1886.0,8.4636,1924.275568,1914.277957,2638.892287,2754.007826,2860.222284,0.5162,244.811547,868.007826,Fragile,2026-08-28T10:58:41.807024+00:00
P01125,2e5deb52de031e3c,Trending,HoltWinters7,5000,3289.0,8.4818,3345.868866,3350.211205,4611.938457,4759.421897,4903.1076,0.514,420.441222,1470.421897,Fragile,2026-08-28T10:58:41.807024+00:00
P01027,bf14ec42db357f0a,Trending,HoltWinters7,5000,3478.0,8.5312,3510.488964,3523.026318,4819.932427,4983.18355,5194.224773,0.51,436.287694,1505.18355,Fragile,2026-08-28T10:58:41.807024+00:00
P01874,879c5ec4cf5f409c,Trending,HoltWinters7,5000,790.0,8.5358,797.03122,799.968097,1092.919595,1132.642479,1172.44234,0.51,96.252722,342.642479,Fragile,2026-08-28T10:58:41.807024+00:00
P00271,329605cc10b5a8a7,Trending,HoltWinters7,5000,589.0,8.4952,600.737091,595.583978,832.035081,861.352194,895.760204,0.5078,77.572353,272.352194,Fragile,2026-08-28T10:58:41.807024+00:00
P00743,580bf9db433eeda2,Trending,HoltWinters7,5000,6596.0,8.5554,6624.037022,6676.603126,9129.743904,9338.423152,9605.122844,0.507,792.121036,2742.423152,Fragile,2026-08-28T10:58:41.807024+00:00
P00155,7d131d5884537695,Trending,HoltWinters7,5000,2636.0,8.5564,2643.856958,2652.04917,3621.981466,3753.560521,3909.746524,0.507,316.760958,1117.560521,Fragile,2026-08-28T10:58:41.807024+00:00
P00720,1040fa6019ff4ff8,Trending,HoltWinters7,5000,5611.0,8.4878,5639.025856,5708.178228,7793.184023,8027.297948,8258.014034,0.506,683.092469,2416.297948,Fragile,2026-08-28T10:58:41.807024+00:00
P01675,340a2d046d931d7a,Trending,HoltWinters7,5000,2294.0,8.4704,2342.448481,2306.858557,3259.930812,3338.94064,3419.554895,0.505,301.737465,1044.94064,Fragile,2026-08-28T10:58:41.807024+00:00
P01665,1076b62796e951ee,Trending,HoltWinters7,5000,1063.0,8.4726,1064.691545,1066.518635,1469.243054,1519.843103,1586.517193,0.5042,126.907907,456.843103,Fragile,2026-08-28T10:58:41.807024+00:00
P01896,e625ba0fb8ee0a06,Trending,HoltWinters7,5000,5145.0,8.5224,5142.592966,5191.493652,7094.106183,7307.223662,7514.865017,0.504,599.941758,2162.223662,Fragile,2026-08-28T10:58:41.807024+00:00
P00420,d2ffd437491aa753,Trending,HoltWinters7,5000,4460.0,8.5218,4508.906241,4514.758368,6256.71452,6398.027808,6552.693153,0.504,559.056696,1938.027808,Fragile,2026-08-28T10:58:41.807024+00:00
P01786,d4e8f14f8082305b,Trending,HoltWinters7,5000,1819.0,8.5634,1829.57315,1827.398086,2507.57779,2594.49434,2694.167087,0.504,217.468716,775.49434,Fragile,2026-08-28T10:58:41.807024+00:00
P00779,8e871ee04b01f65d,Trending,HoltWinters7,5000,3898.0,8.537,3948.9625,3930.354757,5449.530325,5582.402632,5736.806478,0.5034,488.19887,1684.402632,Fragile,2026-08-28T10:58:41.807024+00:00
P01329,717a0c08ad99f4ed,Trending,HoltWinters7,5000,2863.0,8.5064,2893.962515,2891.062591,4010.109309,4100.845605,4201.726031,0.503,359.455302,1237.845605,Fragile,2026-08-28T10:58:41.807024+00:00
P00138,7c4e5414a656b44e,Trending,HoltWinters7,5000,2587.0,8.555,2575.964136,2602.095045,3529.271214,3632.928313,3738.285192,0.5028,295.487258,1045.928313,Fragile,2026-08-28T10:58:41.807024+00:00
P01420,16098d2da553feac,Trending,HoltWinters7,5000,1162.0,8.5288,1151.780157,1165.754571,1573.947427,1630.525105,1706.693161,0.5026,129.330879,468.525105,Fragile,2026-08-28T10:58:41.807024+00:00
P00807,95361a284d28911a,Trending,HoltWinters7,5000,508.0,8.5062,509.519094,509.859419,703.013624,724.053795,750.534135,0.5026,60.972509,216.053795,Fragile,2026-08-28T10:58:41.807024+00:00
P00077,e0b63b2d40d3fc4b,Trending,HoltWinters7,5000,2211.0,8.4906,2230.852147,2217.147922,3086.692066,3169.683151,3253.77263,0.502,272.340144,958.683151,Fragile,2026-08-28T10:58:41.807024+00:00
P01383,c483e7448deb2186,Trending,HoltWinters7,5000,1822.0,8.5224,1830.073851,1824.404437,2523.165271,2609.702407,2718.189893,0.5012,222.380852,787.702407,Fragile,2026-08-28T10:58:41.807024+00:00
P01450,c279fff4e1d73f63,Trending,HoltWinters7,5000,866.0,8.5226,874.306538,867.773023,1212.82072,1240.978197,1271.293851,0.5006,107.596895,374.978197,Fragile,2026-08-28T10:58:41.807024+00:00
P01006,4d57924f08de7747,Trending,HoltWinters7,5000,4236.0,8.492,4251.186605,4238.941794,5885.708443,6050.023404,6205.79981,0.5,508.097058,1814.023404,Fragile,2026-08-28T10:58:41.807024+00:00
P01239,d241d3eab0b5f394,Trending,HoltWinters7,5000,1972.0,8.483,1984.439012,1971.900431,2744.432295,2839.732062,2962.327323,0.5,242.332309,867.732062,Fragile,2026-08-28T10:58:41.807024+00:00
P00924,aedcc055907fe8c3,Trending,HoltWinters7,5000,2833.0,8.5404,2781.388656,2826.308275,3850.883429,3935.169967,4022.673747,0.4994,301.847462,1102.169967,Fragile,2026-08-28T10:58:41.807024+00:00
P00127,1bd2ebf882407a0d,Trending,HoltWinters7,5000,2210.0,8.4978,2218.071591,2209.235437,3070.509009,3178.41669,3307.200033,0.4994,268.633205,968.41669,Fragile,2026-08-28T10:58:41.807024+00:00
P00482,3d26bb54ede29077,Trending,HoltWinters7,5000,3113.0,8.5038,3110.698355,3109.723464,4307.356878,4416.041072,4523.286039,0.4992,366.516153,1303.041072,Fragile,2026-08-28T10:58:41.807024+00:00
P01243,1b586d0eb15a06f7,Trending,HoltWinters7,5000,4421.0,8.5238,4432.254894,4406.422669,6101.049138,6281.946959,6475.222632,0.499,527.654822,1860.946959,Fragile,2026-08-28T10:58:41.807024+00:00
P01812,af45de266c3a7ceb,Trending,HoltWinters7,5000,3822.0,8.477,3843.769014,3807.386329,5336.622082,5484.399671,5627.847512,0.4986,465.556458,1662.399671,Fragile,2026-08-28T10:58:41.807024+00:00
P00826,b9aebf9f27b833b6,Trending,HoltWinters7,5000,2875.0,8.5274,2877.255011,2868.831936,3953.682563,4094.097731,4246.77358,0.498,339.65719,1219.097731,Fragile,2026-08-28T10:58:41.807024+00:00
P00399,df166558d4911eb2,Trending,HoltWinters7,5000,520.0,8.5228,511.716081,517.794902,702.825067,723.551587,746.352439,0.4976,55.266289,203.551587,Fragile,2026-08-28T10:58:41.807024+00:00
P00316,7fcee1b22e534a79,Trending,HoltWinters7,5000,4934.0,8.5294,4874.466574,4891.552584,6703.560937,6887.610135,7070.658955,0.4974,539.544284,1953.610135,Fragile,2026-08-28T10:58:41.807024+00:00
P01109,48d34e91dfd3f8d9,Trending,HoltWinters7,5000,4191.0,8.5018,4154.663935,4161.632262,5755.778568,5905.706266,6055.472353,0.4974,481.233764,1714.706266,Fragile,2026-08-28T10:58:41.807024+00:00
P00141,b6b04a8e253909b7,Trending,HoltWinters7,5000,922.0,8.5444,918.49443,918.061186,1263.962854,1300.669985,1350.660354,0.4974,107.111533,378.669985,Fragile,2026-08-28T10:58:41.807024+00:00
P01105,644224406f8d4a24,Trending,HoltWinters7,5000,1596.0,8.4816,1583.689491,1592.587122,2176.101197,2260.920499,2358.693766,0.4972,182.856629,664.920499,Fragile,2026-08-28T10:58:41.807024+00:00
P00518,979f13d0368d19a5,Trending,HoltWinters7,5000,1600.0,8.5122,1595.256646,1594.105438,2197.930859,2274.383146,2361.911557,0.4966,185.09632,674.383146,Fragile,2026-08-28T10:58:41.807024+00:00
P01743,486abc2000c8af17,Trending,HoltWinters7,5000,6440.0,8.4606,6428.165096,6395.695533,8881.149931,9179.312508,9462.821638,0.4958,745.47618,2739.312508,Fragile,2026-08-28T10:58:41.807024+00:00
P01197,6c1ae604ebf56a56,Trending,HoltWinters7,5000,2060.0,8.466,2062.079115,2051.092618,2845.666254,2948.546676,3058.040189,0.4954,246.155,888.546676,Fragile,2026-08-28T10:58:41.807024+00:00
P00338,66fb6ce2a49dd7be,Trending,HoltWinters7,5000,6634.0,8.5402,6534.15634,6569.538682,9018.356796,9245.105104,9518.552522,0.4952,722.826775,2611.105104,Fragile,2026-08-28T10:58:41.807024+00:00
P00649,0adb76f2c9882d3c,Trending,HoltWinters7,5000,5570.0,8.4614,5496.940445,5497.940827,7618.545171,7842.610404,8044.67509,0.495,617.402892,2272.610404,Fragile,2026-08-28T10:58:41.807024+00:00
P00808,8740e41cfb2c24bc,Trending,HoltWinters7,5000,1881.0,8.5374,1861.898076,1872.340104,2547.914563,2644.784932,2756.157955,0.495,209.373588,763.784932,Fragile,2026-08-28T10:58:41.807024+00:00
P01861,1f235eab888dc737,Trending,HoltWinters7,5000,472.0,8.477,469.233211,466.94153,651.362414,668.246441,686.793098,0.4944,53.727163,196.246441,Fragile,2026-08-28T10:58:41.807024+00:00
P01545,a232ea291fe9c4e5,Trending,HoltWinters7,5000,2665.0,8.462,2670.793735,2646.656226,3685.779072,3821.308682,3963.736941,0.4942,321.886085,1156.308682,Fragile,2026-08-28T10:58:41.807024+00:00
P01912,1d3bce6f83e98dfd,Trending,HoltWinters7,5000,500.0,8.4688,498.97533,497.130886,686.911658,713.385406,744.237143,0.494,58.280909,213.385406,Fragile,2026-08-28T10:58:41.807024+00:00
P01772,c688cbfaf9e94d5c,Trending,HoltWinters7,5000,5620.0,8.5282,5565.843202,5563.864813,7730.196756,7917.035273,8122.208263,0.4938,641.878936,2297.035273,Fragile,2026-08-28T10:58:41.807024+00:00
P01440,8c19faa246efac1a,Trending,HoltWinters7,5000,3742.0,8.5002,3701.636158,3707.37727,5139.272232,5265.973123,5403.909588,0.4938,423.855104,1523.973123,Fragile,2026-08-28T10:58:41.807024+00:00
P01585,052d7ba880aac8ca,Trending,HoltWinters7,5000,897.0,8.4828,893.708052,891.893272,1233.17842,1279.492129,1329.269022,0.4934,103.501694,382.492129,Fragile,2026-08-28T10:58:41.807024+00:00
P00541,0831dbb8d06c0ed8,Trending,HoltWinters7,5000,2392.0,8.512,2375.276596,2375.962745,3262.543291,3378.326811,3517.645166,0.4926,268.579661,986.326811,Fragile,2026-08-28T10:58:41.807024+00:00
P01147,7980fc42860e58dd,Trending,HoltWinters7,5000,4053.0,8.4692,4032.049709,3998.015561,5601.734031,5751.493451,5919.06626,0.4924,472.376626,1698.493451,Fragile,2026-08-28T10:58:41.807024+00:00
P00852,e57069236e25fb4f,Trending,HoltWinters7,5000,5397.0,8.4866,5390.320665,5328.114749,7456.793962,7683.543295,7912.454126,0.492,630.541692,2286.543295,Fragile,2026-08-28T10:58:41.807024+00:00
P00877,1691ad2031252112,Trending,HoltWinters7,5000,4612.0,8.501,4557.852164,4510.288886,6315.810799,6478.411522,6640.648712,0.4918,509.604578,1866.411522,Fragile,2026-08-28T10:58:41.807024+00:00
P00212,fdc48c2574bf7c17,Trending,HoltWinters7,5000,1918.0,8.4492,1896.511056,1886.762078,2630.969552,2708.39217,2783.058185,0.4918,216.329938,790.39217,Fragile,2026-08-28T10:58:41.807024+00:00
P00654,5eb8b1ddbcb40fbe,Trending,HoltWinters7,5000,1647.0,8.55,1616.216846,1626.623075,2231.231255,2288.019639,2354.422782,0.4914,172.681079,641.019639,Fragile,2026-08-28T10:58:41.807024+00:00
P01832,5d4567a788beb975,Trending,HoltWinters7,5000,1885.0,8.5436,1855.703276,1867.744562,2548.929194,2623.62282,2703.811939,0.4912,202.609573,738.62282,Fragile,2026-08-28T10:58:41.807024+00:00
P00105,c43bd06293baab47,Trending,HoltWinters7,5000,3436.0,8.5072,3382.306321,3394.775245,4651.464066,4821.44537,5009.509909,0.491,377.878213,1385.44537,Fragile,2026-08-28T10:58:41.807024+00:00
P01206,9107c80244f5961e,Trending,HoltWinters7,5000,3901.0,8.468,3860.395404,3793.348848,5391.371613,5505.140087,5639.900785,0.4908,436.673813,1604.140087,Fragile,2026-08-28T10:58:41.807024+00:00
P00063,89ff6c289328924d,Trending,HoltWinters7,5000,2701.0,8.5156,2672.279421,2681.081387,3663.611768,3808.545996,3965.185983,0.4908,302.087865,1107.545996,Fragile,2026-08-28T10:58:41.807024+00:00
P01245,dff6160a8adf4df4,Trending,HoltWinters7,5000,1659.0,8.506,1620.220863,1634.774733,2237.340565,2294.865515,2359.094928,0.4908,169.977014,635.865515,Fragile,2026-08-28T10:58:41.807024+00:00
P00592,89589e56a3d0b95b,Trending,HoltWinters7,5000,2054.0,8.5136,2003.703778,2029.736362,2754.876247,2833.392829,2914.690877,0.4904,207.159534,779.392829,Fragile,2026-08-28T10:58:41.807024+00:00
P00051,fc6c7d62ab488126,Trending,HoltWinters7,5000,1125.0,8.4956,1120.88039,1116.772454,1542.083992,1602.029061,1662.963054,0.4904,129.887095,477.029061,Fragile,2026-08-28T10:58:41.807024+00:00
P00052,fe9b38012dece4f6,Trending,HoltWinters7,5000,1604.0,8.509,1577.937161,1571.103522,2178.178345,2233.570026,2294.625781,0.4902,171.399125,629.570026,Fragile,2026-08-28T10:58:41.807024+00:00
P01080,0a3c57e02b700296,Trending,HoltWinters7,5000,245.0,8.5348,243.012598,242.738492,333.987996,344.988587,361.681613,0.4902,27.437263,99.988587,Fragile,2026-08-28T10:58:41.807024+00:00
P00183,e4b92cfcd3664ed0,Trending,HoltWinters7,5000,3516.0,8.4934,3503.522516,3482.666672,4819.506031,4994.959921,5202.777455,0.49,407.534876,1478.959921,Fragile,2026-08-28T10:58:41.807024+00:00
P00436,3803b8d048450f04,Trending,HoltWinters7,5000,619.0,8.4966,608.292186,610.487429,839.460794,864.274541,890.142177,0.4898,66.725368,245.274541,Fragile,2026-08-28T10:58:41.807024+00:00
P01385,f496e89f8feae200,Trending,HoltWinters7,5000,5580.0,8.471,5431.432234,5488.508395,7505.15731,7720.140416,7943.737805,0.489,565.779959,2140.140416,Fragile,2026-08-28T10:58:41.807024+00:00
P00991,fada2f87ad2a3cff,Trending,HoltWinters7,5000,4179.0,8.5094,4126.475254,4103.460388,5693.940099,5864.947511,6046.978481,0.489,460.05106,1685.947511,Fragile,2026-08-28T10:58:41.807024+00:00
P01757,c3bd72bf4a6a97aa,Trending,HoltWinters7,5000,2453.0,8.5364,2419.745393,2424.191912,3305.362786,3434.880639,3595.93894,0.4888,267.685317,981.880639,Fragile,2026-08-28T10:58:41.807024+00:00
P00394,da8ff81de73ceebd,Trending,HoltWinters7,5000,1632.0,8.4436,1601.871199,1596.893373,2210.722357,2286.551094,2361.166381,0.4884,172.949076,654.551094,Fragile,2026-08-28T10:58:41.807024+00:00
P00451,51603a910e501ce7,Trending,HoltWinters7,5000,1913.0,8.507,1871.836551,1882.381326,2582.611753,2659.526779,2734.853079,0.488,199.296336,746.526779,Fragile,2026-08-28T10:58:41.807024+00:00
P01464,47f19a09bdef8705,Trending,HoltWinters7,5000,2318.0,8.466,2297.502751,2253.403998,3179.911507,3273.417798,3372.559166,0.4872,255.899028,955.417798,Fragile,2026-08-28T10:58:41.807024+00:00
P00717,1e57f0561b843c2a,Trending,HoltWinters7,5000,1186.0,8.4332,1171.582218,1170.570875,1617.591935,1681.90605,1773.439959,0.487,131.844612,495.90605,Fragile,2026-08-28T10:58:41.807024+00:00
P01019,52c2b4b7d340bc2a,Trending,HoltWinters7,5000,3007.0,8.5006,2978.191575,2966.891088,4086.371045,4239.06264,4435.915186,0.4868,333.980242,1232.06264,Fragile,2026-08-28T10:58:41.807024+00:00
P01666,0a64a2f394ea89ab,Trending,HoltWinters7,5000,319.0,8.5112,315.482689,314.685575,434.458435,449.726041,472.174437,0.4868,35.428806,130.726041,Fragile,2026-08-28T10:58:41.807024+00:00
P00801,7d3b8d8c9183fec8,Trending,HoltWinters7,5000,4181.0,8.5244,4087.969028,4128.074351,5637.39672,5798.390625,5964.427442,0.4866,434.576678,1617.390625,Fragile,2026-08-28T10:58:41.807024+00:00
P00944,7dc1b64d7a31becc,Trending,HoltWinters7,5000,3412.0,8.5354,3369.425638,3365.741486,4602.599025,4774.808718,4991.439019,0.4866,374.128404,1362.808718,Fragile,2026-08-28T10:58:41.807024+00:00
P01215,589eafc8ddc8f810,Trending,HoltWinters7,5000,6164.0,8.4802,6056.96022,6033.835561,8376.308107,8626.82208,8849.39616,0.4862,663.294085,2462.82208,Fragile,2026-08-28T10:58:41.807024+00:00
P01917,ab07fd612b984ee2,Trending,HoltWinters7,5000,1920.0,8.437,1904.38897,1891.368794,2633.292872,2729.296516,2834.52201,0.4862,219.385879,809.296516,Fragile,2026-08-28T10:58:41.807024+00:00
P00414,90db98176f40d130,Trending,HoltWinters7,5000,1581.0,8.4752,1560.860601,1544.883738,2162.252977,2227.226164,2290.562066,0.486,175.934156,646.226164,Fragile,2026-08-28T10:58:41.807024+00:00
P01907,df5be3da0fb7e4ea,Trending,HoltWinters7,5000,2750.0,8.499,2714.417273,2711.946388,3730.694237,3873.917725,4023.880384,0.4858,303.24118,1123.917725,Fragile,2026-08-28T10:58:41.807024+00:00
