scenario,product_id,category,demand_class,fill_rate,stockout_rate,lost_sales,average_inventory,inventory_days,purchase_orders,purchase_quantity,supplier_delay_rate,average_actual_lead_time,average_supplier_delay
Baseline,P00091,Electronics,Trending,0.9682861854623874,0.036986301369863014,250,165.413698630137,15.31802613218318,23,7452,0.043478260869565216,9.652173913043478,0.08695652173913043
Baseline,P00092,Office Supplies,Intermittent,0.9893137126089432,0.005479452054794521,488,1542.8123287671233,24.66283449393422,25,46925,0.04,19.72,0.2
Baseline,P00093,Office Supplies,Trending,0.9831800543860185,0.02054794520547945,1101,1440.9890410958903,16.070182407039628,24,64560,0.041666666666666664,8.458333333333334,0.125
Baseline,P00094,Personal Care,Seasonal,0.9709373002644343,0.03287671232876712,2319,1723.345205479452,15.766320353915756,24,78696,0.125,11.333333333333334,0.2916666666666667
Baseline,P00095,Office Supplies,Stable,0.9954728664872178,0.00684931506849315,1623,7999.467123287671,16.288785372588947,24,353592,0.041666666666666664,6.875,0.08333333333333333
Baseline,P00096,Personal Care,Stable,0.9908075601374571,0.012328767123287671,1926,4635.909589041096,16.152224131347843,24,206640,0.0,7.041666666666667,0.0
Baseline,P00097,Personal Care,Seasonal,0.9760560931795793,0.026027397260273973,2066,1939.3164383561643,16.4072666164455,24,85104,0.0,10.416666666666666,0.0
Baseline,P00098,Home Appliances,Stable,0.9872502236802864,0.019178082191780823,171,287.3150684931507,15.638234416940055,24,13224,0.08333333333333333,7.875,0.125
Baseline,P00099,Electronics,Seasonal,0.9821014419683372,0.02054794520547945,355,459.00958904109586,16.894070787536553,24,19560,0.041666666666666664,10.083333333333334,0.125
Baseline,P00100,Electronics,Volatile,0.9666456891126495,0.028767123287671233,53,36.54383561643836,16.788546255506606,24,1560,0.08333333333333333,15.75,0.2916666666666667
Baseline,P00101,Electronics,Stable,0.9945824668928532,0.00684931506849315,99,417.32465753424657,16.671062712049906,24,18024,0.08333333333333333,6.875,0.125
Baseline,P00102,Personal Care,Trending,0.9747309924416189,0.030136986301369864,6566,5665.450684931507,15.916392142978095,24,256296,0.125,8.916666666666666,0.2916666666666667
Baseline,P00103,Home Appliances,Volatile,0.9581749049429658,0.04246575342465753,143,78.3890410958904,16.737057619186896,23,3243,0.21739130434782608,15.652173913043478,0.8260869565217391
Baseline,P00104,Personal Care,Trending,0.9851131229552182,0.01780821917808219,860,1300.541095890411,16.434333292942583,24,56976,0.041666666666666664,8.083333333333334,0.125
Baseline,P00105,Accessories,Trending,0.986150543591164,0.01643835616438356,3200,5313.864383561644,16.78866162315629,24,227880,0.125,7.916666666666667,0.16666666666666666
Baseline,P00106,Electronics,Volatile,0.9554537556275176,0.04657534246575343,564,302.7260273972603,17.45438748913988,23,11960,0.21739130434782608,14.869565217391305,0.782608695652174
Baseline,P00107,Home Appliances,Volatile,0.9852620087336245,0.01643835616438356,27,43.78904109589041,17.44868995633188,24,1800,0.08333333333333333,14.75,0.3333333333333333
Baseline,P00108,Office Supplies,Trending,0.9753031402962761,0.028767123287671233,3436,3102.108219178082,16.276775895404917,24,137232,0.125,8.625,0.2916666666666667
Baseline,P00109,Electronics,Seasonal,0.9802153308180731,0.02054794520547945,215,250.57123287671232,16.83233643139781,24,10728,0.08333333333333333,10.25,0.2916666666666667
Baseline,P00110,Electronics,Volatile,0.9585691056910569,0.04246575342465753,637,352.32876712328766,16.728455284552847,23,14536,0.21739130434782608,15.391304347826088,0.9130434782608695
Baseline,P00111,Home Appliances,Seasonal,0.9761734145467574,0.026027397260273973,399,376.92602739726027,16.43114773677296,24,16512,0.16666666666666666,10.666666666666666,0.375
Baseline,P00112,Electronics,Seasonal,0.9617918313570487,0.036986301369863014,841,484.67397260273975,16.074326473127073,23,20815,0.17391304347826086,11.26086956521739,0.34782608695652173
Baseline,P00113,Accessories,Volatile,0.9759526996220088,0.030136986301369864,1635,1525.6520547945206,16.380491535644424,24,67056,0.16666666666666666,15.416666666666666,0.5833333333333334
Baseline,P00114,Accessories,Stable,0.9851364707671254,0.019178082191780823,1564,2240.790410958904,15.545664487189233,24,103776,0.0,7.708333333333333,0.0
Baseline,P00115,Personal Care,Seasonal,0.9771892563314191,0.024657534246575342,2975,2904.087671232877,16.254928270753943,24,128640,0.125,10.75,0.3333333333333333
Baseline,P00116,Accessories,Volatile,0.9726865737473536,0.028767123287671233,2477,2140.0849315068494,17.22677752293578,24,89448,0.041666666666666664,14.583333333333334,0.125
Baseline,P00117,Accessories,Trending,0.9757911623158816,0.0273972602739726,1162,1073.5890410958905,16.327840163336738,24,47352,0.125,8.625,0.125
Baseline,P00118,Electronics,Seasonal,0.9750034462160547,0.026027397260273973,544,479.758904109589,16.09263428755227,24,21456,0.16666666666666666,11.125,0.4583333333333333
Baseline,P00119,Accessories,Stable,0.9820855433784891,0.023287671232876714,2908,3438.5246575342467,15.463373314359288,24,160104,0.0,7.875,0.0
Baseline,P00120,Personal Care,Trending,0.9789846333946869,0.0273972602739726,2980,3096.77397260274,15.942376993110063,24,139848,0.125,8.541666666666666,0.20833333333333334
Baseline,P00121,Accessories,Trending,0.9811329766908674,0.021917808219178082,2765,3374.6698630136984,16.809794475680988,24,144552,0.08333333333333333,8.125,0.16666666666666666
Baseline,P00122,Accessories,Stable,0.9915844516616623,0.012328767123287671,412,1088.1520547945206,16.22548358763813,24,48288,0.16666666666666666,7.083333333333333,0.25
Baseline,P00123,Home Appliances,Seasonal,0.9682848905166368,0.03287671232876712,407,286.0082191780822,16.2694615444557,23,12121,0.13043478260869565,10.956521739130435,0.2608695652173913
Baseline,P00124,Electronics,Volatile,0.9912570429376336,0.012328767123287671,135,372.7958904109589,17.624570947477494,24,15240,0.041666666666666664,14.416666666666666,0.125
Baseline,P00125,Electronics,Trending,0.9671084928816888,0.03424657534246575,469,317.2,16.239287467564345,23,13478,0.0,8.782608695652174,0.0
Baseline,P00126,Home Appliances,Seasonal,0.9850699844479005,0.019178082191780823,336,520.9547945205479,16.898333703621415,24,22200,0.08333333333333333,9.916666666666666,0.16666666666666666
Baseline,P00127,Accessories,Trending,0.9817386623603822,0.02054794520547945,2714,3251.9424657534246,15.973072264836494,24,146592,0.041666666666666664,8.833333333333334,0.08333333333333333
Baseline,P00128,Accessories,Stable,0.9863981061669943,0.019178082191780823,1017,1573.3520547945207,15.361272719977533,24,73752,0.041666666666666664,8.041666666666666,0.041666666666666664
Baseline,P00129,Electronics,Volatile,0.9583713157095108,0.0410958904109589,685,386.5945205479452,17.150653296870253,23,15548,0.08695652173913043,15.217391304347826,0.2608695652173913
Baseline,P00130,Personal Care,Stable,0.988251982977363,0.01780821917808219,588,1083.9657534246576,15.809774030488901,24,49368,0.08333333333333333,7.416666666666667,0.08333333333333333
Baseline,P00131,Home Appliances,Seasonal,0.9815778517901749,0.021917808219178082,177,215.22054794520548,16.352102414654457,24,9480,0.08333333333333333,10.625,0.3333333333333333
Baseline,P00132,Electronics,Volatile,0.9592781119851921,0.03972602739726028,352,196.56301369863013,16.600069412309118,23,8165,0.13043478260869565,15.869565217391305,0.4782608695652174
Baseline,P00133,Electronics,Trending,0.9942428035043804,0.00821917808219178,69,273.56575342465754,16.662745098039217,24,11832,0.08333333333333333,8.0,0.16666666666666666
Baseline,P00134,Home Appliances,Stable,0.9839882731014264,0.019178082191780823,284,387.24383561643833,15.937757230647797,24,17496,0.041666666666666664,7.458333333333333,0.041666666666666664
Baseline,P00135,Accessories,Stable,0.9922617615995148,0.012328767123287671,740,2076.891780821918,15.85430151941357,24,94320,0.041666666666666664,7.458333333333333,0.08333333333333333
Baseline,P00136,Home Appliances,Stable,0.982804674457429,0.02054794520547945,309,389.3068493150685,15.814913745130774,24,17712,0.041666666666666664,7.625,0.08333333333333333
Baseline,P00137,Personal Care,Trending,0.9851828890266584,0.019178082191780823,2390,3667.9027397260274,16.599931804091753,24,159096,0.125,7.833333333333333,0.20833333333333334
Baseline,P00138,Office Supplies,Trending,0.9778560326682305,0.024657534246575342,3861,3817.7246575342465,15.983912502365808,24,171960,0.0,8.708333333333334,0.0
Baseline,P00139,Home Appliances,Volatile,0.9793686705451411,0.026027397260273973,383,427.6917808219178,16.818304244774833,24,18312,0.20833333333333334,15.25,0.6666666666666666
Baseline,P00140,Accessories,Stable,0.9787112865531531,0.024657534246575342,1084,1072.5780821917808,15.377010546161552,24,50232,0.08333333333333333,8.0,0.16666666666666666
Baseline,P00141,Accessories,Trending,0.9833956667526438,0.019178082191780823,1030,1386.5931506849315,16.31759414495744,24,61176,0.0,8.375,0.0
Baseline,P00142,Home Appliances,Stable,0.9896898575020956,0.01780821917808219,123,260.73150684931505,15.95423302598491,24,11760,0.041666666666666664,7.5,0.08333333333333333
Baseline,P00143,Personal Care,Trending,0.9804647785039942,0.026027397260273973,1614,1823.2027397260274,16.109150326797387,24,81480,0.16666666666666666,8.458333333333334,0.2916666666666667
Baseline,P00144,Home Appliances,Stable,0.9863269111249223,0.0136986301369863,22,36.46849315068493,16.545680546923553,24,1584,0.041666666666666664,7.458333333333333,0.08333333333333333
Baseline,P00145,Home Appliances,Seasonal,0.9813718315481339,0.02054794520547945,280,339.23835616438356,16.475550528906926,24,14832,0.08333333333333333,10.541666666666666,0.08333333333333333
Baseline,P00146,Electronics,Seasonal,0.9822109275730623,0.019178082191780823,210,269.1356164383562,16.642863193562054,24,11640,0.0,10.333333333333334,0.0
Baseline,P00147,Personal Care,Seasonal,0.9803923333033384,0.019178082191780823,2179,2488.8109589041096,16.34870871951768,24,109608,0.041666666666666664,10.583333333333334,0.041666666666666664
Baseline,P00148,Personal Care,Stable,0.9834323663054876,0.02054794520547945,3555,4547.524657534246,15.471014796691133,24,211632,0.041666666666666664,7.875,0.041666666666666664
Baseline,P00149,Electronics,Volatile,0.9541040100250626,0.049315068493150684,586,286.6397260273973,16.388392857142858,23,12075,0.17391304347826086,16.08695652173913,0.6086956521739131
Baseline,P00150,Home Appliances,Seasonal,0.9791978526815671,0.023287671232876714,403,426.57397260273973,16.073865689361483,24,19104,0.16666666666666666,11.041666666666666,0.375
Baseline,P00151,Accessories,Trending,0.9725304885324932,0.026027397260273973,1151,981.8945205479451,17.10658456838739,23,39606,0.043478260869565216,7.826086956521739,0.13043478260869565
Baseline,P00152,Electronics,Stable,0.987957181088314,0.01643835616438356,162,292.0712328767123,15.849836455545642,24,13272,0.041666666666666664,7.625,0.041666666666666664
Baseline,P00153,Electronics,Trending,0.9773833761175533,0.023287671232876714,511,506.72739726027396,16.372089935381073,24,22296,0.125,8.291666666666666,0.20833333333333334
Baseline,P00154,Personal Care,Stable,0.9865427344097171,0.01780821917808219,1817,2937.008219178082,15.87924751888609,24,133176,0.08333333333333333,7.375,0.16666666666666666
Baseline,P00155,Accessories,Trending,0.9788868645047748,0.021917808219178082,3743,3997.008219178082,16.458521121596544,24,174864,0.08333333333333333,8.125,0.125
Baseline,P00156,Electronics,Stable,0.9862631465979824,0.015068493150684932,128,205.013698630137,16.061386563640266,24,9192,0.0,7.5,0.0
Baseline,P00157,Office Supplies,Trending,0.986296435272045,0.019178082191780823,913,1449.458904109589,15.881500938086301,24,65712,0.125,8.833333333333334,0.2916666666666667
Baseline,P00158,Office Supplies,Stable,0.9856670888166951,0.021917808219178082,2603,3825.072602739726,15.375271185507405,24,179112,0.0,7.916666666666667,0.0
Baseline,P00159,Electronics,Trending,0.9614744768409071,0.038356164383561646,440,250.35890410958905,16.00227650818667,23,10787,0.13043478260869565,9.08695652173913,0.2608695652173913
Baseline,P00160,Office Supplies,Intermittent,0.9936073385964755,0.00410958904109589,715,3656.7917808219177,23.86705052437705,25,114900,0.2,19.2,0.84
Baseline,P00161,Home Appliances,Seasonal,0.9649122807017544,0.038356164383561646,232,143.92191780821918,15.889745916515427,23,6256,0.13043478260869565,11.434782608695652,0.391304347826087
Baseline,P00162,Personal Care,Stable,0.9835707987190793,0.023287671232876714,3540,4541.713698630137,15.387065484754258,24,212520,0.0,7.916666666666667,0.0
Baseline,P00163,Personal Care,Seasonal,0.9537401042324131,0.052054794520547946,10261,4654.81095890411,15.319333489621842,23,209668,0.17391304347826086,11.956521739130435,0.5217391304347826
Baseline,P00164,Personal Care,Trending,0.9676606890993351,0.03424657534246575,2568,1715.0684931506848,15.766673383034453,23,75049,0.08695652173913043,9.043478260869565,0.21739130434782608
Baseline,P00165,Electronics,Seasonal,0.9754155935378132,0.0273972602739726,210,193.17945205479452,16.509131350971668,24,8424,0.125,10.583333333333334,0.25
Baseline,P00166,Accessories,Trending,0.9806537255250231,0.02054794520547945,4139,4785.575342465753,16.32897547477599,24,211008,0.0,8.375,0.0
Baseline,P00167,Home Appliances,Volatile,0.9613558059409628,0.043835616438356165,830,472.46027397260275,16.05810596889841,23,20309,0.30434782608695654,16.17391304347826,1.0869565217391304
