product_id,demand_class,behavioral_class,selected_model,validation_wape,validation_mae,validation_rmse,validation_mape,validation_bias,validation_windows,history_days,total_demand,average_daily_demand,demand_std,zero_demand_rate,forecast_start,forecast_end,forecast_rows,model_version,registry_stage,model_family,training_data_sha256,training_code_sha256,forecast_artifact_sha256,registered_at_utc,retrain_policy
P00011,Volatile,Continuous,SES,0.2262035524604712,2.7124808270875067,3.656955280205691,0.2237542211623647,-0.0633930964175641,3,730,8926.0,12.227397260273971,3.1671002637508843,0.0,2027-01-01,2027-01-30,30,9679f929f04fb4d8,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00012,Trending,Continuous,HoltWinters7,0.0943965886628537,36.4363110135504,48.39336162390949,0.0893376262206517,-0.051508500243293,3,730,234466.0,321.18630136986303,62.078766098345895,0.0,2027-01-01,2027-01-30,30,eab8850ff01e9313,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00013,Trending,Continuous,HoltWinters7,0.0952292265578549,26.068386291252978,34.56412974906677,0.0910976701529679,-0.0511349310365156,3,730,167582.0,229.56438356164384,42.94037519207236,0.0,2027-01-01,2027-01-30,30,ef8d2ffddce5a9bb,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00014,Volatile,Continuous,Naive,0.22553145823517,1.022222222222222,1.258176808997017,0.2691005291005291,0.0688735331827798,3,730,3191.0,4.3712328767123285,1.2540173525330462,0.0,2027-01-01,2027-01-30,30,cd8348b9384b525f,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00015,Volatile,Continuous,SES,0.1916455640007805,5.098123723226549,6.751887742061325,0.1833529400218436,-0.068958636876088,3,730,19066.0,26.117808219178084,6.7287101119847454,0.0,2027-01-01,2027-01-30,30,3ad902af039e2d0c,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00016,Trending,Continuous,HoltWinters7,0.1499306902859853,3.342306960863338,4.23756420493843,0.1450648409457008,-0.0363634060135852,3,730,13372.0,18.317808219178083,3.7222256298401,0.0,2027-01-01,2027-01-30,30,620db98727d62887,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00017,Stable,Continuous,HoltWinters7,0.1148108111817118,0.4357823715129514,0.5384412493083642,0.1154684002604459,-0.0456378905934842,3,730,2923.0,4.004109589041096,0.6446867054571906,0.0,2027-01-01,2027-01-30,30,7501dd7f23ab9d5f,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00018,Trending,Continuous,HoltWinters7,0.0812325791304867,18.52191235940122,23.33223795557592,0.0787769729799066,-0.0342719629832681,3,730,155080.0,212.43835616438355,34.6946255968424,0.0,2027-01-01,2027-01-30,30,0978bfc84b8bc35a,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00019,Seasonal,Continuous,HoltWinters7,0.0784208818429461,0.9787153086063832,1.2332052215404954,0.0792970276746993,-0.0621702690181824,3,730,10360.0,14.191780821917808,3.0892420716754256,0.0,2027-01-01,2027-01-30,30,ed6bee10473c04a4,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00020,Stable,Continuous,HoltWinters7,0.067336413847105,1.7396973888095797,2.1812485892254982,0.0660258410764797,-0.0293609178326607,3,730,19723.0,27.01780821917808,3.972257790249234,0.0,2027-01-01,2027-01-30,30,25cf49b6c3f61060,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00021,Seasonal,Continuous,HoltWinters7,0.0672130982616692,4.870718571229289,6.041927242832177,0.0671501150428915,-0.0450209870926008,3,730,59193.0,81.08630136986301,15.67255659415902,0.0,2027-01-01,2027-01-30,30,769b605bd78e48b0,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00022,Seasonal,Continuous,HoltWinters7,0.1398689647957261,3.6161326002033687,4.508994751127296,0.1343650598648409,-0.0551764885550607,3,730,18529.0,25.38219178082192,5.9934084155052325,0.0,2027-01-01,2027-01-30,30,1b16d4b43d0ffa0b,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00023,Seasonal,Continuous,HoltWinters7,0.0917603440493912,1.4408506049561367,1.8287335348257423,0.0910602097999951,-0.0781768856488183,3,730,13136.0,17.994520547945207,4.117941953079534,0.0,2027-01-01,2027-01-30,30,2b7202d80c8f0055,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00024,Stable,Continuous,SeasonalNaive7,0.0856027037660519,0.3,0.5091231073168547,0.0777777777777777,-0.0665550847184329,3,730,2612.0,3.578082191780822,0.6198027420489771,0.0,2027-01-01,2027-01-30,30,674225e0213a2776,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00025,Seasonal,Continuous,HoltWinters7,0.0685183252461996,18.495229874170303,22.629619072472888,0.0682635779447861,-0.0373708376437864,3,730,219776.0,301.06301369863013,60.43462952913291,0.0,2027-01-01,2027-01-30,30,31e8e825fb6d75a8,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00026,Trending,Continuous,HoltWinters7,0.074751506322006,28.334091765738677,34.769733718259346,0.0729355733677362,-0.0437535343286996,3,730,250130.0,342.6438356164384,60.33711191655682,0.0,2027-01-01,2027-01-30,30,16eea2beec47380a,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00027,Trending,Continuous,HoltWinters7,0.1349941781311855,1.9391544404655257,2.403524750294836,0.129830298365099,-0.0459034572471039,3,730,8763.0,12.004109589041096,2.4283950316360654,0.0,2027-01-01,2027-01-30,30,1552913000980934,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00028,Stable,Continuous,HoltWinters7,0.0470405217669661,6.79544202301643,8.50947088866733,0.0468107291990417,-0.0194644726522951,3,730,111975.0,153.3904109589041,17.504212029918886,0.0,2027-01-01,2027-01-30,30,c39c527ddc22d387,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00029,Trending,Continuous,HoltWinters7,0.0825868955286071,28.548689707740497,34.24916850197512,0.0804904183082441,-0.0607751106500522,3,730,232874.0,319.0054794520548,54.69549046999533,0.0,2027-01-01,2027-01-30,30,a63322e9fbaa6686,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00030,Volatile,Continuous,SES,0.2038021926963352,2.0884292225482874,2.629403381358556,0.2063041063561618,-0.0653264584848997,3,730,7474.0,10.238356164383562,2.805668871296068,0.0,2027-01-01,2027-01-30,30,0035bcd50012d4ad,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00031,Seasonal,Continuous,HoltWinters7,0.0634123389748282,4.488020414331696,5.495075300830827,0.0642425865595907,-0.0485035666033526,3,730,56675.0,77.63698630136986,14.753800346013154,0.0,2027-01-01,2027-01-30,30,44c3d540fa42b50c,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00032,Volatile,Continuous,SES,0.2567749134016625,1.420670059140989,1.7120840309978664,0.2563208405423192,-0.079999568474432,3,730,4016.0,5.501369863013698,1.4260455121268203,0.0,2027-01-01,2027-01-30,30,2c249ef348ed2b9c,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00033,Stable,Continuous,SeasonalNaive7,0.1419613051540555,1.7,2.4554180806027768,0.1265338715674113,-0.0914839324988456,3,730,7702.0,10.550684931506847,1.8146729564867752,0.0,2027-01-01,2027-01-30,30,19520dfdf16b6e52,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00034,Volatile,Continuous,SES,0.163983607432757,44.63609777527768,60.577558973392286,0.1526671218839972,-0.0851188931720843,3,730,172554.0,236.37534246575345,58.81506152766129,0.0,2027-01-01,2027-01-30,30,2c1075c5f116eb19,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00035,Volatile,Continuous,Naive,0.1788210801474238,27.677777777777777,34.59364371357023,0.1855799766186862,-0.0350780595694052,3,730,106852.0,146.37260273972603,34.393324312674544,0.0,2027-01-01,2027-01-30,30,5c0dbbd00cb944b4,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00036,Volatile,Continuous,Naive,0.1695780178427277,13.588888888888889,16.296017424255282,0.1792105134158653,0.0096692364695577,3,730,53996.0,73.96712328767123,17.663102791355076,0.0,2027-01-01,2027-01-30,30,4e41e4d58260d142,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00037,Seasonal,Continuous,HoltWinters7,0.0854434387539653,0.5074739535248475,0.6490870583495202,0.0862913360050025,-0.0257563556621677,3,730,4919.0,6.738356164383561,1.5436164524452365,0.0,2027-01-01,2027-01-30,30,76a3facb2eb32efa,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00038,Trending,Continuous,HoltWinters7,0.1438737080984418,2.243820489789371,2.949579217935874,0.131434270889571,-0.0894848676058025,3,730,9555.0,13.08904109589041,2.5976702468971515,0.0,2027-01-01,2027-01-30,30,1a6631ad81e0a49a,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00039,Intermittent,Intermittent,Naive,1.1703703703703705,221.5,297.7824488367706,0.432439246911712,0.3272450532724506,3,730,118554.0,162.4027397260274,229.58321393055692,0.6616438356164384,2027-01-01,2027-01-30,30,6266524bd00d5054,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00040,Volatile,Continuous,SES,0.1895929433411577,2.2717953044574872,2.960827021106583,0.1923931838397481,-0.0408878544418061,3,730,9013.0,12.346575342465751,3.103897377135113,0.0,2027-01-01,2027-01-30,30,1f95b2836e398bea,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00041,Stable,Continuous,SES,0.1384531719317601,4.619563530732008,5.601536944694335,0.1341012346726977,-0.0455020578772749,3,730,22148.0,30.339726027397266,5.215749593355076,0.0,2027-01-01,2027-01-30,30,ca0ac53bac9dd65c,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00042,Stable,Continuous,HoltWinters7,0.0551982618015214,8.091912188681547,9.833306350833498,0.0549225353908227,-0.0151884075952293,3,730,114354.0,156.64931506849314,18.033280643812724,0.0,2027-01-01,2027-01-30,30,6e52cf320af95f07,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00043,Volatile,Continuous,SES,0.2345512310135075,1.564032393067943,2.126132598906787,0.2255896390150625,-0.0692606073021507,3,730,4939.0,6.765753424657534,1.9141175876605767,0.0,2027-01-01,2027-01-30,30,3c511448e09bf5cf,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00044,Trending,Continuous,HoltWinters7,0.1051463518613946,36.74282928840818,50.56058372492049,0.0973886229540352,-0.0781075640469786,3,730,216179.0,296.1356164383562,56.43301592734983,0.0,2027-01-01,2027-01-30,30,d3df826ce6f10fa1,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00045,Seasonal,Continuous,HoltWinters7,0.0842677965200565,1.105615873785269,1.385620501324843,0.0839383655539214,-0.0590532566519844,3,730,10976.0,15.035616438356165,3.3442360733666887,0.0,2027-01-01,2027-01-30,30,037040d1f3276ed3,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00046,Stable,Continuous,HoltWinters7,0.0497432266423672,17.094641323939687,21.42023920126352,0.0499528355742249,-0.0094802431473432,3,730,267596.0,366.5698630136986,39.87334091196642,0.0,2027-01-01,2027-01-30,30,7e90061cbacb0d43,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00047,Volatile,Continuous,SES,0.1681407163046453,4.749601049703409,6.2566457421723785,0.1658716529012045,-0.0447359567364925,3,730,21745.0,29.78767123287671,7.196448697524261,0.0,2027-01-01,2027-01-30,30,0fd2212db15c3301,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
P00048,Trending,Continuous,HoltWinters7,0.0726699809578898,3.215016004498804,4.068876922852625,0.0715323899058018,-0.0266721395298606,3,730,30335.0,41.55479452054794,6.79811845783624,0.0,2027-01-01,2027-01-30,30,4adab3b5c8e15f31,champion,statistical_time_series,ee9337aec15801078ae846c220deae798260be99c1911177cfa255de07f2ac31,569c930a5d6404786c64525966c64495b6d0742f44d037db4a1f2dc5c1501efd,90b7082afc2bf855f143a39394b21680803305adba5dd3a2f15c89aa57e52e9b,2026-08-28T10:56:47.623739+00:00,drift_or_scheduled
