product_id,forecast_30d,average_forecast_daily,forecast_min,forecast_max,uncertainty_lower_30d,uncertainty_upper_30d,demand_class,behavioral_class,selected_model,validation_wape,validation_mae,validation_rmse,validation_bias,average_daily_demand,demand_std,zero_demand_rate,forecast_growth_vs_history,forecast_uncertainty,forecast_confidence
P00019,416.98914621076733,13.899638207025578,10.4080949240251,16.120763980280422,272.8622169767369,561.1160754447977,Seasonal,Continuous,HoltWinters7,0.07842088184294614,0.9787153086063833,1.2332052215404954,-0.0621702690181824,14.191780821917808,3.0892420716754256,0.0,-0.020585338694143585,288.25385846806086,High
P00020,810.6529658525258,27.021765528417525,23.587304359125422,29.41319851467744,605.0868611251653,1016.2190705798863,Stable,Continuous,HoltWinters7,0.06733641384710508,1.7396973888095797,2.1812485892254982,-0.029360917832660757,27.017808219178082,3.972257790249234,0.0,0.00014647040231174913,411.13220945472096,High
P00021,2450.303993294676,81.67679977648919,61.29427474710834,94.12603323749741,1762.5824167558847,3138.025569833467,Seasonal,Continuous,HoltWinters7,0.0672130982616692,4.870718571229289,6.041927242832177,-0.04502098709260089,81.08630136986301,15.67255659415902,0.0,0.007282344818426489,1375.4431530775826,High
P00022,676.6721203379658,22.55573734459886,15.919373770586713,26.539461150558893,384.86803775406963,968.476202921862,Seasonal,Continuous,HoltWinters7,0.1398689647957261,3.6161326002033687,4.508994751127296,-0.05517648855506075,25.382191780821916,5.9934084155052325,0.0,-0.11135580648943988,583.6081651677923,High
P00023,527.8420382186206,17.594734607287354,12.923812638280195,20.566182487725754,336.2662994291078,719.4177770081334,Seasonal,Continuous,HoltWinters7,0.09176034404939128,1.4408506049561367,1.8287335348257423,-0.0781768856488183,17.994520547945207,4.117941953079534,0.0,-0.022217093230833762,383.1514775790256,High
P00024,107.0,3.566666666666667,3.0,4.0,75.21468574218815,138.78531425781185,Stable,Continuous,SeasonalNaive7,0.08560270376605199,0.3,0.5091231073168547,-0.06655508471843295,3.578082191780822,0.6198027420489771,0.0,-0.003190403266972952,63.570628515623696,High
P00025,9382.249066700204,312.7416355566735,235.8667050502012,358.40643674325514,6701.856145998969,12062.641987401441,Seasonal,Continuous,HoltWinters7,0.06851832524619961,18.495229874170303,22.629619072472888,-0.03737083764378646,301.06301369863013,60.43462952913291,0.0,0.03879128729420711,5360.785841402472,High
P00026,13017.235934356067,433.9078644785356,361.5727402150244,478.9660638373997,10485.208945786286,15549.262922925851,Trending,Continuous,HoltWinters7,0.074751506322006,28.334091765738673,34.769733718259346,-0.04375353432869969,342.64383561643837,60.33711191655682,0.0,0.2663524609976051,5064.053977139565,High
P00027,374.4224028784872,12.48074676261624,10.477924799426036,13.773907337666227,247.25435281805352,501.590452938921,Trending,Continuous,HoltWinters7,0.13499417813118553,1.9391544404655259,2.4035247502948356,-0.04590345724710391,12.004109589041096,2.4283950316360654,0.0,0.03970616646238212,254.33610012086746,High
P00028,4643.873212485342,154.7957737495114,135.19246647076207,166.3644721107519,3812.490743072534,5475.255681898152,Stable,Continuous,HoltWinters7,0.047040521766966124,6.79544202301643,8.50947088866733,-0.01946447265229517,153.3904109589041,17.504212029918886,0.0,0.009161998992126108,1662.7649388256182,High
P00029,11694.77164750994,389.8257215836647,330.70345038392554,422.13276429601694,9296.37959892773,14093.16369609215,Trending,Continuous,HoltWinters7,0.08258689552860717,28.548689707740497,34.24916850197512,-0.06077511065005228,319.0054794520548,54.69549046999533,0.0,0.2220032152841247,4796.78409716442,High
P00030,319.7902467134281,10.659674890447603,10.659674890447603,10.659674890447603,167.31570359968904,472.26478982716714,Volatile,Continuous,SES,0.20380219269633523,2.0884292225482874,2.6294033813585562,-0.06532645848489979,10.238356164383562,2.805668871296068,0.0,0.04115101284810674,304.9490862274781,Medium
P00031,2460.0208770648696,82.00069590216232,62.63990669000872,93.52931158094796,1809.9341764468365,3110.107577682903,Seasonal,Continuous,HoltWinters7,0.06341233897482826,4.488020414331696,5.495075300830827,-0.048503566603352644,77.63698630136986,14.753800346013154,0.0,0.056206581536453415,1300.1734012360664,High
P00032,144.39267480338856,4.813089160112952,4.813089160112952,4.813089160112952,64.94157491820073,223.8437746885764,Volatile,Continuous,SES,0.25677491340166253,1.420670059140989,1.7120840309978664,-0.07999956847443207,5.501369863013698,1.4260455121268205,0.0,-0.1251107851388309,158.90219977037566,Medium
P00033,295.0,9.833333333333334,8.0,11.0,194.75674149458536,395.24325850541464,Stable,Continuous,SeasonalNaive7,0.14196130515405556,1.7,2.4554180806027768,-0.09148393249884561,10.550684931506849,1.8146729564867752,0.0,-0.06799099800917496,200.4865170108293,High
P00034,7523.38982040665,250.77966068022167,250.77966068022167,250.77966068022167,4263.079470498804,10783.700170314496,Volatile,Continuous,SES,0.163983607432757,44.63609777527768,60.577558973392286,-0.08511889317208438,236.37534246575342,58.81506152766129,0.0,0.060938328271508135,6520.620699815692,Medium
P00035,5700.0,190.0,190.0,190.0,3780.110872259443,7619.889127740557,Volatile,Continuous,Naive,0.17882108014742384,27.677777777777777,34.59364371357023,-0.03507805956940522,146.37260273972603,34.393324312674544,0.0,0.29805712574401966,3839.7782554811142,Medium
P00036,1770.0,59.0,59.0,59.0,792.1758181153164,2747.8241818846836,Volatile,Continuous,Naive,0.16957801784272772,13.588888888888889,16.296017424255282,0.009669236469557736,73.96712328767123,17.663102791355076,0.0,-0.20234832209793308,1955.6483637693673,Medium
P00037,187.6187623728558,6.25395874576186,4.601162527530267,7.291378521980224,115.72780831520974,259.50971643050184,Seasonal,Continuous,HoltWinters7,0.08544343875396532,0.5074739535248475,0.6490870583495202,-0.025756355662167718,6.738356164383561,1.5436164524452363,0.0,-0.07188658580887208,143.78190811529208,High
P00038,412.67503222626203,13.755834407542068,11.580435067830766,15.312456440825697,273.33852594281046,552.0115385097137,Trending,Continuous,HoltWinters7,0.14387370809844183,2.243820489789371,2.949579217935874,-0.08948486760580254,13.08904109589041,2.5976702468971515,0.0,0.05094286944068127,278.6730125669032,High
P00039,15900.0,530.0,530.0,530.0,2736.396741514473,29063.603258485524,Intermittent,Intermittent,Naive,1.1703703703703703,221.5,297.7824488367706,0.3272450532724506,162.4027397260274,229.58321393055695,0.6616438356164384,2.263491742159691,26327.20651697105,Very Low
P00040,338.3269406111853,11.27756468703951,11.27756468703951,11.27756468703951,165.11512266181632,511.53875856055424,Volatile,Continuous,SES,0.18959294334115775,2.2717953044574872,2.960827021106583,-0.04088785444180615,12.346575342465753,3.103897377135113,0.0,-0.08658357688462859,346.4236358987379,Medium
P00041,874.681033438823,29.156034447960767,29.156034447960767,29.156034447960767,588.2381977324007,1161.1238691452452,Stable,Continuous,SES,0.13845317193176013,4.619563530732008,5.601536944694335,-0.045502057877274925,30.339726027397262,5.215749593355076,0.0,-0.03901457707190903,572.8856714128444,High
P00042,4707.349880759063,156.91166269196876,136.67830868815477,169.22462873308945,3852.506546683844,5562.193214834283,Stable,Continuous,HoltWinters7,0.05519826180152143,8.091912188681547,9.833306350833498,-0.015188407595229311,156.64931506849314,18.033280643812724,0.0,0.001674744784941451,1709.686668150439,High
P00043,194.2010304172597,6.473367680575323,6.473367680575323,6.473367680575323,88.66503080411088,299.73703003040845,Volatile,Continuous,SES,0.23455123101350758,1.564032393067943,2.126132598906787,-0.06926060730215074,6.765753424657534,1.9141175876605772,0.0,-0.04321554832557484,211.07199922629758,Medium
P00044,10483.197760451583,349.4399253483861,297.6117443898055,381.22220085818486,8027.926715881574,12938.468805021594,Trending,Continuous,HoltWinters7,0.10514635186139469,36.74282928840818,50.56058372492049,-0.07810756404697865,296.1356164383562,56.43301592734983,0.0,0.17999965539817397,4910.54208914002,High
P00045,452.0568490931126,15.068561636437087,11.308688038095607,17.32115646760736,298.19807352807817,605.915624658147,Seasonal,Continuous,HoltWinters7,0.08426779652005655,1.105615873785269,1.385620501324843,-0.05905325665198447,15.035616438356165,3.3442360733666887,0.0,0.002191143822801944,307.7175511300688,High
P00046,11150.860116772297,371.69533722574323,324.5713773395412,399.2253686107176,9301.750959552093,12999.969273992501,Stable,Continuous,HoltWinters7,0.049743226642367244,17.094641323939687,21.420239201263517,-0.009480243147343291,366.56986301369864,39.87334091196642,0.0,0.013982257488125871,3698.218314440408,High
P00047,876.0843458631713,29.202811528772376,29.202811528772376,29.202811528772376,479.16240542186307,1273.0062863044795,Volatile,Continuous,SES,0.16814071630464533,4.749601049703409,6.2566457421723785,-0.04473595673649253,29.78767123287671,7.196448697524261,0.0,-0.01963428760616992,793.8438808826165,Medium
P00048,1459.1059022583595,48.63686340861198,41.01534158323152,53.62604657209639,1147.4105276352989,1770.8012768814203,Trending,Continuous,HoltWinters7,0.07266998095788989,3.215016004498804,4.068876922852625,-0.026672139529860698,41.554794520547944,6.79811845783624,0.0,0.1704272387765533,623.3907492461215,High
P00049,1430.0,47.666666666666664,39.0,54.0,1011.6876227254214,1848.3123772745785,Seasonal,Continuous,SeasonalNaive7,0.06739894528592426,2.966666666666667,3.722649893992552,-0.05476566277872955,48.96027397260274,9.562863122037085,0.0,-0.02642156999897416,836.624754549157,High
P00050,663.4106958475558,22.113689861585193,19.36619460833531,23.867792782939937,455.9866825832633,870.8347091118483,Stable,Continuous,HoltWinters7,0.1313323693451315,3.3468949593132393,4.093466142355,0.005524661529331465,22.586301369863012,3.802941431372668,0.0,-0.020924696812397392,414.84802652858497,High
P00051,3960.6091867662667,132.0203062255422,113.92043338085216,142.91603756253443,3100.3664568890663,4820.851916643467,Trending,Continuous,HoltWinters7,0.10591843269162467,13.37781638871967,17.39255283470558,-0.05829098082091292,103.53835616438356,20.657153858277535,0.0,0.2750859789191462,1720.4854597544008,High
P00052,5563.329879624444,185.4443293208148,156.22425014117647,204.08510815734763,4510.036014899796,6616.623744349094,Trending,Continuous,HoltWinters7,0.07200218503864647,11.7633144191205,14.936996637207931,-0.04516540043805114,147.9808219178082,25.92914613617192,0.0,0.25316461226181475,2106.5877294492975,High
P00053,579.470059251112,19.315668641703734,16.676322183487187,20.889032278852067,441.7141395583986,717.2259789438256,Stable,Continuous,HoltWinters7,0.08090654941597762,1.655898111510458,2.0676908923273687,-0.022896124110341688,20.275342465753425,2.6240567354516333,0.0,-0.04733206483050301,275.511839385427,High
P00054,738.9384939384329,24.631283131281098,20.82691365648349,26.77066158251067,562.5990239294397,915.2779639474262,Trending,Continuous,HoltWinters7,0.11265118881396478,2.7220753154856108,3.4421721015312143,-0.0793838658798534,20.04931506849315,3.9042421192992216,0.0,0.22853489244569558,352.6789400179865,High
P00055,7491.992209517159,249.73307365057195,218.3415794507598,268.31964372654954,6191.393202619895,8792.591216414423,Stable,Continuous,HoltWinters7,0.058170356087596915,13.198558983378923,16.84326962621937,0.0032859740204465144,240.6,27.416995319930916,0.0,0.037959574607530966,2601.1980137945275,High
P00056,2061.203911213921,68.70679704046402,59.7402084603956,74.46954290172192,1617.688504052623,2504.719318375219,Trending,Continuous,HoltWinters7,0.09641080475673998,6.386407742791069,8.054446424115566,-0.07739855990513587,55.74520547945205,10.570723878641825,0.0,0.2325149122607446,887.0308143225957,High
P00057,461.184934110253,15.372831137008433,13.452865142541883,16.53021270683018,314.85219691033313,607.5176713101728,Stable,Continuous,HoltWinters7,0.13621221958981677,2.368539464805711,2.869446972104685,-0.024196669980757674,15.42876712328767,2.654497927312351,0.0,-0.003625434607461897,292.66547439983964,High
P00058,750.3378272661176,25.01126090887059,21.342437615370258,27.580491061361894,515.3372374579033,985.3384170743321,Trending,Continuous,HoltWinters7,0.15504494424728468,4.108449292701053,5.101918007384292,-0.07562272588456563,22.438356164383563,4.368129687278028,0.0,0.11466547396065496,470.0011796164289,Medium
P00059,385.0,12.833333333333334,10.0,14.0,229.38384340978385,540.6161565902162,Seasonal,Continuous,SeasonalNaive7,0.15263185318992176,2.111111111111111,2.92536370381159,-0.11772326812571719,13.935616438356165,3.2956666008202853,0.0,-0.07909826665356012,311.23231318043236,Medium
P00060,83.57142857142857,2.7857142857142856,2.7857142857142856,2.7857142857142856,42.638884197561175,124.50397294529596,Volatile,Continuous,RollingMean28,0.21572570650555675,0.5555555555555555,0.6089263292194342,-0.04094086859269771,2.8232876712328765,0.7464631828743382,0.0,-0.0133083801206072,81.86508874773477,Medium
P00061,668.8454352941262,22.29484784313754,22.29484784313754,22.29484784313754,320.6028501121676,1017.0880204760847,Volatile,Continuous,SES,0.18335783049828683,4.277677629741297,5.316628720049283,-0.024434178291226998,24.957534246575342,6.32408720367856,0.0,-0.10668868074590243,696.4851703639172,Medium
P00062,64.0,2.1333333333333333,2.0,3.0,35.78640490800695,92.21359509199304,Seasonal,Continuous,SeasonalNaive7,0.04949960433831402,0.09999999999999999,0.3131916758113699,-0.026625704045058884,2.33013698630137,0.5942534437596979,0.0,-0.08446012149715854,56.42719018398609,High
P00063,9434.15511714263,314.4718372380877,268.4452088174988,342.7563845038005,7375.260740313019,11493.049493972243,Trending,Continuous,HoltWinters7,0.11045512901962044,33.50607600501534,42.04277835845475,-0.08132954429254254,248.9931506849315,46.82030801329821,0.0,0.26297384636098275,4117.788753659224,High
P00064,750.0,25.0,25.0,25.0,369.05593575061516,1130.9440642493848,Volatile,Continuous,Naive,0.17847194329832075,4.644444444444445,6.1441433037036335,-0.06204484690627751,27.942465753424656,6.8448997324967396,0.0,-0.10530444161192265,761.8881284987697,Medium
P00065,421.2390389128128,14.04130129709376,14.04130129709376,14.04130129709376,211.84527416570862,630.6328036599169,Volatile,Continuous,SES,0.2007397173716017,2.620004456038439,3.327328872502207,-0.03218988892438536,14.283561643835617,3.7295951926995303,0.0,-0.016960780005903398,418.78752949420834,Medium
P00066,5035.955251791287,167.86517505970957,145.8992454342026,180.24042406042676,4111.600150205905,5960.310353376668,Stable,Continuous,HoltWinters7,0.04834464551894746,7.738811591899554,9.151531880970861,-0.026259121433766797,172.3739726027397,19.640140633775378,0.0,-0.026157066957093966,1848.7102031707627,High
P00067,451.496581911673,15.049886063722433,15.049886063722433,15.049886063722433,308.67573521095585,594.3174286123901,Stable,Continuous,SES,0.13729077065149492,2.3720349189648355,2.878517726411454,-0.04533449021665057,15.684931506849315,2.6135487036934997,0.0,-0.04048761340459606,285.6416934014343,High
P00068,3227.176288909196,107.57254296363986,94.46009638285229,116.3962932783213,2514.0141916579705,3940.338386160422,Stable,Continuous,HoltWinters7,0.08177023774769716,8.827316912911337,11.037556748416335,-0.026754393331905033,106.84931506849315,13.713681285486759,0.0,0.006768671326373044,1426.3241945024515,High
P00069,741.85336283423,24.728445427807667,17.866177636169358,28.86053114653166,439.840805688731,1043.865919979729,Seasonal,Continuous,HoltWinters7,0.14699621443520552,3.920502221179987,4.79892244888259,-0.05404362842257141,26.784931506849315,6.2236808526844,0.0,-0.0767777240167955,604.0251142909979,High
P00070,8943.214285714284,298.10714285714283,298.10714285714283,298.10714285714283,5576.488106617209,12309.940464811361,Volatile,Continuous,RollingMean28,0.19547435485439638,56.833333333333336,71.46146588004562,-0.05838608183970132,268.58082191780824,61.189733167744,0.0,0.10993458404252832,6733.452358194152,Medium
P00071,0.0,0.0,0.0,0.0,0.0,5438.796187102678,Intermittent,Intermittent,Naive,1.0,67.91111111111111,116.1584135504225,-1.0,67.9041095890411,93.82992002849161,0.6520547945205479,-1.0,5438.796187102678,Very Low
P00072,598.5830921368948,19.952769737896496,17.47074177291203,21.54128382702189,415.81203070943513,781.3541535643546,Stable,Continuous,HoltWinters7,0.1331007165051302,2.90659335213886,3.614634523827528,-0.006546439212559305,19.634246575342466,3.316282281346067,0.0,0.01622283601928709,365.5421228549195,High
P00073,772.8233534003745,25.760778446679147,25.760778446679147,25.760778446679147,356.08279342978466,1189.563913370964,Volatile,Continuous,SES,0.2268313683020016,6.063165802966592,7.987026030823121,-0.06189112834916886,26.973972602739725,7.567755716433407,0.0,-0.04497647320726328,833.4811199411793,Medium
P00074,11299.904058592712,376.66346861975705,326.59406722858125,408.6865639327108,8761.663707266442,13838.144409918983,Trending,Continuous,HoltWinters7,0.1172954977028925,42.94652696930663,56.57364559452227,-0.09548975162341462,310.14794520547946,57.147752355963725,0.0,0.2144638532756027,5076.480702652541,High
P00075,2533.3142752323283,84.44380917441094,84.44380917441094,84.44380917441094,0.0,10225.728847180857,Intermittent,Intermittent,Croston,1.8616738638052428,110.9449110935238,123.20946750523558,0.42997774596681176,96.36164383561643,133.2414937102107,0.6520547945205479,-0.12367820002672592,10225.728847180857,Very Low
P00076,10987.090139747177,366.23633799157255,313.3378029252807,400.3096859457614,8769.248938923904,13204.93134057045,Trending,Continuous,HoltWinters7,0.07489523052979025,25.117109094457987,31.99748846745757,-0.04195905108226713,304.4164383561644,52.95181704448282,0.0,0.2030767456883502,4435.682401646547,High
P00077,7884.027741191429,262.80092470638095,222.46260567486317,288.7785102737566,6402.720094521642,9365.335387861218,Trending,Continuous,HoltWinters7,0.06952659274823762,15.72385250715032,20.563106239816847,-0.02769758616738177,204.01232876712328,35.719277551597926,0.0,0.28816197675172806,2962.615293339576,High
P00078,1038.4957124148946,34.61652374716315,28.733257986828402,38.6655158894769,679.3878858381984,1397.6035389915908,Trending,Continuous,HoltWinters7,0.14504845973663053,5.747883448193822,7.380770317138192,-0.09106992363869935,33.44794520547945,6.636198061826237,0.0,0.0349372296117092,718.2156531533924,High
P00079,180.0,6.0,6.0,6.0,130.03244961487349,229.96755038512651,Stable,Continuous,Naive,0.06693719233758261,0.3888888888888889,0.6313663776177041,-0.010383528847502927,6.079452054794521,0.9553773741581832,0.0,-0.013068949977467326,99.93510077025303,High
P00080,578.3345519596231,19.277818398654105,19.277818398654105,19.277818398654105,305.59813468026664,851.0709692389796,Volatile,Continuous,SES,0.21902847962902827,4.003270878531457,5.135718071103462,-0.04906158720664699,18.138356164383563,4.8828562706618115,0.0,0.0628205899114489,545.472834558713,Medium
P00081,3599.5611557748725,119.98537185916241,102.14052701311178,130.68886453791677,2765.2689197596806,4433.853391790065,Trending,Continuous,HoltWinters7,0.10472839409231971,12.524439481442592,15.90488184778461,-0.06388755860803957,101.96301369863014,19.06216821411278,0.0,0.17675387875255022,1668.5844720303844,High
P00082,3135.078778923707,104.50262596412357,77.71914134732572,120.73590628820043,2234.457459580611,4035.700098266803,Seasonal,Continuous,HoltWinters7,0.06447403451011044,6.027295604380704,7.269018401008409,-0.03789271142807257,103.4958904109589,20.297191372235286,0.0,0.009727299791007615,1801.2426386861916,High
P00083,412.0,13.733333333333333,12.0,15.0,302.6951518661196,521.3048481338805,Stable,Continuous,SeasonalNaive7,0.08628126516689567,1.1222222222222222,1.4827096804094506,-0.05689969854192728,13.572602739726028,2.094689887964673,0.0,0.011842282330776444,218.60969626776085,High
P00084,809.9607351746902,26.99869117248967,19.53901987113237,31.463926218630778,471.52193376926135,1148.399536580119,Seasonal,Continuous,HoltWinters7,0.13571091578972141,3.9762177765130926,4.807604844820312,-0.017026018724722744,29.867123287671234,7.011074030825241,0.0,-0.0960397855378865,676.8776028108578,High
P00085,92.04921245371673,3.0683070817905578,3.0683070817905578,3.0683070817905578,40.37655424921194,143.72187065822152,Volatile,Continuous,SES,0.18116002552303753,0.5874908242091613,0.7228848803263856,0.00942798262450275,3.6082191780821917,0.934002321187085,0.0,-0.14963395227520604,103.34531640900957,Medium
P00086,568.0402668129141,18.93467556043047,16.588126471635046,20.577746995590093,420.23466819396236,715.8458654318657,Stable,Continuous,HoltWinters7,0.05988019455779428,1.0561706232012353,1.3097911688822121,-0.014055380075999933,18.58219178082192,2.8098319670995053,0.0,0.018968902256855324,295.61119723790335,High
P00087,2130.0,71.0,71.0,71.0,158.60961756137158,4101.390382438629,Intermittent,Intermittent,Naive,1.201127004768097,24.211111111111112,37.503781872448975,-0.2457737321196359,24.74931506849315,34.23070130363575,0.6520547945205479,1.868766258925112,3942.7807648772573,Very Low
P00088,2036.2085486638464,67.87361828879487,51.08268175810824,79.34925941844133,1446.219926381134,2626.197170946559,Seasonal,Continuous,HoltWinters7,0.06129304577068114,3.6846456770384215,4.425097119271958,-0.023585396119934654,66.72602739726027,13.17536075305664,0.0,0.01719854959598166,1179.9772445654248,High
P00089,3435.4591474674476,114.51530491558158,99.84421688929622,122.93441148805921,2662.8249174883936,4208.093377446502,Stable,Continuous,HoltWinters7,0.0973725369025133,11.660692933283782,13.831405318100579,-0.05027939121086108,119.81506849315069,14.809167175672075,0.0,-0.044232863564002134,1545.2684599581085,High
P00090,4910.078669831348,163.66928899437826,127.35547741783371,186.25245594008143,3469.8711398435075,6350.286199819188,Seasonal,Continuous,HoltWinters7,0.06378572794209651,9.491604066166209,11.383943138346778,-0.02971092929548917,167.7917808219178,33.35761154299165,0.0,-0.02456909276095498,2880.415059975681,High
P00091,328.35111277992223,10.945037092664075,9.135882034540654,12.178001956752723,214.17094185599933,442.53128370384513,Trending,Continuous,HoltWinters7,0.13561395479210772,1.7466910959977338,2.2658098920857763,-0.0485337211893668,10.7986301369863,2.1524218758414446,0.0,0.013557919274993724,228.3603418478458,High
P00092,0.0,0.0,0.0,0.0,0.0,5095.57244773553,Intermittent,Intermittent,Naive,1.0,71.8888888888889,113.10679417182052,-1.0,62.556164383561644,87.4588533257119,0.6575342465753424,-1.0,5095.57244773553,Very Low
P00093,3327.2953462467945,110.90984487489315,94.4199247375099,119.89882273663746,2689.4895943318697,3965.1010981617196,Trending,Continuous,HoltWinters7,0.083411293687363,8.254105291280478,9.985893025069226,-0.058267873872638105,89.66849315068494,15.620313852779958,0.0,0.23688757308002062,1275.6115038298499,High
P00094,3320.5554996378273,110.68518332126091,83.21641144333051,127.59937293894974,2396.0354745467175,4245.075524728937,Seasonal,Continuous,HoltWinters7,0.0645569057749535,6.389668333987075,8.133436287234675,-0.04674393367494393,109.3054794520548,21.35457012931121,0.0,0.01262245841766152,1849.0400501822196,High
P00095,14942.184128359208,498.07280427864026,437.4871112553325,536.652459816128,12504.960638932369,17379.407617786044,Stable,Continuous,HoltWinters7,0.048265279172433694,22.35415367795642,28.198185924766804,-0.010569179419019614,491.1027397260274,53.26612656648862,0.0,0.014192681059977952,4874.446978853675,High
P00096,8243.418640508955,274.7806213502985,236.78189937654628,296.7641302351025,6718.092604951682,9768.744676066228,Stable,Continuous,HoltWinters7,0.05040859026524288,13.456287984119905,16.452751560303657,-0.03044194661316218,287.013698630137,32.692101104725005,0.0,-0.04262192828504263,3050.652071114546,High
