product_id,demand_class,behavioral_class,selected_model,validation_wape,validation_mae,validation_rmse,validation_mape,validation_bias,validation_windows,history_days,total_demand,average_daily_demand,demand_std,zero_demand_rate
P00016,Trending,Continuous,HoltWinters7,0.14993069028598535,3.342306960863338,4.23756420493843,0.14506484094570085,-0.036363406013585294,3,730,13372.0,18.317808219178083,3.7222256298400995,0.0
P00017,Stable,Continuous,HoltWinters7,0.11481081118171184,0.4357823715129514,0.5384412493083642,0.11546840026044593,-0.045637890593484214,3,730,2923.0,4.004109589041096,0.6446867054571906,0.0
P00018,Trending,Continuous,HoltWinters7,0.08123257913048675,18.52191235940122,23.33223795557592,0.07877697297990664,-0.03427196298326816,3,730,155080.0,212.43835616438355,34.6946255968424,0.0
P00019,Seasonal,Continuous,HoltWinters7,0.07842088184294614,0.9787153086063833,1.2332052215404954,0.07929702767469937,-0.0621702690181824,3,730,10360.0,14.191780821917808,3.0892420716754256,0.0
P00020,Stable,Continuous,HoltWinters7,0.06733641384710508,1.7396973888095797,2.1812485892254982,0.0660258410764797,-0.029360917832660757,3,730,19723.0,27.017808219178082,3.972257790249234,0.0
P00021,Seasonal,Continuous,HoltWinters7,0.0672130982616692,4.870718571229289,6.041927242832177,0.06715011504289153,-0.04502098709260089,3,730,59193.0,81.08630136986301,15.67255659415902,0.0
P00022,Seasonal,Continuous,HoltWinters7,0.1398689647957261,3.6161326002033687,4.508994751127296,0.1343650598648409,-0.05517648855506075,3,730,18529.0,25.382191780821916,5.9934084155052325,0.0
P00023,Seasonal,Continuous,HoltWinters7,0.09176034404939128,1.4408506049561367,1.8287335348257423,0.09106020979999511,-0.0781768856488183,3,730,13136.0,17.994520547945207,4.117941953079534,0.0
P00024,Stable,Continuous,SeasonalNaive7,0.08560270376605199,0.3,0.5091231073168547,0.07777777777777778,-0.06655508471843295,3,730,2612.0,3.578082191780822,0.6198027420489771,0.0
P00025,Seasonal,Continuous,HoltWinters7,0.06851832524619961,18.495229874170303,22.629619072472888,0.06826357794478612,-0.03737083764378646,3,730,219776.0,301.06301369863013,60.43462952913291,0.0
P00026,Trending,Continuous,HoltWinters7,0.074751506322006,28.334091765738673,34.769733718259346,0.07293557336773626,-0.04375353432869969,3,730,250130.0,342.64383561643837,60.33711191655682,0.0
P00027,Trending,Continuous,HoltWinters7,0.13499417813118553,1.9391544404655259,2.4035247502948356,0.12983029836509907,-0.04590345724710391,3,730,8763.0,12.004109589041096,2.4283950316360654,0.0
P00028,Stable,Continuous,HoltWinters7,0.047040521766966124,6.79544202301643,8.50947088866733,0.04681072919904176,-0.01946447265229517,3,730,111975.0,153.3904109589041,17.504212029918886,0.0
P00029,Trending,Continuous,HoltWinters7,0.08258689552860717,28.548689707740497,34.24916850197512,0.08049041830824416,-0.06077511065005228,3,730,232874.0,319.0054794520548,54.69549046999533,0.0
P00030,Volatile,Continuous,SES,0.20380219269633523,2.0884292225482874,2.6294033813585562,0.20630410635616184,-0.06532645848489979,3,730,7474.0,10.238356164383562,2.805668871296068,0.0
P00031,Seasonal,Continuous,HoltWinters7,0.06341233897482826,4.488020414331696,5.495075300830827,0.06424258655959071,-0.048503566603352644,3,730,56675.0,77.63698630136986,14.753800346013154,0.0
P00032,Volatile,Continuous,SES,0.25677491340166253,1.420670059140989,1.7120840309978664,0.25632084054231924,-0.07999956847443207,3,730,4016.0,5.501369863013698,1.4260455121268205,0.0
P00033,Stable,Continuous,SeasonalNaive7,0.14196130515405556,1.7,2.4554180806027768,0.12653387156741133,-0.09148393249884561,3,730,7702.0,10.550684931506849,1.8146729564867752,0.0
P00034,Volatile,Continuous,SES,0.163983607432757,44.63609777527768,60.577558973392286,0.15266712188399725,-0.08511889317208438,3,730,172554.0,236.37534246575342,58.81506152766129,0.0
P00035,Volatile,Continuous,Naive,0.17882108014742384,27.677777777777777,34.59364371357023,0.18557997661868622,-0.03507805956940522,3,730,106852.0,146.37260273972603,34.393324312674544,0.0
P00036,Volatile,Continuous,Naive,0.16957801784272772,13.588888888888889,16.296017424255282,0.17921051341586533,0.009669236469557736,3,730,53996.0,73.96712328767123,17.663102791355076,0.0
P00037,Seasonal,Continuous,HoltWinters7,0.08544343875396532,0.5074739535248475,0.6490870583495202,0.08629133600500251,-0.025756355662167718,3,730,4919.0,6.738356164383561,1.5436164524452363,0.0
P00038,Trending,Continuous,HoltWinters7,0.14387370809844183,2.243820489789371,2.949579217935874,0.13143427088957102,-0.08948486760580254,3,730,9555.0,13.08904109589041,2.5976702468971515,0.0
P00039,Intermittent,Intermittent,Naive,1.1703703703703703,221.5,297.7824488367706,0.43243924691171204,0.3272450532724506,3,730,118554.0,162.4027397260274,229.58321393055695,0.6616438356164384
P00040,Volatile,Continuous,SES,0.18959294334115775,2.2717953044574872,2.960827021106583,0.1923931838397481,-0.04088785444180615,3,730,9013.0,12.346575342465753,3.103897377135113,0.0
P00041,Stable,Continuous,SES,0.13845317193176013,4.619563530732008,5.601536944694335,0.13410123467269777,-0.045502057877274925,3,730,22148.0,30.339726027397262,5.215749593355076,0.0
P00042,Stable,Continuous,HoltWinters7,0.05519826180152143,8.091912188681547,9.833306350833498,0.05492253539082275,-0.015188407595229311,3,730,114354.0,156.64931506849314,18.033280643812724,0.0
P00043,Volatile,Continuous,SES,0.23455123101350758,1.564032393067943,2.126132598906787,0.22558963901506254,-0.06926060730215074,3,730,4939.0,6.765753424657534,1.9141175876605772,0.0
P00044,Trending,Continuous,HoltWinters7,0.10514635186139469,36.74282928840818,50.56058372492049,0.09738862295403522,-0.07810756404697865,3,730,216179.0,296.1356164383562,56.43301592734983,0.0
P00045,Seasonal,Continuous,HoltWinters7,0.08426779652005655,1.105615873785269,1.385620501324843,0.08393836555392141,-0.05905325665198447,3,730,10976.0,15.035616438356165,3.3442360733666887,0.0
P00046,Stable,Continuous,HoltWinters7,0.049743226642367244,17.094641323939687,21.420239201263517,0.049952835574224926,-0.009480243147343291,3,730,267596.0,366.56986301369864,39.87334091196642,0.0
P00047,Volatile,Continuous,SES,0.16814071630464533,4.749601049703409,6.2566457421723785,0.1658716529012045,-0.04473595673649253,3,730,21745.0,29.78767123287671,7.196448697524261,0.0
P00048,Trending,Continuous,HoltWinters7,0.07266998095788989,3.215016004498804,4.068876922852625,0.07153238990580187,-0.026672139529860698,3,730,30335.0,41.554794520547944,6.79811845783624,0.0
P00049,Seasonal,Continuous,SeasonalNaive7,0.06739894528592426,2.966666666666667,3.722649893992552,0.0643831449487471,-0.05476566277872955,3,730,35741.0,48.96027397260274,9.562863122037085,0.0
P00050,Stable,Continuous,HoltWinters7,0.1313323693451315,3.3468949593132393,4.093466142355,0.1392492269983326,0.005524661529331465,3,730,16488.0,22.586301369863012,3.802941431372668,0.0
P00051,Trending,Continuous,HoltWinters7,0.10591843269162467,13.37781638871967,17.39255283470558,0.0999032047372031,-0.05829098082091292,3,730,75583.0,103.53835616438356,20.657153858277535,0.0
P00052,Trending,Continuous,HoltWinters7,0.07200218503864647,11.7633144191205,14.936996637207931,0.06947343921371585,-0.04516540043805114,3,730,108026.0,147.9808219178082,25.92914613617192,0.0
P00053,Stable,Continuous,HoltWinters7,0.08090654941597762,1.655898111510458,2.0676908923273687,0.07954270399935864,-0.022896124110341688,3,730,14801.0,20.275342465753425,2.6240567354516333,0.0
P00054,Trending,Continuous,HoltWinters7,0.11265118881396478,2.7220753154856108,3.4421721015312143,0.10544747275107176,-0.0793838658798534,3,730,14636.0,20.04931506849315,3.9042421192992216,0.0
P00055,Stable,Continuous,HoltWinters7,0.058170356087596915,13.198558983378923,16.84326962621937,0.058715729478127504,0.0032859740204465144,3,730,175638.0,240.6,27.416995319930916,0.0
P00056,Trending,Continuous,HoltWinters7,0.09641080475673998,6.386407742791069,8.054446424115566,0.09162927623770516,-0.07739855990513587,3,730,40694.0,55.74520547945205,10.570723878641825,0.0
P00057,Stable,Continuous,HoltWinters7,0.13621221958981677,2.368539464805711,2.869446972104685,0.13812999206750512,-0.024196669980757674,3,730,11263.0,15.42876712328767,2.654497927312351,0.0
P00058,Trending,Continuous,HoltWinters7,0.15504494424728468,4.108449292701053,5.101918007384292,0.14634584689417243,-0.07562272588456563,3,730,16380.0,22.438356164383563,4.368129687278028,0.0
P00059,Seasonal,Continuous,SeasonalNaive7,0.15263185318992176,2.111111111111111,2.92536370381159,0.13555344002527336,-0.11772326812571719,3,730,10173.0,13.935616438356165,3.2956666008202853,0.0
P00060,Volatile,Continuous,RollingMean28,0.21572570650555675,0.5555555555555555,0.6089263292194342,0.22271825396825395,-0.04094086859269771,3,730,2061.0,2.8232876712328765,0.7464631828743382,0.0
P00061,Volatile,Continuous,SES,0.18335783049828683,4.277677629741297,5.316628720049283,0.18651367419994205,-0.024434178291226998,3,730,18219.0,24.957534246575342,6.32408720367856,0.0
P00062,Seasonal,Continuous,SeasonalNaive7,0.04949960433831402,0.09999999999999999,0.3131916758113699,0.049999999999999996,-0.026625704045058884,3,730,1701.0,2.33013698630137,0.5942534437596979,0.0
P00063,Trending,Continuous,HoltWinters7,0.11045512901962044,33.50607600501534,42.04277835845475,0.10415958322571595,-0.08132954429254254,3,730,181765.0,248.9931506849315,46.82030801329821,0.0
P00064,Volatile,Continuous,Naive,0.17847194329832075,4.644444444444445,6.1441433037036335,0.17617475923527157,-0.06204484690627751,3,730,20398.0,27.942465753424656,6.8448997324967396,0.0
P00065,Volatile,Continuous,SES,0.2007397173716017,2.620004456038439,3.327328872502207,0.19765093670769338,-0.03218988892438536,3,730,10427.0,14.283561643835617,3.7295951926995303,0.0
P00066,Stable,Continuous,HoltWinters7,0.04834464551894746,7.738811591899554,9.151531880970861,0.04793316861773008,-0.026259121433766797,3,730,125833.0,172.3739726027397,19.640140633775378,0.0
P00067,Stable,Continuous,SES,0.13729077065149492,2.3720349189648355,2.878517726411454,0.13180124715747776,-0.04533449021665057,3,730,11450.0,15.684931506849315,2.6135487036934997,0.0
P00068,Stable,Continuous,HoltWinters7,0.08177023774769716,8.827316912911337,11.037556748416335,0.07880777066493495,-0.026754393331905033,3,730,78000.0,106.84931506849315,13.713681285486759,0.0
P00069,Seasonal,Continuous,HoltWinters7,0.14699621443520552,3.920502221179987,4.79892244888259,0.14295705454451169,-0.05404362842257141,3,730,19553.0,26.784931506849315,6.2236808526844,0.0
P00070,Volatile,Continuous,RollingMean28,0.19547435485439638,56.833333333333336,71.46146588004562,0.19423237498613166,-0.05838608183970132,3,730,196064.0,268.58082191780824,61.189733167744,0.0
P00071,Intermittent,Intermittent,Naive,1.0,67.91111111111111,116.1584135504225,1.0,-1.0,3,730,49570.0,67.9041095890411,93.82992002849161,0.6520547945205479
P00072,Stable,Continuous,HoltWinters7,0.1331007165051302,2.90659335213886,3.614634523827528,0.1393026703858643,-0.006546439212559305,3,730,14333.0,19.634246575342466,3.316282281346067,0.0
P00073,Volatile,Continuous,SES,0.2268313683020016,6.063165802966592,7.987026030823121,0.21922387687568612,-0.06189112834916886,3,730,19691.0,26.973972602739725,7.567755716433407,0.0
P00074,Trending,Continuous,HoltWinters7,0.1172954977028925,42.94652696930663,56.57364559452227,0.10825435821601588,-0.09548975162341462,3,730,226408.0,310.14794520547946,57.147752355963725,0.0
P00075,Intermittent,Intermittent,Croston,1.8616738638052428,110.9449110935238,123.20946750523558,0.7132525812585458,0.42997774596681176,3,730,70344.0,96.36164383561643,133.2414937102107,0.6520547945205479
P00076,Trending,Continuous,HoltWinters7,0.07489523052979025,25.117109094457987,31.99748846745757,0.0733871034509007,-0.04195905108226713,3,730,222224.0,304.4164383561644,52.95181704448282,0.0
P00077,Trending,Continuous,HoltWinters7,0.06952659274823762,15.72385250715032,20.563106239816847,0.06856313493610107,-0.02769758616738177,3,730,148929.0,204.01232876712328,35.719277551597926,0.0
P00078,Trending,Continuous,HoltWinters7,0.14504845973663053,5.747883448193822,7.380770317138192,0.13457010452420984,-0.09106992363869935,3,730,24417.0,33.44794520547945,6.636198061826237,0.0
P00079,Stable,Continuous,Naive,0.06693719233758261,0.3888888888888889,0.6313663776177041,0.06653439153439154,-0.010383528847502927,3,730,4438.0,6.079452054794521,0.9553773741581832,0.0
P00080,Volatile,Continuous,SES,0.21902847962902827,4.003270878531457,5.135718071103462,0.21880224967532502,-0.04906158720664699,3,730,13241.0,18.138356164383563,4.8828562706618115,0.0
P00081,Trending,Continuous,HoltWinters7,0.10472839409231971,12.524439481442592,15.90488184778461,0.09912552114849403,-0.06388755860803957,3,730,74433.0,101.96301369863014,19.06216821411278,0.0
P00082,Seasonal,Continuous,HoltWinters7,0.06447403451011044,6.027295604380704,7.269018401008409,0.06574637412281609,-0.03789271142807257,3,730,75552.0,103.4958904109589,20.297191372235286,0.0
P00083,Stable,Continuous,SeasonalNaive7,0.08628126516689567,1.1222222222222222,1.4827096804094506,0.08415297665297665,-0.05689969854192728,3,730,9908.0,13.572602739726028,2.094689887964673,0.0
P00084,Seasonal,Continuous,HoltWinters7,0.13571091578972141,3.9762177765130926,4.807604844820312,0.13800703535600253,-0.017026018724722744,3,730,21803.0,29.867123287671234,7.011074030825241,0.0
P00085,Volatile,Continuous,SES,0.18116002552303753,0.5874908242091613,0.7228848803263856,0.19633872723963028,0.00942798262450275,3,730,2634.0,3.6082191780821917,0.934002321187085,0.0
P00086,Stable,Continuous,HoltWinters7,0.05988019455779428,1.0561706232012353,1.3097911688822121,0.05957442331732612,-0.014055380075999933,3,730,13565.0,18.58219178082192,2.8098319670995053,0.0
P00087,Intermittent,Intermittent,Naive,1.201127004768097,24.211111111111112,37.503781872448975,0.7210651312543558,-0.2457737321196359,3,730,18067.0,24.74931506849315,34.23070130363575,0.6520547945205479
P00088,Seasonal,Continuous,HoltWinters7,0.06129304577068114,3.6846456770384215,4.425097119271958,0.06195173556724257,-0.023585396119934654,3,730,48710.0,66.72602739726027,13.17536075305664,0.0
P00089,Stable,Continuous,HoltWinters7,0.0973725369025133,11.660692933283782,13.831405318100579,0.09530240597285762,-0.05027939121086108,3,730,87465.0,119.81506849315069,14.809167175672075,0.0
P00090,Seasonal,Continuous,HoltWinters7,0.06378572794209651,9.491604066166209,11.383943138346778,0.06417367766999509,-0.02971092929548917,3,730,122488.0,167.7917808219178,33.35761154299165,0.0
P00091,Trending,Continuous,HoltWinters7,0.13561395479210772,1.7466910959977338,2.2658098920857763,0.12646933132105664,-0.0485337211893668,3,730,7883.0,10.7986301369863,2.1524218758414446,0.0
P00092,Intermittent,Intermittent,Naive,1.0,71.8888888888889,113.10679417182052,1.0,-1.0,3,730,45666.0,62.556164383561644,87.4588533257119,0.6575342465753424
P00093,Trending,Continuous,HoltWinters7,0.083411293687363,8.254105291280478,9.985893025069226,0.08103250796936536,-0.058267873872638105,3,730,65458.0,89.66849315068494,15.620313852779958,0.0
P00094,Seasonal,Continuous,HoltWinters7,0.0645569057749535,6.389668333987075,8.133436287234675,0.0648010284571313,-0.04674393367494393,3,730,79793.0,109.3054794520548,21.35457012931121,0.0
P00095,Stable,Continuous,HoltWinters7,0.048265279172433694,22.35415367795642,28.198185924766804,0.04765568291821189,-0.010569179419019614,3,730,358505.0,491.1027397260274,53.26612656648862,0.0
P00096,Stable,Continuous,HoltWinters7,0.05040859026524288,13.456287984119905,16.452751560303657,0.04966803436661252,-0.03044194661316218,3,730,209520.0,287.013698630137,32.692101104725005,0.0
P00097,Seasonal,Continuous,HoltWinters7,0.06452214016608587,6.764392207897096,8.285361368138753,0.06331798725342754,-0.03916612281317274,3,730,86285.0,118.1986301369863,23.59192971422201,0.0
P00098,Stable,Continuous,HoltWinters7,0.06654635463041024,1.161628317515534,1.3583533896733007,0.06559883607118837,-0.04161688874645688,3,730,13412.0,18.372602739726027,2.7182894380205243,0.0
P00099,Seasonal,Continuous,HoltWinters7,0.15848708096811595,4.1476577989607515,5.1157028520523005,0.15713558375280048,-0.08636730165809618,3,730,19834.0,27.16986301369863,6.421087620983928,0.0
P00100,Volatile,Continuous,SES,0.20649979514179392,0.44862920453724403,0.6661781593810115,0.2527077655280551,-0.02247860133448362,3,730,1589.0,2.1767123287671235,0.5905103574785916,0.0
P00101,Stable,Continuous,SES,0.13466087473693303,3.7585828235462118,4.559074567737267,0.1319604172794461,-0.030395176353385473,3,730,18274.0,25.03287671232877,4.267337099928086,0.0
P00102,Trending,Continuous,HoltWinters7,0.07760380226462744,29.722727398348127,36.80555412780964,0.07622587828727843,-0.022903131684229194,3,730,259844.0,355.9506849315068,61.24801975643302,0.0
P00103,Volatile,Continuous,RollingMean28,0.18287277098492769,0.7817460317460316,1.0057422177536293,0.18935941043083895,-0.03888081063037854,3,730,3419.0,4.683561643835616,1.2103252290677937,0.0
P00104,Trending,Continuous,HoltWinters7,0.07704962228040886,6.564511750783471,8.009498358611156,0.07594249867212959,-0.035709486746392675,3,730,57769.0,79.13561643835617,13.247438035442341,0.0
P00105,Trending,Continuous,HoltWinters7,0.094923722884604,35.37161723633334,46.340903490955746,0.091194482442717,-0.03356513502251658,3,730,231056.0,316.5150684931507,61.676757424283444,0.0
P00106,Volatile,Continuous,RollingMean28,0.2084055608338314,3.68968253968254,4.855198673018454,0.20839831011449558,-0.04979381634422436,3,730,12661.0,17.343835616438355,4.417929745671292,0.0
P00107,Volatile,Continuous,SES,0.20150853358516443,0.48055330432203314,0.5666228946863224,0.1956953945836383,-0.036237105377616756,3,730,1832.0,2.5095890410958903,0.6833638221767264,0.0
P00108,Trending,Continuous,HoltWinters7,0.07160292284052744,15.020544503819245,18.94844832713341,0.07031752283349038,-0.0298857844590312,3,730,139127.0,190.5849315068493,32.362428770855,0.0
P00109,Seasonal,Continuous,HoltWinters7,0.13470043674274468,2.0553264166266954,2.5180689546687667,0.13072387920130432,-0.05338262103421476,3,730,10867.0,14.886301369863014,3.37658422173138,0.0
P00110,Volatile,Continuous,SES,0.21095722247350568,4.2484829252443275,5.480094584415588,0.20908970357719256,-0.055765314882304955,3,730,15375.0,21.061643835616437,5.760209047251206,0.0
P00111,Seasonal,Continuous,HoltWinters7,0.09762289982518539,1.9648093596656784,2.3833045569722153,0.09738695197116937,-0.06314864275584202,3,730,16746.0,22.93972602739726,5.255782359474031,0.0
P00112,Seasonal,Continuous,HoltWinters7,0.14121004829034148,4.416383847903782,5.384793640835529,0.1394414556700731,-0.04247080175841561,3,730,22011.0,30.15205479452055,6.859567419464482,0.0
P00113,Volatile,Continuous,RollingMean28,0.16740368279908033,17.3031746031746,22.695792672532352,0.16072854357767347,-0.060375930857611636,3,730,67991.0,93.13835616438357,21.53304877015778,0.0
P00114,Stable,Continuous,HoltWinters7,0.0826682303257273,12.15197406692724,15.585929553055626,0.0789371424373387,-0.04653012603919555,3,730,105224.0,144.14246575342466,18.296265690544345,0.0
P00115,Seasonal,Continuous,HoltWinters7,0.07048551694116478,11.441628556506984,14.023907304733434,0.07134238801598071,-0.04639265397769942,3,730,130421.0,178.65890410958903,35.12954796302984,0.0
P00116,Volatile,Continuous,Naive,0.20714202658704903,27.866666666666664,34.29217559539675,0.21754152075484012,0.04781019392692106,3,730,90688.0,124.23013698630137,28.919388861236495,0.0
P00117,Trending,Continuous,HoltWinters7,0.11194561015077342,8.589387958957794,10.896237423897743,0.10660758761240778,-0.06483627454701478,3,730,47999.0,65.75205479452055,12.36072599859559,0.0
P00118,Seasonal,Continuous,HoltWinters7,0.14713723776623858,4.451866060991306,5.345357758788677,0.14899945249864696,-0.0528844244854873,3,730,21763.0,29.812328767123287,6.850279002768383,0.0
P00119,Stable,Continuous,HoltWinters7,0.08145036064665935,18.719676591534547,23.16057181254403,0.07836850033209249,-0.03855351318086175,3,730,162327.0,222.36575342465753,27.53686502313996,0.0
P00120,Trending,Continuous,HoltWinters7,0.06959411895887797,14.37269302983528,18.47143009892475,0.06780967076043347,-0.0359654444280789,3,730,141801.0,194.24794520547945,31.66088580367796,0.0
P00121,Trending,Continuous,HoltWinters7,0.10071215497900804,23.692853839475593,31.36559963180991,0.09424204495349864,-0.07043603308885574,3,730,146552.0,200.75616438356164,37.23492683977054,0.0
P00122,Stable,Continuous,HoltWinters7,0.08573258537709982,5.820066990842654,7.175873631529917,0.08202785195126558,-0.0530126179494777,3,730,48957.0,67.06438356164384,8.38445013567642,0.0
P00123,Seasonal,Continuous,HoltWinters7,0.07973314106205864,1.2272965214903573,1.5180664645906887,0.08070352172696836,-0.04473806454300816,3,730,12833.0,17.57945205479452,3.883751771168891,0.0
P00124,Volatile,Continuous,SES,0.26585512421389057,5.845896327222957,8.102478532132197,0.24748690606230797,-0.11676296946160447,3,730,15441.0,21.15205479452055,5.7616253229342185,0.0
P00125,Trending,Continuous,Naive,0.1572304272648898,3.722222222222222,4.406776029017628,0.16878428643956112,0.018771119685491614,3,730,14259.0,19.53287671232877,3.9394788704583164,0.0
P00126,Seasonal,Continuous,HoltWinters7,0.07033069467990252,1.9508665236276037,2.5125606210671187,0.0712233167530105,-0.036004086121871816,3,730,22505.0,30.828767123287673,6.778040461455979,0.0
P00127,Trending,Continuous,HoltWinters7,0.11271781974532673,27.318188459763743,34.74810058386009,0.10530110846827223,-0.0855470790957007,3,730,148620.0,203.58904109589042,38.885444509349085,0.0
P00128,Stable,Continuous,HoltWinters7,0.1030494158816642,10.631423423579816,12.444927339706526,0.10173284756371305,-0.04934201489676878,3,730,74769.0,102.42328767123287,13.17093508504713,0.0
P00129,Volatile,Continuous,SES,0.20269528112093624,4.364778036472644,5.844368221862236,0.1856095304102846,-0.0815254526267039,3,730,16455.0,22.541095890410958,6.353257281432169,0.0
P00130,Stable,Continuous,HoltWinters7,0.051184909998878036,3.272941205981338,4.196368636448013,0.050569706399938935,-0.0244066481239039,3,730,50051.0,68.56301369863014,7.817675566420932,0.0
P00131,Seasonal,Continuous,HoltWinters7,0.0786435028199776,0.9150969812954716,1.1470147258876697,0.07932021133552318,-0.02775667622697876,3,730,9608.0,13.161643835616438,2.9427379232221655,0.0
P00132,Volatile,Continuous,SES,0.21602874885825465,2.6009848615494895,3.392070934337006,0.20854777653654452,-0.07503417515646592,3,730,8644.0,11.841095890410958,3.1329846411547377,0.0
P00133,Trending,Continuous,HoltWinters7,0.15024864375010252,2.932823529301144,3.5285972782941464,0.152131861866421,0.02505176752245286,3,730,11985.0,16.41780821917808,3.345567772702124,0.0
P00134,Stable,Continuous,HoltWinters7,0.05236926730424107,1.2103215457017729,1.5360350943397922,0.05182091869031169,-0.01509777395521556,3,730,17737.0,24.297260273972604,3.643679255816867,0.0
P00135,Stable,Continuous,HoltWinters7,0.07754812518236454,10.436053895719347,12.932458490185338,0.07572068757514676,-0.01745842355902315,3,730,95629.0,130.9986301369863,16.645542111778017,0.0
P00136,Stable,Continuous,HoltWinters7,0.04927986688518001,1.1590322323562277,1.4977586579236561,0.04837892522771201,-0.020575491086532803,3,730,17970.0,24.616438356164384,3.6482144644707635,0.0
P00137,Trending,Continuous,HoltWinters7,0.07610696261018214,17.739351741987438,20.858162344940485,0.07508550258399531,-0.03657579280209124,3,730,161300.0,220.95890410958904,36.002034066969635,0.0
P00138,Trending,Continuous,HoltWinters7,0.07583288691483238,19.907366156202727,25.999380500476477,0.073059529535764,-0.04780636712160948,3,730,174359.0,238.84794520547945,40.598845860561276,0.0
P00139,Volatile,Continuous,SES,0.17768239650922588,4.221994686757542,5.296026446933425,0.18149824333489642,-0.01371670416244817,3,730,18564.0,25.43013698630137,6.482956127093416,0.0
P00140,Stable,Continuous,HoltWinters7,0.07538053322739967,5.345733694857375,6.856550508734476,0.07332665642708912,-0.016656017360567887,3,730,50919.0,69.75205479452055,8.734313543914782,0.0
P00141,Trending,Continuous,HoltWinters7,0.10283567441938411,10.330421274528552,13.071845240840124,0.0980144256308983,-0.072621093557797,3,730,62032.0,84.97534246575343,16.217552015232794,0.0
P00142,Stable,Continuous,HoltWinters7,0.06616623909182322,1.0130038759895361,1.1988343965653596,0.06598125598574257,0.009333884002496011,3,730,11930.0,16.34246575342466,2.5153530110961566,0.0
P00143,Trending,Continuous,HoltWinters7,0.0706678547736355,8.479202671057624,10.648664157100308,0.06914035257901725,-0.03969250287476467,3,730,82620.0,113.17808219178082,18.62093344324505,0.0
P00144,Stable,Continuous,Naive,0.030303030303030304,0.06666666666666667,0.14907119849998599,0.022222222222222223,-0.030303030303030304,3,730,1609.0,2.2041095890410958,0.42967380237935615,0.0
P00145,Seasonal,Continuous,HoltWinters7,0.07165899346505901,1.2862156916860592,1.5999163973850232,0.07333982843567016,-0.013708334475512209,3,730,15031.0,20.59041095890411,4.638440930054854,0.0
P00146,Seasonal,Continuous,HoltWinters7,0.16029356517522822,2.54188861821538,2.9680316307726478,0.15993282800352954,-0.08575067230368795,3,730,11805.0,16.171232876712327,3.8059220136095253,0.0
