product_id,forecast_date,horizon_day,forecast_demand,lower_bound,upper_bound,model,demand_class,behavioral_class
P00002,2027-01-11,11,119.99572721474249,94.25435718376987,145.7370972457151,HoltWinters7,Stable,Continuous
P00002,2027-01-12,12,121.5296718722541,95.78830184128148,147.27104190322672,HoltWinters7,Stable,Continuous
P00002,2027-01-13,13,121.239880220946,95.49851018997339,146.98125025191862,HoltWinters7,Stable,Continuous
P00002,2027-01-14,14,120.4576981896401,94.71632815866748,146.1990682206127,HoltWinters7,Stable,Continuous
P00002,2027-01-15,15,126.49913243524016,100.75776240426754,152.24050246621277,HoltWinters7,Stable,Continuous
P00002,2027-01-16,16,112.5101387564342,86.76876872546158,138.2515087874068,HoltWinters7,Stable,Continuous
P00002,2027-01-17,17,104.20267554130373,78.46130551033112,129.94404557227634,HoltWinters7,Stable,Continuous
P00002,2027-01-18,18,119.99572721474249,94.25435718376987,145.7370972457151,HoltWinters7,Stable,Continuous
P00002,2027-01-19,19,121.5296718722541,95.78830184128148,147.27104190322672,HoltWinters7,Stable,Continuous
P00002,2027-01-20,20,121.239880220946,95.49851018997339,146.98125025191862,HoltWinters7,Stable,Continuous
P00002,2027-01-21,21,120.4576981896401,94.71632815866748,146.1990682206127,HoltWinters7,Stable,Continuous
P00002,2027-01-22,22,126.49913243524016,100.75776240426754,152.24050246621277,HoltWinters7,Stable,Continuous
P00002,2027-01-23,23,112.5101387564342,86.76876872546158,138.2515087874068,HoltWinters7,Stable,Continuous
P00002,2027-01-24,24,104.20267554130373,78.46130551033112,129.94404557227634,HoltWinters7,Stable,Continuous
P00002,2027-01-25,25,119.99572721474249,94.25435718376987,145.7370972457151,HoltWinters7,Stable,Continuous
P00002,2027-01-26,26,121.5296718722541,95.78830184128148,147.27104190322672,HoltWinters7,Stable,Continuous
P00002,2027-01-27,27,121.239880220946,95.49851018997339,146.98125025191862,HoltWinters7,Stable,Continuous
P00002,2027-01-28,28,120.4576981896401,94.71632815866748,146.1990682206127,HoltWinters7,Stable,Continuous
P00002,2027-01-29,29,126.49913243524016,100.75776240426754,152.24050246621277,HoltWinters7,Stable,Continuous
P00002,2027-01-30,30,112.5101387564342,86.76876872546158,138.2515087874068,HoltWinters7,Stable,Continuous
P00003,2027-01-01,1,286.4812330930301,240.82084144209648,332.1416247439637,HoltWinters7,Stable,Continuous
P00003,2027-01-02,2,249.2069513057446,203.546559654811,294.8673429566782,HoltWinters7,Stable,Continuous
P00003,2027-01-03,3,231.35569358649977,185.69530193556616,277.01608523743334,HoltWinters7,Stable,Continuous
P00003,2027-01-04,4,272.7265108575966,227.06611920666302,318.3869025085302,HoltWinters7,Stable,Continuous
P00003,2027-01-05,5,272.962618322741,227.30222667180738,318.6230099736746,HoltWinters7,Stable,Continuous
P00003,2027-01-06,6,271.87977267845986,226.21938102752625,317.54016432939346,HoltWinters7,Stable,Continuous
P00003,2027-01-07,7,265.8373154858894,220.1769238349558,311.497707136823,HoltWinters7,Stable,Continuous
P00003,2027-01-08,8,286.4812330930301,240.82084144209648,332.1416247439637,HoltWinters7,Stable,Continuous
P00003,2027-01-09,9,249.2069513057446,203.546559654811,294.8673429566782,HoltWinters7,Stable,Continuous
P00003,2027-01-10,10,231.35569358649977,185.69530193556616,277.01608523743334,HoltWinters7,Stable,Continuous
P00003,2027-01-11,11,272.7265108575966,227.06611920666302,318.3869025085302,HoltWinters7,Stable,Continuous
P00003,2027-01-12,12,272.962618322741,227.30222667180738,318.6230099736746,HoltWinters7,Stable,Continuous
P00003,2027-01-13,13,271.87977267845986,226.21938102752625,317.54016432939346,HoltWinters7,Stable,Continuous
P00003,2027-01-14,14,265.8373154858894,220.1769238349558,311.497707136823,HoltWinters7,Stable,Continuous
P00003,2027-01-15,15,286.4812330930301,240.82084144209648,332.1416247439637,HoltWinters7,Stable,Continuous
P00003,2027-01-16,16,249.2069513057446,203.546559654811,294.8673429566782,HoltWinters7,Stable,Continuous
P00003,2027-01-17,17,231.35569358649977,185.69530193556616,277.01608523743334,HoltWinters7,Stable,Continuous
P00003,2027-01-18,18,272.7265108575966,227.06611920666302,318.3869025085302,HoltWinters7,Stable,Continuous
P00003,2027-01-19,19,272.962618322741,227.30222667180738,318.6230099736746,HoltWinters7,Stable,Continuous
P00003,2027-01-20,20,271.87977267845986,226.21938102752625,317.54016432939346,HoltWinters7,Stable,Continuous
P00003,2027-01-21,21,265.8373154858894,220.1769238349558,311.497707136823,HoltWinters7,Stable,Continuous
P00003,2027-01-22,22,286.4812330930301,240.82084144209648,332.1416247439637,HoltWinters7,Stable,Continuous
P00003,2027-01-23,23,249.2069513057446,203.546559654811,294.8673429566782,HoltWinters7,Stable,Continuous
P00003,2027-01-24,24,231.35569358649977,185.69530193556616,277.01608523743334,HoltWinters7,Stable,Continuous
P00003,2027-01-25,25,272.7265108575966,227.06611920666302,318.3869025085302,HoltWinters7,Stable,Continuous
P00003,2027-01-26,26,272.962618322741,227.30222667180738,318.6230099736746,HoltWinters7,Stable,Continuous
P00003,2027-01-27,27,271.87977267845986,226.21938102752625,317.54016432939346,HoltWinters7,Stable,Continuous
P00003,2027-01-28,28,265.8373154858894,220.1769238349558,311.497707136823,HoltWinters7,Stable,Continuous
P00003,2027-01-29,29,286.4812330930301,240.82084144209648,332.1416247439637,HoltWinters7,Stable,Continuous
P00003,2027-01-30,30,249.2069513057446,203.546559654811,294.8673429566782,HoltWinters7,Stable,Continuous
P00004,2027-01-01,1,348.52361855174627,264.39730337237097,432.64993373112156,HoltWinters7,Seasonal,Continuous
P00004,2027-01-02,2,273.72385589651196,189.59754071713667,357.85017107588726,HoltWinters7,Seasonal,Continuous
P00004,2027-01-03,3,230.67026673423115,146.54395155485588,314.7965819136064,HoltWinters7,Seasonal,Continuous
P00004,2027-01-04,4,317.1082506259775,232.98193544660222,401.2345658053528,HoltWinters7,Seasonal,Continuous
P00004,2027-01-05,5,328.4376660082687,244.3113508288934,412.563981187644,HoltWinters7,Seasonal,Continuous
P00004,2027-01-06,6,316.0496651048756,231.9233499255003,400.1759802842509,HoltWinters7,Seasonal,Continuous
P00004,2027-01-07,7,311.3731213172969,227.24680613792162,395.4994364966722,HoltWinters7,Seasonal,Continuous
P00004,2027-01-08,8,348.52361855174746,264.39730337237216,432.64993373112276,HoltWinters7,Seasonal,Continuous
P00004,2027-01-09,9,273.72385589651304,189.59754071713775,357.85017107588834,HoltWinters7,Seasonal,Continuous
P00004,2027-01-10,10,230.67026673423217,146.5439515548569,314.79658191360744,HoltWinters7,Seasonal,Continuous
P00004,2027-01-11,11,317.10825062597854,232.98193544660325,401.23456580535384,HoltWinters7,Seasonal,Continuous
P00004,2027-01-12,12,328.4376660082697,244.31135082889438,412.56398118764497,HoltWinters7,Seasonal,Continuous
P00004,2027-01-13,13,316.04966510487657,231.92334992550127,400.17598028425186,HoltWinters7,Seasonal,Continuous
P00004,2027-01-14,14,311.37312131729783,227.24680613792253,395.4994364966731,HoltWinters7,Seasonal,Continuous
P00004,2027-01-15,15,348.5236185517483,264.397303372373,432.6499337311236,HoltWinters7,Seasonal,Continuous
P00004,2027-01-16,16,273.7238558965139,189.5975407171386,357.8501710758892,HoltWinters7,Seasonal,Continuous
P00004,2027-01-17,17,230.67026673423297,146.5439515548577,314.79658191360824,HoltWinters7,Seasonal,Continuous
P00004,2027-01-18,18,317.1082506259793,232.98193544660398,401.2345658053546,HoltWinters7,Seasonal,Continuous
P00004,2027-01-19,19,328.4376660082704,244.31135082889512,412.5639811876457,HoltWinters7,Seasonal,Continuous
P00004,2027-01-20,20,316.04966510487725,231.92334992550195,400.17598028425255,HoltWinters7,Seasonal,Continuous
P00004,2027-01-21,21,311.3731213172985,227.24680613792322,395.4994364966738,HoltWinters7,Seasonal,Continuous
P00004,2027-01-22,22,348.52361855174894,264.39730337237364,432.64993373112424,HoltWinters7,Seasonal,Continuous
P00004,2027-01-23,23,273.7238558965145,189.59754071713922,357.8501710758898,HoltWinters7,Seasonal,Continuous
P00004,2027-01-24,24,230.6702667342336,146.54395155485832,314.79658191360886,HoltWinters7,Seasonal,Continuous
P00004,2027-01-25,25,317.10825062597985,232.98193544660455,401.23456580535515,HoltWinters7,Seasonal,Continuous
P00004,2027-01-26,26,328.4376660082709,244.31135082889563,412.5639811876462,HoltWinters7,Seasonal,Continuous
P00004,2027-01-27,27,316.04966510487776,231.92334992550246,400.17598028425306,HoltWinters7,Seasonal,Continuous
P00004,2027-01-28,28,311.373121317299,227.24680613792373,395.4994364966743,HoltWinters7,Seasonal,Continuous
P00004,2027-01-29,29,348.52361855174945,264.39730337237415,432.64993373112475,HoltWinters7,Seasonal,Continuous
P00004,2027-01-30,30,273.723855896515,189.59754071713968,357.8501710758903,HoltWinters7,Seasonal,Continuous
P00005,2027-01-01,1,24.132951761360296,15.608002160858916,32.657901361861676,HoltWinters7,Seasonal,Continuous
P00005,2027-01-02,2,18.665725535956845,10.140775935455466,27.190675136458225,HoltWinters7,Seasonal,Continuous
P00005,2027-01-03,3,15.015227476102474,6.490277875601095,23.540177076603854,HoltWinters7,Seasonal,Continuous
P00005,2027-01-04,4,21.43300589114546,12.90805629064408,29.95795549164684,HoltWinters7,Seasonal,Continuous
P00005,2027-01-05,5,22.581561231968475,14.056611631467096,31.106510832469855,HoltWinters7,Seasonal,Continuous
P00005,2027-01-06,6,21.619346883366912,13.094397282865533,30.144296483868292,HoltWinters7,Seasonal,Continuous
P00005,2027-01-07,7,20.956718325871112,12.431768725369732,29.48166792637249,HoltWinters7,Seasonal,Continuous
P00005,2027-01-08,8,24.132951761768254,15.608002161266874,32.657901362269634,HoltWinters7,Seasonal,Continuous
P00005,2027-01-09,9,18.665725536353207,10.140775935851828,27.190675136854587,HoltWinters7,Seasonal,Continuous
P00005,2027-01-10,10,15.015227476487574,6.4902778759861945,23.540177076988954,HoltWinters7,Seasonal,Continuous
P00005,2027-01-11,11,21.433005891519613,12.908056291018234,29.957955492020993,HoltWinters7,Seasonal,Continuous
P00005,2027-01-12,12,22.581561232331996,14.056611631830616,31.106510832833376,HoltWinters7,Seasonal,Continuous
P00005,2027-01-13,13,21.6193468837201,13.094397283218722,30.14429648422148,HoltWinters7,Seasonal,Continuous
P00005,2027-01-14,14,20.956718326214265,12.431768725712885,29.481667926715645,HoltWinters7,Seasonal,Continuous
P00005,2027-01-15,15,24.132951762101655,15.608002161600275,32.657901362603035,HoltWinters7,Seasonal,Continuous
P00005,2027-01-16,16,18.665725536677133,10.140775936175753,27.190675137178513,HoltWinters7,Seasonal,Continuous
P00005,2027-01-17,17,15.015227476802295,6.490277876300915,23.540177077303674,HoltWinters7,Seasonal,Continuous
P00005,2027-01-18,18,21.433005891825392,12.908056291324012,29.95795549232677,HoltWinters7,Seasonal,Continuous
P00005,2027-01-19,19,22.581561232629085,14.056611632127705,31.106510833130464,HoltWinters7,Seasonal,Continuous
P00005,2027-01-20,20,21.619346884008745,13.094397283507366,30.144296484510125,HoltWinters7,Seasonal,Continuous
P00005,2027-01-21,21,20.956718326494705,12.431768725993326,29.481667926996085,HoltWinters7,Seasonal,Continuous
P00005,2027-01-22,22,24.132951762374127,15.608002161872747,32.657901362875506,HoltWinters7,Seasonal,Continuous
P00005,2027-01-23,23,18.66572553694186,10.14077593644048,27.19067513744324,HoltWinters7,Seasonal,Continuous
P00005,2027-01-24,24,15.015227477059497,6.4902778765581175,23.540177077560877,HoltWinters7,Seasonal,Continuous
P00005,2027-01-25,25,21.433005892075286,12.908056291573907,29.957955492576666,HoltWinters7,Seasonal,Continuous
P00005,2027-01-26,26,22.581561232871877,14.056611632370497,31.106510833373257,HoltWinters7,Seasonal,Continuous
P00005,2027-01-27,27,21.61934688424464,13.094397283743259,30.144296484746018,HoltWinters7,Seasonal,Continuous
P00005,2027-01-28,28,20.956718326723895,12.431768726222515,29.481667927225274,HoltWinters7,Seasonal,Continuous
P00005,2027-01-29,29,24.1329517625968,15.60800216209542,32.657901363098176,HoltWinters7,Seasonal,Continuous
P00005,2027-01-30,30,18.665725537158206,10.140775936656826,27.190675137659586,HoltWinters7,Seasonal,Continuous
P00006,2027-01-01,1,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-02,2,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-03,3,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-04,4,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-05,5,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-06,6,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-07,7,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-08,8,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-09,9,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-10,10,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-11,11,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-12,12,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-13,13,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-14,14,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-15,15,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-16,16,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-17,17,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-18,18,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-19,19,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-20,20,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-21,21,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-22,22,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-23,23,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-24,24,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-25,25,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-26,26,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-27,27,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-28,28,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-29,29,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00006,2027-01-30,30,15.85923719879268,7.068434864844598,24.650039532740763,SES,Volatile,Continuous
P00007,2027-01-01,1,25.51908969177672,17.565113423182865,33.473065960370576,HoltWinters7,Stable,Continuous
P00007,2027-01-02,2,22.298606913702272,14.344630645108417,30.252583182296128,HoltWinters7,Stable,Continuous
P00007,2027-01-03,3,20.386089237746926,12.43211296915307,28.340065506340782,HoltWinters7,Stable,Continuous
P00007,2027-01-04,4,23.897307419163106,15.94333115056925,31.85128368775696,HoltWinters7,Stable,Continuous
P00007,2027-01-05,5,24.47580017961483,16.521823911020974,32.429776448208685,HoltWinters7,Stable,Continuous
P00007,2027-01-06,6,23.79057320157949,15.836596932985636,31.744549470173347,HoltWinters7,Stable,Continuous
P00007,2027-01-07,7,23.495002564037407,15.541026295443551,31.448978832631262,HoltWinters7,Stable,Continuous
P00007,2027-01-08,8,25.51908969177672,17.565113423182865,33.473065960370576,HoltWinters7,Stable,Continuous
P00007,2027-01-09,9,22.298606913702272,14.344630645108417,30.252583182296128,HoltWinters7,Stable,Continuous
P00007,2027-01-10,10,20.386089237746926,12.43211296915307,28.340065506340782,HoltWinters7,Stable,Continuous
P00007,2027-01-11,11,23.897307419163106,15.94333115056925,31.85128368775696,HoltWinters7,Stable,Continuous
P00007,2027-01-12,12,24.47580017961483,16.521823911020974,32.429776448208685,HoltWinters7,Stable,Continuous
P00007,2027-01-13,13,23.79057320157949,15.836596932985636,31.744549470173347,HoltWinters7,Stable,Continuous
P00007,2027-01-14,14,23.495002564037407,15.541026295443551,31.448978832631262,HoltWinters7,Stable,Continuous
P00007,2027-01-15,15,25.51908969177672,17.565113423182865,33.473065960370576,HoltWinters7,Stable,Continuous
P00007,2027-01-16,16,22.298606913702272,14.344630645108417,30.252583182296128,HoltWinters7,Stable,Continuous
P00007,2027-01-17,17,20.386089237746926,12.43211296915307,28.340065506340782,HoltWinters7,Stable,Continuous
P00007,2027-01-18,18,23.897307419163106,15.94333115056925,31.85128368775696,HoltWinters7,Stable,Continuous
P00007,2027-01-19,19,24.47580017961483,16.521823911020974,32.429776448208685,HoltWinters7,Stable,Continuous
P00007,2027-01-20,20,23.79057320157949,15.836596932985636,31.744549470173347,HoltWinters7,Stable,Continuous
P00007,2027-01-21,21,23.495002564037407,15.541026295443551,31.448978832631262,HoltWinters7,Stable,Continuous
P00007,2027-01-22,22,25.51908969177672,17.565113423182865,33.473065960370576,HoltWinters7,Stable,Continuous
P00007,2027-01-23,23,22.298606913702272,14.344630645108417,30.252583182296128,HoltWinters7,Stable,Continuous
P00007,2027-01-24,24,20.386089237746926,12.43211296915307,28.340065506340782,HoltWinters7,Stable,Continuous
P00007,2027-01-25,25,23.897307419163106,15.94333115056925,31.85128368775696,HoltWinters7,Stable,Continuous
P00007,2027-01-26,26,24.47580017961483,16.521823911020974,32.429776448208685,HoltWinters7,Stable,Continuous
P00007,2027-01-27,27,23.79057320157949,15.836596932985636,31.744549470173347,HoltWinters7,Stable,Continuous
P00007,2027-01-28,28,23.495002564037407,15.541026295443551,31.448978832631262,HoltWinters7,Stable,Continuous
P00007,2027-01-29,29,25.51908969177672,17.565113423182865,33.473065960370576,HoltWinters7,Stable,Continuous
P00007,2027-01-30,30,22.298606913702272,14.344630645108417,30.252583182296128,HoltWinters7,Stable,Continuous
P00008,2027-01-01,1,245.5808806009491,195.82298065173566,295.3387805501625,HoltWinters7,Stable,Continuous
P00008,2027-01-02,2,216.69855780408406,166.94065785487064,266.4564577532975,HoltWinters7,Stable,Continuous
P00008,2027-01-03,3,202.1030342798582,152.34513433064478,251.86093422907163,HoltWinters7,Stable,Continuous
P00008,2027-01-04,4,232.86198730277684,183.10408735356341,282.61988725199024,HoltWinters7,Stable,Continuous
P00008,2027-01-05,5,236.82444785256536,187.06654790335193,286.5823478017788,HoltWinters7,Stable,Continuous
P00008,2027-01-06,6,235.37163367507262,185.6137337258592,285.12953362428607,HoltWinters7,Stable,Continuous
P00008,2027-01-07,7,231.97530747614664,182.21740752693321,281.7332074253601,HoltWinters7,Stable,Continuous
P00008,2027-01-08,8,245.5808806009491,195.82298065173566,295.3387805501625,HoltWinters7,Stable,Continuous
P00008,2027-01-09,9,216.69855780408406,166.94065785487064,266.4564577532975,HoltWinters7,Stable,Continuous
P00008,2027-01-10,10,202.1030342798582,152.34513433064478,251.86093422907163,HoltWinters7,Stable,Continuous
P00008,2027-01-11,11,232.86198730277684,183.10408735356341,282.61988725199024,HoltWinters7,Stable,Continuous
P00008,2027-01-12,12,236.82444785256536,187.06654790335193,286.5823478017788,HoltWinters7,Stable,Continuous
P00008,2027-01-13,13,235.37163367507262,185.6137337258592,285.12953362428607,HoltWinters7,Stable,Continuous
P00008,2027-01-14,14,231.97530747614664,182.21740752693321,281.7332074253601,HoltWinters7,Stable,Continuous
P00008,2027-01-15,15,245.5808806009491,195.82298065173566,295.3387805501625,HoltWinters7,Stable,Continuous
P00008,2027-01-16,16,216.69855780408406,166.94065785487064,266.4564577532975,HoltWinters7,Stable,Continuous
P00008,2027-01-17,17,202.1030342798582,152.34513433064478,251.86093422907163,HoltWinters7,Stable,Continuous
P00008,2027-01-18,18,232.86198730277684,183.10408735356341,282.61988725199024,HoltWinters7,Stable,Continuous
P00008,2027-01-19,19,236.82444785256536,187.06654790335193,286.5823478017788,HoltWinters7,Stable,Continuous
P00008,2027-01-20,20,235.37163367507262,185.6137337258592,285.12953362428607,HoltWinters7,Stable,Continuous
P00008,2027-01-21,21,231.97530747614664,182.21740752693321,281.7332074253601,HoltWinters7,Stable,Continuous
P00008,2027-01-22,22,245.5808806009491,195.82298065173566,295.3387805501625,HoltWinters7,Stable,Continuous
P00008,2027-01-23,23,216.69855780408406,166.94065785487064,266.4564577532975,HoltWinters7,Stable,Continuous
P00008,2027-01-24,24,202.1030342798582,152.34513433064478,251.86093422907163,HoltWinters7,Stable,Continuous
P00008,2027-01-25,25,232.86198730277684,183.10408735356341,282.61988725199024,HoltWinters7,Stable,Continuous
P00008,2027-01-26,26,236.82444785256536,187.06654790335193,286.5823478017788,HoltWinters7,Stable,Continuous
P00008,2027-01-27,27,235.37163367507262,185.6137337258592,285.12953362428607,HoltWinters7,Stable,Continuous
P00008,2027-01-28,28,231.97530747614664,182.21740752693321,281.7332074253601,HoltWinters7,Stable,Continuous
P00008,2027-01-29,29,245.5808806009491,195.82298065173566,295.3387805501625,HoltWinters7,Stable,Continuous
P00008,2027-01-30,30,216.69855780408406,166.94065785487064,266.4564577532975,HoltWinters7,Stable,Continuous
P00009,2027-01-01,1,230.09183352438606,184.7642314128825,275.4194356358896,HoltWinters7,Trending,Continuous
P00009,2027-01-02,2,202.5197184793564,157.19211636785286,247.84732059085997,HoltWinters7,Trending,Continuous
P00009,2027-01-03,3,178.86222901690792,133.53462690540437,224.18983112841147,HoltWinters7,Trending,Continuous
P00009,2027-01-04,4,216.23942950387232,170.91182739236876,261.56703161537587,HoltWinters7,Trending,Continuous
P00009,2027-01-05,5,224.64319485968267,179.3155927481791,269.97079697118625,HoltWinters7,Trending,Continuous
P00009,2027-01-06,6,216.82055156623554,171.49294945473198,262.14815367773906,HoltWinters7,Trending,Continuous
P00009,2027-01-07,7,213.46302797267765,168.1354258611741,258.7906300841812,HoltWinters7,Trending,Continuous
P00009,2027-01-08,8,230.09183352438606,184.7642314128825,275.4194356358896,HoltWinters7,Trending,Continuous
P00009,2027-01-09,9,202.5197184793564,157.19211636785286,247.84732059085997,HoltWinters7,Trending,Continuous
P00009,2027-01-10,10,178.86222901690792,133.53462690540437,224.18983112841147,HoltWinters7,Trending,Continuous
P00009,2027-01-11,11,216.23942950387232,170.91182739236876,261.56703161537587,HoltWinters7,Trending,Continuous
P00009,2027-01-12,12,224.64319485968267,179.3155927481791,269.97079697118625,HoltWinters7,Trending,Continuous
P00009,2027-01-13,13,216.82055156623554,171.49294945473198,262.14815367773906,HoltWinters7,Trending,Continuous
P00009,2027-01-14,14,213.46302797267765,168.1354258611741,258.7906300841812,HoltWinters7,Trending,Continuous
P00009,2027-01-15,15,230.09183352438606,184.7642314128825,275.4194356358896,HoltWinters7,Trending,Continuous
P00009,2027-01-16,16,202.5197184793564,157.19211636785286,247.84732059085997,HoltWinters7,Trending,Continuous
