product_id,product_name,category,subcategory,brand,demand_class,selling_price,unit_cost,base_daily_demand,gross_profit,gross_margin_pct
P00508,UrbanGear Chargers 00508,Accessories,Chargers,UrbanGear,Volatile,3682.34,2262.49,245.19,1419.85,0.3856
P00509,UrbanGear Mobile Accessories 00509,Accessories,Mobile Accessories,UrbanGear,Trending,6437.96,4147.51,246.54,2290.45,0.3558
P00510,DeskMate Storage 00510,Office Supplies,Storage,DeskMate,Stable,5000.0,4197.53,352.74,802.47,0.1605
P00511,DermaX Skincare 00511,Personal Care,Skincare,DermaX,Trending,1000.0,732.23,88.21,267.77,0.2678
P00512,EverHome Microwaves 00512,Home Appliances,Microwaves,EverHome,Stable,60320.44,45271.2,24.36,15049.24,0.2495
P00513,ConnectX Bags 00513,Accessories,Bags,ConnectX,Trending,7165.64,5535.19,35.69,1630.45,0.2275
P00514,UrbanGear Cables 00514,Accessories,Cables,UrbanGear,Stable,15000.0,11057.49,197.37,3942.51,0.2628
P00515,Apex TVs 00515,Electronics,TVs,Apex,Trending,105925.03,79862.33,27.49,26062.7,0.246
P00516,NovaTech Audio 00516,Electronics,Audio,NovaTech,Stable,63662.4,47232.19,12.72,16430.21,0.2581
P00517,HomePro Microwaves 00517,Home Appliances,Microwaves,HomePro,Seasonal,26138.94,15818.88,19.66,10320.06,0.3948
P00518,ConnectX Chargers 00518,Accessories,Chargers,ConnectX,Trending,9562.71,7916.41,113.23,1646.3,0.1722
P00519,UrbanGear Mobile Accessories 00519,Accessories,Mobile Accessories,UrbanGear,Volatile,12417.94,7692.2,115.06,4725.74,0.3806
P00520,Apex Laptops 00520,Electronics,Laptops,Apex,Seasonal,53052.77,38725.38,10.69,14327.39,0.2701
P00521,CarePlus Oral Care 00521,Personal Care,Oral Care,CarePlus,Stable,655.0,454.61,233.4,200.39,0.3059
P00522,Arctic Air Conditioners 00522,Home Appliances,Air Conditioners,Arctic,Seasonal,49446.59,31767.17,28.21,17679.42,0.3575
P00523,UrbanGear Bags 00523,Accessories,Bags,UrbanGear,Stable,6760.71,5137.36,235.78,1623.35,0.2401
P00524,CarryPro Cables 00524,Accessories,Cables,CarryPro,Volatile,1696.99,1259.84,51.95,437.15,0.2576
P00525,UrbanGear Chargers 00525,Accessories,Chargers,UrbanGear,Stable,6609.31,4941.25,219.94,1668.06,0.2524
P00526,PureLife Grooming 00526,Personal Care,Grooming,PureLife,Stable,983.92,744.16,226.48,239.76,0.2437
P00527,HomePro Refrigerators 00527,Home Appliances,Refrigerators,HomePro,Volatile,42106.23,26047.66,9.08,16058.57,0.3814
P00528,Arctic Washing Machines 00528,Home Appliances,Washing Machines,Arctic,Seasonal,63469.09,40795.87,3.88,22673.22,0.3572
P00529,NovaTech Audio 00529,Electronics,Audio,NovaTech,Stable,49240.06,40512.26,9.5,8727.8,0.1772
P00530,CarryPro Bags 00530,Accessories,Bags,CarryPro,Volatile,9372.81,7713.53,228.93,1659.28,0.177
P00531,UrbanGear Cables 00531,Accessories,Cables,UrbanGear,Trending,6630.19,4926.45,161.96,1703.74,0.257
P00532,CarryPro Chargers 00532,Accessories,Chargers,CarryPro,Volatile,4297.37,3546.77,183.05,750.6,0.1747
P00533,UrbanGear Mobile Accessories 00533,Accessories,Mobile Accessories,UrbanGear,Stable,15000.0,10428.4,71.72,4571.6,0.3048
P00534,CarePlus Skincare 00534,Personal Care,Skincare,CarePlus,Trending,960.33,781.78,221.43,178.55,0.1859
P00535,DeskMate Paper 00535,Office Supplies,Paper,DeskMate,Trending,1756.45,1263.6,43.22,492.85,0.2806
P00536,UrbanGear Cables 00536,Accessories,Cables,UrbanGear,Volatile,10177.92,8632.86,100.08,1545.06,0.1518
P00537,UrbanGear Mobile Accessories 00537,Accessories,Mobile Accessories,UrbanGear,Volatile,10422.79,8034.42,160.42,2388.37,0.2291
P00538,Apex TVs 00538,Electronics,TVs,Apex,Seasonal,113938.48,77558.19,6.09,36380.29,0.3193
P00539,DermaX Oral Care 00539,Personal Care,Oral Care,DermaX,Trending,199.01,145.08,250.44,53.93,0.271
P00540,Vertex Audio 00540,Electronics,Audio,Vertex,Volatile,141775.08,85835.26,8.58,55939.82,0.3946
P00541,TechMate Mobile Accessories 00541,Accessories,Mobile Accessories,TechMate,Trending,5364.1,3387.29,166.55,1976.81,0.3685
P00542,DermaX Grooming 00542,Personal Care,Grooming,DermaX,Stable,443.73,337.34,133.46,106.39,0.2398
P00543,NovaTech Laptops 00543,Electronics,Laptops,NovaTech,Trending,150000.0,125794.25,18.69,24205.75,0.1614
P00544,WriteWell Storage 00544,Office Supplies,Storage,WriteWell,Stable,3026.37,1932.62,80.5,1093.75,0.3614
P00545,DermaX Skincare 00545,Personal Care,Skincare,DermaX,Seasonal,436.21,271.41,24.74,164.8,0.3778
P00546,HomePro Air Conditioners 00546,Home Appliances,Air Conditioners,HomePro,Volatile,16376.72,10560.42,27.47,5816.3,0.3552
P00547,Zenith Laptops 00547,Electronics,Laptops,Zenith,Trending,150000.0,122701.88,9.55,27298.12,0.182
P00548,PaperWorks Storage 00548,Office Supplies,Storage,PaperWorks,Intermittent,1126.5,676.49,415.25,450.01,0.3995
P00549,PureLife Haircare 00549,Personal Care,Haircare,PureLife,Seasonal,301.22,236.56,299.82,64.66,0.2147
P00550,OfficePro Storage 00550,Office Supplies,Storage,OfficePro,Trending,2069.75,1384.56,129.37,685.19,0.331
P00551,PureLife Haircare 00551,Personal Care,Haircare,PureLife,Stable,1000.0,622.99,94.25,377.01,0.377
P00552,ConnectX Cables 00552,Accessories,Cables,ConnectX,Trending,12007.02,9498.49,169.09,2508.53,0.2089
P00553,DermaX Oral Care 00553,Personal Care,Oral Care,DermaX,Stable,500.3,311.65,290.33,188.65,0.3771
P00554,PureLife Skincare 00554,Personal Care,Skincare,PureLife,Trending,661.75,511.29,276.43,150.46,0.2274
P00555,CarryPro Bags 00555,Accessories,Bags,CarryPro,Trending,5266.24,3190.8,130.69,2075.44,0.3941
P00556,EverHome Microwaves 00556,Home Appliances,Microwaves,EverHome,Volatile,66875.28,52141.65,24.26,14733.63,0.2203
P00557,Apex TVs 00557,Electronics,TVs,Apex,Trending,80986.3,49534.55,5.8,31451.75,0.3884
P00558,Vertex Laptops 00558,Electronics,Laptops,Vertex,Trending,138592.76,115948.62,29.37,22644.14,0.1634
P00559,OfficePro Writing 00559,Office Supplies,Writing,OfficePro,Stable,4511.13,3034.56,483.25,1476.57,0.3273
P00560,CarePlus Haircare 00560,Personal Care,Haircare,CarePlus,Seasonal,739.74,530.37,65.84,209.37,0.283
P00561,WriteWell Paper 00561,Office Supplies,Paper,WriteWell,Stable,2031.62,1484.16,170.73,547.46,0.2695
P00562,NovaTech Laptops 00562,Electronics,Laptops,NovaTech,Stable,120949.28,96049.02,4.8,24900.26,0.2059
P00563,Apex Smartphones 00563,Electronics,Smartphones,Apex,Seasonal,73339.32,49401.44,9.61,23937.88,0.3264
P00564,Apex Smartphones 00564,Electronics,Smartphones,Apex,Seasonal,40493.01,32487.45,24.85,8005.56,0.1977
P00565,Arctic Microwaves 00565,Home Appliances,Microwaves,Arctic,Volatile,48282.27,34366.82,12.59,13915.45,0.2882
P00566,PureLife Haircare 00566,Personal Care,Haircare,PureLife,Trending,578.61,455.19,44.75,123.42,0.2133
P00567,HomePro Washing Machines 00567,Home Appliances,Washing Machines,HomePro,Volatile,106183.28,64888.03,11.58,41295.25,0.3889
P00568,ComfortMax Air Conditioners 00568,Home Appliances,Air Conditioners,ComfortMax,Volatile,55087.36,46429.95,29.48,8657.41,0.1572
P00569,CarryPro Mobile Accessories 00569,Accessories,Mobile Accessories,CarryPro,Volatile,3654.75,2924.05,161.12,730.7,0.1999
P00570,ComfortMax Air Conditioners 00570,Home Appliances,Air Conditioners,ComfortMax,Stable,63629.82,50230.8,13.65,13399.02,0.2106
P00571,PureLife Grooming 00571,Personal Care,Grooming,PureLife,Stable,588.74,439.48,66.63,149.26,0.2535
P00572,WriteWell Writing 00572,Office Supplies,Writing,WriteWell,Trending,2822.84,2235.17,493.5,587.67,0.2082
P00573,Arctic Refrigerators 00573,Home Appliances,Refrigerators,Arctic,Stable,106800.23,77661.15,24.98,29139.08,0.2728
P00574,PureLife Skincare 00574,Personal Care,Skincare,PureLife,Trending,1000.0,631.88,98.81,368.12,0.3681
P00575,TechMate Bags 00575,Accessories,Bags,TechMate,Stable,5285.78,3551.96,26.82,1733.82,0.328
P00576,ConnectX Bags 00576,Accessories,Bags,ConnectX,Volatile,5216.68,3677.81,23.59,1538.87,0.295
P00577,Apex Smartphones 00577,Electronics,Smartphones,Apex,Stable,41519.31,34367.58,5.37,7151.73,0.1723
P00578,TechMate Cables 00578,Accessories,Cables,TechMate,Trending,11482.65,7768.04,149.38,3714.61,0.3235
P00579,DermaX Grooming 00579,Personal Care,Grooming,DermaX,Stable,1000.0,808.4,280.05,191.6,0.1916
P00580,Arctic Washing Machines 00580,Home Appliances,Washing Machines,Arctic,Volatile,50906.37,33262.64,15.91,17643.73,0.3466
P00581,DermaX Oral Care 00581,Personal Care,Oral Care,DermaX,Trending,475.83,374.71,256.02,101.12,0.2125
P00582,TechMate Mobile Accessories 00582,Accessories,Mobile Accessories,TechMate,Volatile,15000.0,11186.07,117.01,3813.93,0.2543
P00583,Glow Skincare 00583,Personal Care,Skincare,Glow,Seasonal,744.9,567.9,218.4,177.0,0.2376
P00584,Arctic Microwaves 00584,Home Appliances,Microwaves,Arctic,Seasonal,79900.22,50760.33,22.49,29139.89,0.3647
P00585,DermaX Grooming 00585,Personal Care,Grooming,DermaX,Seasonal,269.18,220.29,68.71,48.89,0.1816
P00586,Apex Smartphones 00586,Electronics,Smartphones,Apex,Seasonal,116456.15,82519.52,12.11,33936.63,0.2914
P00587,NovaTech Smartphones 00587,Electronics,Smartphones,NovaTech,Stable,44380.32,36147.09,19.84,8233.23,0.1855
P00588,Zenith Smartphones 00588,Electronics,Smartphones,Zenith,Seasonal,39246.64,26444.43,3.98,12802.21,0.3262
P00589,Zenith Laptops 00589,Electronics,Laptops,Zenith,Seasonal,62942.08,39258.89,12.12,23683.19,0.3763
P00590,Apex Smartphones 00590,Electronics,Smartphones,Apex,Seasonal,54532.8,40427.79,16.97,14105.01,0.2587
P00591,Zenith Laptops 00591,Electronics,Laptops,Zenith,Seasonal,67851.27,49394.16,29.89,18457.11,0.272
P00592,DermaX Skincare 00592,Personal Care,Skincare,DermaX,Trending,231.67,143.21,152.87,88.46,0.3818
P00593,NovaTech Laptops 00593,Electronics,Laptops,NovaTech,Volatile,137767.53,99158.48,24.85,38609.05,0.2802
P00594,HomePro Microwaves 00594,Home Appliances,Microwaves,HomePro,Stable,120000.0,87372.05,14.1,32627.95,0.2719
P00595,UrbanGear Cables 00595,Accessories,Cables,UrbanGear,Volatile,2347.01,1655.62,201.13,691.39,0.2946
P00596,Glow Grooming 00596,Personal Care,Grooming,Glow,Seasonal,989.3,670.44,186.72,318.86,0.3223
P00597,WriteWell Storage 00597,Office Supplies,Storage,WriteWell,Trending,1552.59,1278.21,446.7,274.38,0.1767
P00598,NovaTech Smartphones 00598,Electronics,Smartphones,NovaTech,Volatile,129601.36,83556.9,13.51,46044.46,0.3553
P00599,NovaTech Laptops 00599,Electronics,Laptops,NovaTech,Seasonal,74381.71,55126.05,18.92,19255.66,0.2589
P00600,Vertex TVs 00600,Electronics,TVs,Vertex,Trending,78849.68,65596.06,19.64,13253.62,0.1681
P00601,Apex Smartphones 00601,Electronics,Smartphones,Apex,Stable,69353.69,45319.47,13.69,24034.22,0.3465
P00602,EverHome Refrigerators 00602,Home Appliances,Refrigerators,EverHome,Stable,120000.0,90691.5,6.04,29308.5,0.2442
P00603,Zenith Smartphones 00603,Electronics,Smartphones,Zenith,Seasonal,36837.82,30387.82,4.62,6450.0,0.1751
P00604,NovaTech Audio 00604,Electronics,Audio,NovaTech,Seasonal,111606.82,77182.28,2.47,34424.54,0.3084
P00605,Apex Laptops 00605,Electronics,Laptops,Apex,Volatile,150000.0,94495.07,26.46,55504.93,0.37
P00606,Glow Haircare 00606,Personal Care,Haircare,Glow,Seasonal,845.33,530.92,86.21,314.41,0.3719
P00607,NovaTech TVs 00607,Electronics,TVs,NovaTech,Trending,150000.0,91587.62,7.92,58412.38,0.3894
P00608,ComfortMax Washing Machines 00608,Home Appliances,Washing Machines,ComfortMax,Volatile,44775.86,28346.42,22.61,16429.44,0.3669
P00609,CarePlus Haircare 00609,Personal Care,Haircare,CarePlus,Seasonal,976.82,829.77,109.6,147.05,0.1505
P00610,DeskMate Paper 00610,Office Supplies,Paper,DeskMate,Stable,2369.28,1788.66,267.84,580.62,0.2451
P00611,Vertex Smartphones 00611,Electronics,Smartphones,Vertex,Seasonal,150000.0,96804.65,6.55,53195.35,0.3546
P00612,WriteWell Storage 00612,Office Supplies,Storage,WriteWell,Stable,2513.38,1906.24,481.08,607.14,0.2416
P00613,DermaX Skincare 00613,Personal Care,Skincare,DermaX,Seasonal,435.8,304.89,258.44,130.91,0.3004
P00614,Zenith Smartphones 00614,Electronics,Smartphones,Zenith,Volatile,150000.0,104763.11,26.19,45236.89,0.3016
P00615,CarryPro Bags 00615,Accessories,Bags,CarryPro,Stable,5621.57,4265.33,107.63,1356.24,0.2413
P00616,CarryPro Bags 00616,Accessories,Bags,CarryPro,Volatile,3234.62,2018.02,192.97,1216.6,0.3761
P00617,Vertex Audio 00617,Electronics,Audio,Vertex,Volatile,56835.99,41160.22,6.03,15675.77,0.2758
P00618,EverHome Refrigerators 00618,Home Appliances,Refrigerators,EverHome,Stable,89162.18,65427.56,2.24,23734.62,0.2662
P00619,CarryPro Cables 00619,Accessories,Cables,CarryPro,Trending,15000.0,9009.32,14.79,5990.68,0.3994
P00620,PaperWorks Desk Accessories 00620,Office Supplies,Desk Accessories,PaperWorks,Stable,2699.1,1961.23,305.7,737.87,0.2734
P00621,Zenith TVs 00621,Electronics,TVs,Zenith,Stable,150000.0,120810.07,14.75,29189.93,0.1946
P00622,Apex TVs 00622,Electronics,TVs,Apex,Stable,34307.81,24761.07,16.5,9546.74,0.2783
P00623,Arctic Refrigerators 00623,Home Appliances,Refrigerators,Arctic,Volatile,47137.98,30474.51,2.21,16663.47,0.3535
P00624,CarePlus Oral Care 00624,Personal Care,Oral Care,CarePlus,Seasonal,462.56,303.34,138.35,159.22,0.3442
P00625,CarePlus Skincare 00625,Personal Care,Skincare,CarePlus,Seasonal,513.47,335.22,221.06,178.25,0.3471
P00626,EverHome Microwaves 00626,Home Appliances,Microwaves,EverHome,Seasonal,64682.7,43531.07,14.4,21151.63,0.327
P00627,CarePlus Oral Care 00627,Personal Care,Oral Care,CarePlus,Trending,832.53,654.74,225.02,177.79,0.2136
P00628,WriteWell Writing 00628,Office Supplies,Writing,WriteWell,Stable,1933.55,1226.8,139.52,706.75,0.3655
P00629,Apex TVs 00629,Electronics,TVs,Apex,Trending,84242.13,52789.42,24.77,31452.71,0.3734
P00630,Arctic Air Conditioners 00630,Home Appliances,Air Conditioners,Arctic,Stable,59857.3,47973.34,18.48,11883.96,0.1985
P00631,WriteWell Paper 00631,Office Supplies,Paper,WriteWell,Stable,1448.76,1184.2,129.06,264.56,0.1826
P00632,TechMate Cables 00632,Accessories,Cables,TechMate,Stable,7052.26,4274.37,66.81,2777.89,0.3939
P00633,PureLife Haircare 00633,Personal Care,Haircare,PureLife,Trending,504.58,319.36,195.85,185.22,0.3671
P00634,PureLife Skincare 00634,Personal Care,Skincare,PureLife,Seasonal,498.13,312.17,252.38,185.96,0.3733
P00635,Zenith Smartphones 00635,Electronics,Smartphones,Zenith,Volatile,78990.98,49638.4,13.64,29352.58,0.3716
P00636,ComfortMax Microwaves 00636,Home Appliances,Microwaves,ComfortMax,Seasonal,64356.72,45987.92,9.23,18368.8,0.2854
P00637,DermaX Grooming 00637,Personal Care,Grooming,DermaX,Stable,424.34,292.12,262.76,132.22,0.3116
P00638,Vertex TVs 00638,Electronics,TVs,Vertex,Stable,150000.0,107048.89,20.74,42951.11,0.2863
P00639,HomePro Microwaves 00639,Home Appliances,Microwaves,HomePro,Seasonal,30488.48,25524.91,14.55,4963.57,0.1628
P00640,EverHome Microwaves 00640,Home Appliances,Microwaves,EverHome,Stable,39903.14,26480.69,15.66,13422.45,0.3364
P00641,Apex Audio 00641,Electronics,Audio,Apex,Stable,150000.0,108550.05,7.72,41449.95,0.2763
P00642,EverHome Refrigerators 00642,Home Appliances,Refrigerators,EverHome,Seasonal,32991.25,22700.38,19.55,10290.87,0.3119
P00643,NovaTech Smartphones 00643,Electronics,Smartphones,NovaTech,Trending,34398.92,24916.52,12.04,9482.4,0.2757
P00644,EverHome Refrigerators 00644,Home Appliances,Refrigerators,EverHome,Seasonal,95557.03,69474.47,29.88,26082.56,0.273
P00645,Zenith Audio 00645,Electronics,Audio,Zenith,Stable,22287.06,17986.83,15.45,4300.23,0.1929
P00646,UrbanGear Bags 00646,Accessories,Bags,UrbanGear,Stable,6556.02,5115.8,126.61,1440.22,0.2197
P00647,Glow Grooming 00647,Personal Care,Grooming,Glow,Seasonal,1000.0,810.29,178.44,189.71,0.1897
P00648,WriteWell Paper 00648,Office Supplies,Paper,WriteWell,Intermittent,999.28,800.51,460.88,198.77,0.1989
P00649,OfficePro Paper 00649,Office Supplies,Paper,OfficePro,Trending,768.79,466.47,406.38,302.32,0.3932
P00650,DermaX Haircare 00650,Personal Care,Haircare,DermaX,Seasonal,223.72,181.6,146.32,42.12,0.1883
P00651,NovaTech TVs 00651,Electronics,TVs,NovaTech,Stable,132859.7,103986.95,22.12,28872.75,0.2173
P00652,Glow Grooming 00652,Personal Care,Grooming,Glow,Seasonal,1000.0,702.35,184.15,297.65,0.2976
P00653,CarePlus Haircare 00653,Personal Care,Haircare,CarePlus,Stable,404.38,282.04,157.86,122.34,0.3025
P00654,PaperWorks Paper 00654,Office Supplies,Paper,PaperWorks,Trending,3804.44,3087.33,120.39,717.11,0.1885
P00655,Arctic Microwaves 00655,Home Appliances,Microwaves,Arctic,Seasonal,120000.0,78188.48,14.99,41811.52,0.3484
P00656,Zenith Smartphones 00656,Electronics,Smartphones,Zenith,Stable,150000.0,98054.89,8.88,51945.11,0.3463
P00657,HomePro Air Conditioners 00657,Home Appliances,Air Conditioners,HomePro,Volatile,53050.06,41945.12,27.62,11104.94,0.2093
P00658,ComfortMax Washing Machines 00658,Home Appliances,Washing Machines,ComfortMax,Seasonal,15458.42,12024.08,11.39,3434.34,0.2222
P00659,PureLife Oral Care 00659,Personal Care,Oral Care,PureLife,Trending,336.09,206.86,286.63,129.23,0.3845
P00660,CarePlus Haircare 00660,Personal Care,Haircare,CarePlus,Seasonal,425.74,274.0,169.26,151.74,0.3564
P00661,EverHome Refrigerators 00661,Home Appliances,Refrigerators,EverHome,Volatile,52650.4,35568.02,19.68,17082.38,0.3244
P00662,TechMate Cables 00662,Accessories,Cables,TechMate,Stable,6745.21,5594.76,140.31,1150.45,0.1706
P00663,PureLife Oral Care 00663,Personal Care,Oral Care,PureLife,Seasonal,1000.0,745.43,56.23,254.57,0.2546
P00664,Apex Smartphones 00664,Electronics,Smartphones,Apex,Volatile,150000.0,106526.18,12.52,43473.82,0.2898
P00665,Apex TVs 00665,Electronics,TVs,Apex,Seasonal,69914.55,56151.67,4.78,13762.88,0.1969
P00666,Zenith Audio 00666,Electronics,Audio,Zenith,Volatile,149810.16,110551.41,19.44,39258.75,0.2621
P00667,NovaTech Laptops 00667,Electronics,Laptops,NovaTech,Seasonal,96050.56,67210.76,14.51,28839.8,0.3003
P00668,Apex Laptops 00668,Electronics,Laptops,Apex,Stable,80558.33,61881.35,23.78,18676.98,0.2318
P00669,Zenith Laptops 00669,Electronics,Laptops,Zenith,Volatile,133513.74,87419.96,8.17,46093.78,0.3452
P00670,Arctic Microwaves 00670,Home Appliances,Microwaves,Arctic,Stable,64224.73,41096.61,6.61,23128.12,0.3601
P00671,NovaTech Laptops 00671,Electronics,Laptops,NovaTech,Volatile,150000.0,115364.64,13.38,34635.36,0.2309
P00672,ConnectX Bags 00672,Accessories,Bags,ConnectX,Trending,3185.15,2039.57,232.38,1145.58,0.3597
P00673,NovaTech TVs 00673,Electronics,TVs,NovaTech,Stable,56893.18,46886.0,21.89,10007.18,0.1759
P00674,DermaX Grooming 00674,Personal Care,Grooming,DermaX,Trending,509.79,326.56,137.3,183.23,0.3594
P00675,ComfortMax Washing Machines 00675,Home Appliances,Washing Machines,ComfortMax,Volatile,80054.59,64989.31,16.48,15065.28,0.1882
P00676,CarryPro Bags 00676,Accessories,Bags,CarryPro,Trending,15000.0,12439.02,30.21,2560.98,0.1707
P00677,Apex TVs 00677,Electronics,TVs,Apex,Volatile,76373.73,52663.98,29.57,23709.75,0.3104
P00678,HomePro Air Conditioners 00678,Home Appliances,Air Conditioners,HomePro,Seasonal,26198.43,19177.66,20.66,7020.77,0.268
P00679,TechMate Mobile Accessories 00679,Accessories,Mobile Accessories,TechMate,Volatile,12516.6,7798.18,78.5,4718.42,0.377
P00680,ConnectX Mobile Accessories 00680,Accessories,Mobile Accessories,ConnectX,Trending,11876.04,9016.32,150.59,2859.72,0.2408
P00681,TechMate Mobile Accessories 00681,Accessories,Mobile Accessories,TechMate,Stable,2354.74,1832.49,36.28,522.25,0.2218
P00682,Arctic Refrigerators 00682,Home Appliances,Refrigerators,Arctic,Stable,61359.79,44474.57,29.04,16885.22,0.2752
P00683,NovaTech Smartphones 00683,Electronics,Smartphones,NovaTech,Stable,29850.24,21970.18,6.89,7880.06,0.264
P00684,OfficePro Storage 00684,Office Supplies,Storage,OfficePro,Stable,1694.61,1294.5,334.57,400.11,0.2361
P00685,ConnectX Chargers 00685,Accessories,Chargers,ConnectX,Trending,4392.34,2971.7,68.91,1420.64,0.3234
P00686,Glow Oral Care 00686,Personal Care,Oral Care,Glow,Trending,893.8,590.01,220.92,303.79,0.3399
P00687,Glow Oral Care 00687,Personal Care,Oral Care,Glow,Seasonal,589.94,375.65,237.51,214.29,0.3632
P00688,EverHome Refrigerators 00688,Home Appliances,Refrigerators,EverHome,Seasonal,28436.76,17255.02,20.86,11181.74,0.3932
P00689,WriteWell Desk Accessories 00689,Office Supplies,Desk Accessories,WriteWell,Trending,4281.4,3353.77,318.81,927.63,0.2167
P00690,NovaTech Laptops 00690,Electronics,Laptops,NovaTech,Trending,32785.77,21998.49,26.99,10787.28,0.329
P00691,HomePro Air Conditioners 00691,Home Appliances,Air Conditioners,HomePro,Volatile,74971.31,56336.1,4.2,18635.21,0.2486
P00692,ComfortMax Refrigerators 00692,Home Appliances,Refrigerators,ComfortMax,Stable,37736.61,25688.42,11.27,12048.19,0.3193
P00693,Glow Skincare 00693,Personal Care,Skincare,Glow,Trending,441.65,322.85,89.52,118.8,0.269
P00694,Zenith Laptops 00694,Electronics,Laptops,Zenith,Seasonal,104882.47,63092.76,29.66,41789.71,0.3984
P00695,Zenith Laptops 00695,Electronics,Laptops,Zenith,Seasonal,105969.1,70763.46,12.9,35205.64,0.3322
P00696,DermaX Oral Care 00696,Personal Care,Oral Care,DermaX,Seasonal,1000.0,611.88,225.13,388.12,0.3881
P00697,ComfortMax Air Conditioners 00697,Home Appliances,Air Conditioners,ComfortMax,Stable,58538.52,37538.27,21.17,21000.25,0.3587
P00698,PureLife Skincare 00698,Personal Care,Skincare,PureLife,Trending,661.02,412.66,79.38,248.36,0.3757
P00699,Zenith Laptops 00699,Electronics,Laptops,Zenith,Seasonal,59598.81,38524.38,8.69,21074.43,0.3536
P00700,PureLife Haircare 00700,Personal Care,Haircare,PureLife,Stable,613.46,451.02,98.76,162.44,0.2648
P00701,CarePlus Haircare 00701,Personal Care,Haircare,CarePlus,Seasonal,715.95,563.49,135.12,152.46,0.2129
P00702,Vertex TVs 00702,Electronics,TVs,Vertex,Seasonal,73060.8,55337.71,8.56,17723.09,0.2426
P00703,Arctic Washing Machines 00703,Home Appliances,Washing Machines,Arctic,Volatile,20838.18,17607.03,2.55,3231.15,0.1551
P00704,Vertex Smartphones 00704,Electronics,Smartphones,Vertex,Seasonal,94553.0,67983.77,26.62,26569.23,0.281
P00705,Zenith Smartphones 00705,Electronics,Smartphones,Zenith,Seasonal,96449.04,69803.6,29.04,26645.44,0.2763
P00706,ConnectX Cables 00706,Accessories,Cables,ConnectX,Stable,5020.07,3607.86,91.98,1412.21,0.2813
P00707,EverHome Microwaves 00707,Home Appliances,Microwaves,EverHome,Seasonal,28457.31,17259.14,11.48,11198.17,0.3935
P00708,CarryPro Cables 00708,Accessories,Cables,CarryPro,Trending,15000.0,9332.05,11.7,5667.95,0.3779
P00709,ComfortMax Microwaves 00709,Home Appliances,Microwaves,ComfortMax,Seasonal,82591.31,66863.6,21.05,15727.71,0.1904
P00710,PaperWorks Writing 00710,Office Supplies,Writing,PaperWorks,Trending,2200.74,1667.68,417.96,533.06,0.2422
P00711,OfficePro Desk Accessories 00711,Office Supplies,Desk Accessories,OfficePro,Stable,1276.37,949.63,98.91,326.74,0.256
P00712,Glow Skincare 00712,Personal Care,Skincare,Glow,Stable,335.91,255.25,64.71,80.66,0.2401
P00713,Glow Haircare 00713,Personal Care,Haircare,Glow,Stable,1000.0,650.38,241.22,349.62,0.3496
P00714,Arctic Refrigerators 00714,Home Appliances,Refrigerators,Arctic,Volatile,66795.41,48025.27,19.26,18770.14,0.281
P00715,EverHome Washing Machines 00715,Home Appliances,Washing Machines,EverHome,Volatile,44198.24,31247.05,3.26,12951.19,0.293
P00716,CarryPro Cables 00716,Accessories,Cables,CarryPro,Volatile,10250.85,6527.19,159.41,3723.66,0.3633
P00717,ConnectX Mobile Accessories 00717,Accessories,Mobile Accessories,ConnectX,Trending,4631.63,3003.7,84.14,1627.93,0.3515
P00718,CarryPro Chargers 00718,Accessories,Chargers,CarryPro,Volatile,15000.0,12254.21,98.49,2745.79,0.1831
P00719,Vertex Audio 00719,Electronics,Audio,Vertex,Volatile,150000.0,100728.2,23.55,49271.8,0.3285
P00720,WriteWell Writing 00720,Office Supplies,Writing,WriteWell,Trending,1908.46,1414.44,411.14,494.02,0.2589
P00721,TechMate Bags 00721,Accessories,Bags,TechMate,Volatile,5177.62,4019.58,106.09,1158.04,0.2237
P00722,NovaTech Smartphones 00722,Electronics,Smartphones,NovaTech,Trending,16109.32,13491.48,28.52,2617.84,0.1625
P00723,Zenith Laptops 00723,Electronics,Laptops,Zenith,Volatile,31859.3,23199.55,13.38,8659.75,0.2718
P00724,WriteWell Storage 00724,Office Supplies,Storage,WriteWell,Intermittent,1130.39,860.39,392.76,270.0,0.2389
P00725,Glow Oral Care 00725,Personal Care,Oral Care,Glow,Seasonal,596.47,469.49,155.49,126.98,0.2129
P00726,UrbanGear Cables 00726,Accessories,Cables,UrbanGear,Stable,6207.8,4198.53,225.41,2009.27,0.3237
P00727,Apex Smartphones 00727,Electronics,Smartphones,Apex,Seasonal,34573.12,22736.27,27.42,11836.85,0.3424
P00728,DeskMate Desk Accessories 00728,Office Supplies,Desk Accessories,DeskMate,Intermittent,2133.03,1682.54,71.09,450.49,0.2112
P00729,Vertex Smartphones 00729,Electronics,Smartphones,Vertex,Volatile,104949.6,87909.79,28.22,17039.81,0.1624
P00730,Apex TVs 00730,Electronics,TVs,Apex,Stable,106376.17,67847.98,25.11,38528.19,0.3622
P00731,Vertex Laptops 00731,Electronics,Laptops,Vertex,Trending,24790.88,21010.52,24.16,3780.36,0.1525
P00732,UrbanGear Bags 00732,Accessories,Bags,UrbanGear,Stable,6990.76,4304.36,58.22,2686.4,0.3843
P00733,OfficePro Paper 00733,Office Supplies,Paper,OfficePro,Stable,1101.02,763.11,408.41,337.91,0.3069
P00734,Glow Haircare 00734,Personal Care,Haircare,Glow,Trending,944.78,727.04,258.04,217.74,0.2305
